,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-17,747212,Flyout,field_out,True,664023,694297,Ian Happ,Brandon Pfaadt,0,e2a9c3aa-9db4-49f6-95a4-8a2df1003da1,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,
1,2024-04-17,747212,Single,single,False,621020,694297,Dansby Swanson,Brandon Pfaadt,0,e8b70926-6fd6-4cf0-a0f2-11e86c487bab,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,
2,2024-04-17,747212,Flyout,field_out,True,641355,694297,Cody Bellinger,Brandon Pfaadt,0,f04983ef-9382-40a0-ab74-6c4adbfc87f3,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,
3,2024-04-17,747212,Pop Out,field_out,True,666624,694297,Christopher Morel,Brandon Pfaadt,0,fbd15d3d-f30e-445a-a15d-9621a5ba2110,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,
4,2024-04-17,747212,Home Run,home_run,False,606466,696136,Ketel Marte,Jordan Wicks,0,a34942b2-cf25-47fb-b0a2-136b65d89adb,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,103.0,105.0,105.0,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,,0.081,0.062,0.262,0.11,,-1.19,-3.7,-3.75,1.62,92.9,,82.5,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.357,0.429,0.182,0.176,0.294,0.506,0.667,1.0,0.222,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,
5,2024-04-17,747212,Hit By Pitch,hit_by_pitch,False,682998,696136,Corbin Carroll,Jordan Wicks,0,1006afca-f1e5-42ff-8cd4-2c60684ff33b,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,103.0,105.0,105.0,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,,0.081,0.062,0.262,0.11,,-1.19,-3.7,-3.75,1.62,92.9,,82.5,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.357,0.429,0.182,0.176,0.294,0.506,0.667,1.0,0.222,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,
6,2024-04-17,747212,Strikeout,strikeout,True,666971,696136,Lourdes Gurriel Jr.,Jordan Wicks,1,5a0d6b9b-a82d-4ad3-b117-395afc86f1da,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,103.0,105.0,105.0,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,,0.081,0.062,0.262,0.11,,-1.19,-3.7,-3.75,1.62,92.9,,82.5,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.357,0.429,0.182,0.176,0.294,0.506,0.667,1.0,0.222,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,
7,2024-04-17,747212,Strikeout,strikeout,True,572233,696136,Christian Walker,Jordan Wicks,1,6839f39f-9e97-484a-9dce-6c9cec55e51d,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,103.0,105.0,105.0,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,,0.081,0.062,0.262,0.11,,-1.19,-3.7,-3.75,1.62,92.9,,82.5,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.357,0.429,0.182,0.176,0.294,0.506,0.667,1.0,0.222,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,
8,2024-04-17,747212,Groundout,field_out,True,553993,696136,Eugenio Suárez,Jordan Wicks,0,ab3f2ca0-f158-4055-bf74-18c3fdfc0184,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,103.0,105.0,105.0,92.0,103.0,99.0,91.0,104.0,104.0,76.0,100.0,89.0,126.0,92.0,97.0,0.131,0.461,,0.081,0.062,0.262,0.11,,-1.19,-3.7,-3.75,1.62,92.9,,82.5,92.2,83.2,78.7,0.259,0.397,0.176,0.4,0.6,0.333,0.357,0.429,0.182,0.176,0.294,0.506,0.667,1.0,0.222,,,,71.0,118.0,92.0,0.004,-19.26,90.6,,,,,,,,,,,,
9,2024-04-17,747212,Single,single,False,683737,694297,Michael Busch,Brandon Pfaadt,0,eb204522-8515-421a-88c1-1e30dbfc7e4a,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,0.211,0.35,0.01,0.286,0.041,0.102,1.3,0.39,0.11,0.32,-1.37,0.12,93.5,89.6,87.6,93.3,84.5,80.1,0.246,0.388,0.201,0.186,0.421,0.35,0.273,0.364,0.119,0.289,0.316,0.3,0.5,0.5,0.261,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,
