,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-11,745857,Home Run,home_run,False,621493,805673,Taylor Ward,Zebby Matthews,0,b7cf3d01-9e7f-40bb-84ff-1364e585e60b,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
1,2024-09-11,745857,Flyout,field_out,True,687263,805673,Zach Neto,Zebby Matthews,0,78c64913-3cd3-4a5e-b77f-eb6074b5156b,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
2,2024-09-11,745857,Single,single,False,694384,805673,Nolan Schanuel,Zebby Matthews,0,13953695-e28f-4aec-bcea-e69439de327f,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
3,2024-09-11,745857,Single,single,False,592273,805673,Brandon Drury,Zebby Matthews,1,b77759d8-b2f4-4e51-bb19-196890a1a647,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
4,2024-09-11,745857,Strikeout,strikeout,True,666160,805673,Mickey Moniak,Zebby Matthews,0,e8c117d8-da37-45cd-811d-890dea0f2d8c,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
5,2024-09-11,745857,Walk,walk,False,642136,805673,Matt Thaiss,Zebby Matthews,1,3e5074d6-4da7-46c7-8d0d-a0e36128b288,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
6,2024-09-11,745857,Pop Out,field_out,True,676572,805673,Eric Wagaman,Zebby Matthews,0,8746baa2-5e86-49c4-a295-a02392d573c0,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,113.0,105.0,108.0,96.0,100.0,93.0,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,-2.64,-7.49,-5.17,94.9,90.7,85.6,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.36,0.72,0.184,0.4,0.7,0.125,0.25,0.5,0.375,,,,,,,,,,,,,,,,,,,,,
7,2024-09-11,745857,Lineout,field_out,True,666397,686799,Edouard Julien,Jack Kochanowicz,0,68a44afb-a495-4061-b2ca-bcd6f198a386,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,5.08,6.42,44.1,100.0,101.0,102.0,0.867,3.05,1.83,10.96,1.22,2.21,0.217,0.382,0.146,0.369,0.514,72.0,101.0,99.0,113.0,93.0,106.0,92.0,98.0,97.0,,,,,,,0.039,,,0.216,0.035,-2.63,,,-1.58,-4.08,96.3,,88.4,,85.3,0.2,0.8,0.222,,,,,,,0.233,0.433,0.238,0.375,0.5,0.077,99.0,102.0,101.0,0.71,-0.21,95.8,0.336,0.492,0.117,,,,,,,,,,,,
8,2024-09-11,745857,Home Run,home_run,False,670242,686799,Matt Wallner,Jack Kochanowicz,0,0f35c72f-514b-4dcc-8a55-859d1aa404b1,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,5.08,6.42,44.1,100.0,101.0,102.0,0.867,3.05,1.83,10.96,1.22,2.21,0.217,0.382,0.146,0.369,0.514,72.0,101.0,99.0,113.0,93.0,106.0,92.0,98.0,97.0,,,,,,,0.039,,,0.216,0.035,-2.63,,,-1.58,-4.08,96.3,,88.4,,85.3,0.2,0.8,0.222,,,,,,,0.233,0.433,0.238,0.375,0.5,0.077,99.0,102.0,101.0,0.71,-0.21,95.8,0.336,0.492,0.117,,,,,,,,,,,,
9,2024-09-11,745857,Groundout,field_out,True,467793,686799,Carlos Santana,Jack Kochanowicz,0,8b176964-fcef-44a3-9e14-aa21fd4dd146,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,5.08,6.42,44.1,100.0,101.0,102.0,0.867,3.05,1.83,10.96,1.22,2.21,0.217,0.382,0.146,0.369,0.514,72.0,101.0,99.0,113.0,93.0,106.0,92.0,98.0,97.0,,,,,,,0.039,,,0.216,0.035,-2.63,,,-1.58,-4.08,96.3,,88.4,,85.3,0.2,0.8,0.222,,,,,,,0.233,0.433,0.238,0.375,0.5,0.077,99.0,102.0,101.0,0.71,-0.21,95.8,0.336,0.492,0.117,,,,,,,,,,,,
