,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
17,2024-06-01,744932,Strikeout,strikeout,True,672386,656605,Alejandro Kirk,Mitch Keller,0,cffcc6b8-b14d-437b-bbea-b5334f9342e7,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
18,2024-06-01,744932,Pop Out,field_out,True,624415,656605,Cavan Biggio,Mitch Keller,0,3c533d6e-9b4f-4131-90dc-71db9eaa9e61,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
19,2024-06-01,744932,Groundout,field_out,True,668804,579328,Bryan Reynolds,Yusei Kikuchi,0,c8657396-5f18-4eb0-a82f-37e3e49c71e7,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-06-01,744932,Flyout,field_out,True,656582,579328,Connor Joe,Yusei Kikuchi,0,d7388faf-c45f-43d9-93ec-d68e23e5cf43,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-06-01,744932,Groundout,field_out,True,658668,579328,Edward Olivares,Yusei Kikuchi,0,f50691f6-6b5e-4397-968b-3c97694438af,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-06-01,744932,Flyout,field_out,True,676914,656605,Davis Schneider,Mitch Keller,0,1e618710-3480-440d-8c2c-58734d977c38,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
23,2024-06-01,744932,Strikeout,strikeout,True,662139,656605,Daulton Varsho,Mitch Keller,0,b416ed80-de79-4399-8570-dca8f0054b72,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
24,2024-06-01,744932,Single,single,False,665489,656605,Vladimir Guerrero Jr.,Mitch Keller,0,ccceba20-1ad5-4f20-8b61-35580aa103c8,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
25,2024-06-01,744932,Groundout,field_out,True,666182,656605,Bo Bichette,Mitch Keller,0,8163f283-386e-4408-9143-8143b9920aae,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
26,2024-06-01,744932,Strikeout,strikeout,True,663647,579328,Ke'Bryan Hayes,Yusei Kikuchi,0,c9d3917d-f636-4f8f-9e20-2c4d23faaa37,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-06-01,744932,Flyout,field_out,True,693304,579328,Nick Gonzales,Yusei Kikuchi,0,c09e3163-e9bb-4198-8504-277e02f59eea,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-06-01,744932,Strikeout,strikeout,True,518735,579328,Yasmani Grandal,Yusei Kikuchi,0,1b6a3451-8801-46c8-a824-7e6977fb7f6a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-06-01,744932,Strikeout,strikeout,True,596129,656605,Daniel Vogelbach,Mitch Keller,0,7dc9cd70-30bf-44b3-813a-f2170548f708,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
30,2024-06-01,744932,Flyout,field_out,True,543807,656605,George Springer,Mitch Keller,0,87f3fc61-fb24-4705-87f3-e9078cc168a3,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
31,2024-06-01,744932,Strikeout,strikeout,True,643396,656605,Isiah Kiner-Falefa,Mitch Keller,0,0adb3803-68a9-4caf-a99c-6597829299a8,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
32,2024-06-01,744932,Double,double,False,669707,579328,Jared Triolo,Yusei Kikuchi,0,edae766a-8f77-43fc-b642-4aeb0a0a9144,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-06-01,744932,Sac Bunt,sac_bunt,True,572191,579328,Michael A. Taylor,Yusei Kikuchi,1,2a7856a6-46a1-486f-9d15-c7842de49498,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
