,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-01,744932,Walk,walk,False,457705,579328,Andrew McCutchen,Yusei Kikuchi,0,826bf4ab-332f-4a49-9d04-5fa5665c8d5d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-01,744932,Strikeout,strikeout,True,668804,579328,Bryan Reynolds,Yusei Kikuchi,0,e67fbabb-d553-4ee7-a84e-cbc9583e4b34,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-01,744932,Double,double,False,656582,579328,Connor Joe,Yusei Kikuchi,1,9e6e19d5-56ca-4d7e-8aaf-abee48776c30,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-01,744932,Sac Fly,sac_fly,True,658668,579328,Edward Olivares,Yusei Kikuchi,1,38e8af41-368f-4c32-a927-8fd17a98377c,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-01,744932,Home Run,home_run,False,663647,579328,Ke'Bryan Hayes,Yusei Kikuchi,1,5ff4f66a-6c1b-403b-bb6d-8000b7f114cd,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-01,744932,Strikeout,strikeout,True,693304,579328,Nick Gonzales,Yusei Kikuchi,0,470ed68d-a7df-464f-8b42-71951064d2cd,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-01,744932,Flyout,field_out,True,676914,656605,Davis Schneider,Mitch Keller,0,475b5110-5163-49f9-b082-ca098e27451f,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
7,2024-06-01,744932,Triple,triple,False,662139,656605,Daulton Varsho,Mitch Keller,0,ca031988-063d-4eb8-9188-d23893ffd151,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
8,2024-06-01,744932,Walk,walk,False,665489,656605,Vladimir Guerrero Jr.,Mitch Keller,0,7a6aa4af-f8e6-4bb2-860b-9978fa128e02,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
9,2024-06-01,744932,Strikeout,strikeout,True,666182,656605,Bo Bichette,Mitch Keller,0,ab8b8ad8-3692-4d10-abdb-d112c75ce963,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
10,2024-06-01,744932,Strikeout,strikeout,True,596129,656605,Daniel Vogelbach,Mitch Keller,1,cffeea14-c7b7-4b57-8aca-cfabb900882f,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
11,2024-06-01,744932,Lineout,field_out,True,518735,579328,Yasmani Grandal,Yusei Kikuchi,0,70cd8c2a-7ac3-453a-b034-68ecd44fe0d0,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-06-01,744932,Single,single,False,669707,579328,Jared Triolo,Yusei Kikuchi,0,feec0ae8-f086-48b3-8150-8dd3c6d81c66,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-06-01,744932,Flyout,field_out,True,572191,579328,Michael A. Taylor,Yusei Kikuchi,0,18ac9ca4-1949-4732-96e7-311647152c75,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-06-01,744932,Pop Out,field_out,True,457705,579328,Andrew McCutchen,Yusei Kikuchi,0,9e1b0012-5f47-4509-b358-5be69d60f9ea,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-06-01,744932,Groundout,field_out,True,543807,656605,George Springer,Mitch Keller,0,5b20b3d4-ad98-488c-941c-e4c9e48cd4dd,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
16,2024-06-01,744932,Single,single,False,643396,656605,Isiah Kiner-Falefa,Mitch Keller,0,f3a9757b-c598-4553-931e-82754f2379d4,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,0.297,0.245,0.093,0.01,-0.08,-0.49,0.77,-11.3,94.6,90.2,85.0,78.5,0.277,0.42,0.249,0.217,0.391,0.333,0.311,0.533,0.247,0.75,1.25,0.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.17,90.6,93.7,0.243,0.369,0.107,0.23,0.475,0.197,,,,,,
