,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
11,2024-08-04,745627,Walk,walk,False,669127,689981,Shea Langeliers,River Ryan,0,eebe5358-e7c4-4f63-9451-b732f50c2f35,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
12,2024-08-04,745627,Groundout,field_out,True,664913,689981,Seth Brown,River Ryan,0,0f7b7a26-0685-4079-a4c9-b5d783afd6ef,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
13,2024-08-04,745627,Strikeout,strikeout,True,595281,674370,Kevin Kiermaier,Osvaldo Bido,0,8c16cb4a-72a0-42da-a8db-87f9e528751f,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
14,2024-08-04,745627,Walk,walk,False,605131,674370,Austin Barnes,Osvaldo Bido,0,0a9b5217-5661-4079-9138-5e2192ae80a7,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
15,2024-08-04,745627,Flyout,field_out,True,660271,674370,Shohei Ohtani,Osvaldo Bido,0,9a2e5911-61d4-4676-8281-2a9c944cf166,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
16,2024-08-04,745627,Strikeout,strikeout,True,606192,674370,Teoscar Hernández,Osvaldo Bido,0,e4e7b843-3fd7-440b-9760-129356a29bb6,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
17,2024-08-04,745627,Groundout,field_out,True,647351,689981,Abraham Toro,River Ryan,0,60a566a0-37fa-44a9-8fc0-e20e28947126,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
18,2024-08-04,745627,Walk,walk,False,680869,689981,Zack Gelof,River Ryan,0,9e65b59f-0a6a-4e9f-b047-88efe9651ba5,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
19,2024-08-04,745627,Flyout,field_out,True,680474,689981,Max Schuemann,River Ryan,0,18124297-9bbf-4f1b-9a66-d056e03e6d4e,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
20,2024-08-04,745627,Strikeout,strikeout,True,671732,689981,Lawrence Butler,River Ryan,1,003c76d0-fd49-4660-bb6e-b6051ec97890,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
21,2024-08-04,745627,Groundout,field_out,True,666158,674370,Gavin Lux,Osvaldo Bido,0,925dd970-dcfa-4881-bc7d-20f5b9288149,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
22,2024-08-04,745627,Single,single,False,518792,674370,Jason Heyward,Osvaldo Bido,1,d731e2d4-0a22-4ca6-8bf8-deac8f20ea4e,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
23,2024-08-04,745627,Pop Out,field_out,True,571771,674370,Enrique Hernández,Osvaldo Bido,0,ff6b7229-d683-4f64-9a90-bf01d11fe06d,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
24,2024-08-04,745627,Single,single,True,624415,674370,Cavan Biggio,Osvaldo Bido,1,6025f657-05b8-4478-921a-295a620d587d,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
25,2024-08-04,745627,Single,single,False,609280,689981,Miguel Andujar,River Ryan,0,47d26d30-96ba-469c-835b-a389c3dc0823,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
26,2024-08-04,745627,Forceout,force_out,True,668709,689981,JJ Bleday,River Ryan,1,219d68c5-5ecb-40ac-a66a-d6dc772a3617,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
27,2024-08-04,745627,Grounded Into DP,grounded_into_double_play,True,667670,689981,Brent Rooker,River Ryan,1,fe92ae51-6fb5-4693-9886-cacbd5e1c2a6,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
28,2024-08-04,745627,Strikeout,strikeout,True,642708,674370,Amed Rosario,Osvaldo Bido,0,7469824c-b9d4-412f-8166-d55c91374a2a,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
29,2024-08-04,745627,Lineout,field_out,True,595281,674370,Kevin Kiermaier,Osvaldo Bido,0,e4577712-af28-4048-916b-1afd2d67c22a,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
30,2024-08-04,745627,Pop Out,field_out,True,605131,674370,Austin Barnes,Osvaldo Bido,0,87418d7c-8c95-4a2c-a902-b67a32118cde,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,
31,2024-08-04,745627,Strikeout,strikeout,True,669127,689981,Shea Langeliers,River Ryan,0,d384d34d-22b7-4352-a245-069d9162f3ce,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
32,2024-08-04,745627,Groundout,field_out,True,664913,689981,Seth Brown,River Ryan,0,12026dd5-329f-464e-95d7-050075863589,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
33,2024-08-04,745627,Groundout,field_out,True,647351,689981,Abraham Toro,River Ryan,0,808e3b43-333c-4241-bb1d-c35d173a8e42,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,110.0,89.0,86.0,92.0,106.0,100.0,139.0,98.0,107.0,105.0,109.0,113.0,0.103,0.395,0.031,0.227,0.086,-0.16,5.77,6.79,1.0,0.37,96.3,94.0,89.6,94.7,89.9,0.227,0.409,0.118,0.208,0.25,0.306,,,,0.25,0.25,0.3,0.125,0.125,0.2,124.0,98.0,104.0,0.158,0.91,83.2,0.25,0.25,0.375,,,
