,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,CH%,wSL/C,wKC/C,wCH/C,vCH,vSL,vKC,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-14,747000,Strikeout,strikeout,True,682928,665152,CJ Abrams,Dean Kremer,0,07e28fad-9a48-4646-b633-d3f0164df7e7,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-14,747000,Groundout,field_out,True,660766,665152,Juan Yepez,Dean Kremer,0,294559cd-cf64-4d74-acc0-82daeb42d235,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-14,747000,Groundout,field_out,True,695578,665152,James Wood,Dean Kremer,0,7aad7d75-fe80-44e6-a5cb-2b935aadfd82,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-14,747000,Single,single,False,596103,687792,Austin Slater,DJ Herz,0,548e35e9-7f4e-4b1a-b96d-fe68d39276c2,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,,,,91.0,99.0,97.0,,,,,,,,,,,0.543,,,,0.36,,,,,93.5,,,,,0.254,0.377,0.322,,,,,,,,,,0.25,0.25,0.615,106.0,100.0,99.0,106.0,93.0,98.0,98.0,66.0,79.0,0.177,0.035,0.244,-2.29,0.97,0.85,83.5,86.2,81.0,0.181,0.347,0.261,0.26,0.54,0.268
4,2024-08-14,747000,Flyout,field_out,True,668939,687792,Adley Rutschman,DJ Herz,0,cee446be-12fd-4f5f-9ad5-2e2fadf3b8de,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,,,,91.0,99.0,97.0,,,,,,,,,,,0.543,,,,0.36,,,,,93.5,,,,,0.254,0.377,0.322,,,,,,,,,,0.25,0.25,0.615,106.0,100.0,99.0,106.0,93.0,98.0,98.0,66.0,79.0,0.177,0.035,0.244,-2.29,0.97,0.85,83.5,86.2,81.0,0.181,0.347,0.261,0.26,0.54,0.268
5,2024-08-14,747000,Home Run,home_run,False,683002,687792,Gunnar Henderson,DJ Herz,1,263256be-8c12-4023-915e-36800836ab73,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,,,,91.0,99.0,97.0,,,,,,,,,,,0.543,,,,0.36,,,,,93.5,,,,,0.254,0.377,0.322,,,,,,,,,,0.25,0.25,0.615,106.0,100.0,99.0,106.0,93.0,98.0,98.0,66.0,79.0,0.177,0.035,0.244,-2.29,0.97,0.85,83.5,86.2,81.0,0.181,0.347,0.261,0.26,0.54,0.268
6,2024-08-14,747000,Lineout,field_out,True,663624,687792,Ryan Mountcastle,DJ Herz,0,2ab1a398-e51f-43c7-b5df-168173e81d0a,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,,,,91.0,99.0,97.0,,,,,,,,,,,0.543,,,,0.36,,,,,93.5,,,,,0.254,0.377,0.322,,,,,,,,,,0.25,0.25,0.615,106.0,100.0,99.0,106.0,93.0,98.0,98.0,66.0,79.0,0.177,0.035,0.244,-2.29,0.97,0.85,83.5,86.2,81.0,0.181,0.347,0.261,0.26,0.54,0.268
7,2024-08-14,747000,Walk,walk,False,623993,687792,Anthony Santander,DJ Herz,0,83bf08b5-386f-4c00-9b5a-36c78a73e491,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,,,,91.0,99.0,97.0,,,,,,,,,,,0.543,,,,0.36,,,,,93.5,,,,,0.254,0.377,0.322,,,,,,,,,,0.25,0.25,0.615,106.0,100.0,99.0,106.0,93.0,98.0,98.0,66.0,79.0,0.177,0.035,0.244,-2.29,0.97,0.85,83.5,86.2,81.0,0.181,0.347,0.261,0.26,0.54,0.268
8,2024-08-14,747000,Pop Out,field_out,True,650391,687792,Eloy Jiménez,DJ Herz,0,579c013f-adba-43e1-a674-7c35b3cc6918,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,,,,91.0,99.0,97.0,,,,,,,,,,,0.543,,,,0.36,,,,,93.5,,,,,0.254,0.377,0.322,,,,,,,,,,0.25,0.25,0.615,106.0,100.0,99.0,106.0,93.0,98.0,98.0,66.0,79.0,0.177,0.035,0.244,-2.29,0.97,0.85,83.5,86.2,81.0,0.181,0.347,0.261,0.26,0.54,0.268
9,2024-08-14,747000,Flyout,field_out,True,665953,665152,Andrés Chaparro,Dean Kremer,0,72529766-a1a5-45d7-81b0-d8a110d4c1d6,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,,,,
