,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-08,747072,Hit By Pitch,hit_by_pitch,False,543807,519242,George Springer,Chris Sale,0,f4d9f889-383e-4e55-bb64-761484d33968,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-08,747072,Flyout,field_out,True,676391,519242,Ernie Clement,Chris Sale,0,536ac8ea-12a9-4a12-b0a9-d536fd8ee4d7,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-08,747072,Flyout,field_out,True,665489,519242,Vladimir Guerrero Jr.,Chris Sale,0,82dbfb54-7fc7-4e66-ae41-afec752726ec,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-08,747072,Flyout,field_out,True,672386,519242,Alejandro Kirk,Chris Sale,0,ea44f271-ad54-4cca-b314-ba39fd2efcca,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-08,747072,Groundout,field_out,True,671739,684320,Michael Harris II,Yariel Rodríguez,0,4ae746b0-2ee6-41d0-b381-3d0c0f57caac,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
5,2024-09-08,747072,Strikeout,strikeout,True,624585,684320,Jorge Soler,Yariel Rodríguez,0,07a888fb-a380-4f3d-a86a-93a743492410,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
6,2024-09-08,747072,Strikeout,strikeout,True,542303,684320,Marcell Ozuna,Yariel Rodríguez,0,66c856ad-f56f-4469-b6d4-8a89f71142a8,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
7,2024-09-08,747072,Strikeout,strikeout,True,677870,519242,Leo Jiménez,Chris Sale,0,54a06103-d204-4602-9f01-2f7a746833f3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-08,747072,Strikeout,strikeout,True,676914,519242,Davis Schneider,Chris Sale,0,0bcaf104-8424-41e6-a326-b97676d4472e,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-08,747072,Strikeout,strikeout,True,665782,519242,Luis De Los Santos,Chris Sale,0,bb4049c0-9951-4b2d-91b7-5d8346ff1750,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-08,747072,Flyout,field_out,True,621566,684320,Matt Olson,Yariel Rodríguez,0,6e6e4a5a-8524-4f82-87b5-7391c9a38213,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
11,2024-09-08,747072,Lineout,field_out,True,669221,684320,Sean Murphy,Yariel Rodríguez,0,677ce499-40d7-455b-9e53-725df96940be,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
12,2024-09-08,747072,Home Run,home_run,False,672284,684320,Jarred Kelenic,Yariel Rodríguez,0,c61cc821-45bf-4ec3-b8db-8649c3c8d2e1,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
13,2024-09-08,747072,Strikeout,strikeout,True,570482,684320,Gio Urshela,Yariel Rodríguez,0,dff08656-f45b-4610-8fc4-667c9cb6a3dd,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
14,2024-09-08,747072,Strikeout,strikeout,True,661531,519242,Brian Serven,Chris Sale,0,78c27163-970a-4810-99b0-80a124a67c07,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-08,747072,Flyout,field_out,True,694388,519242,Joey Loperfido,Chris Sale,0,e2d5f7ef-f617-4adc-bec5-46fb394e23f4,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-08,747072,Single,single,False,543807,519242,George Springer,Chris Sale,0,01efab4a-f06f-49fc-8b5e-ec3938d2064d,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-08,747072,Groundout,field_out,True,676391,519242,Ernie Clement,Chris Sale,0,4d7aaa42-4a3b-4b6c-b85f-e9dee866ee44,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-08,747072,Lineout,field_out,True,606115,684320,Orlando Arcia,Yariel Rodríguez,0,d523746f-fe89-4e10-88d4-e7fe5f991c61,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,85.0,93.0,88.0,82.0,95.0,95.0,118.0,102.0,108.0,0.099,0.42,0.28,,0.06,3.07,0.45,,93.9,,93.3,84.6,0.218,0.378,0.36,0.259,0.424,0.206,,,,0.182,0.182,0.115,93.0,90.0,95.0,85.0,106.0,104.0,0.1,0.1,-0.77,-3.66,88.9,78.2,0.161,0.29,0.228,0.375,0.875,0.267,,,,,,,,,,,,,,,
