,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff
0,2024-07-28,746445,Single,single,False,650489,656412,Willi Castro,Alex Faedo,0,dd95f11a-5c92-4637-8729-c7a13ab65922,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,746445,Hit By Pitch,hit_by_pitch,False,669304,656412,Jose Miranda,Alex Faedo,1,d8af0e8d-1a2c-4303-a1fd-408bd12fd314,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,746445,Strikeout,strikeout,True,670242,656412,Matt Wallner,Alex Faedo,0,cb0ffe80-a853-4ec6-ba23-ce9c79e52a95,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,746445,Strikeout,strikeout,True,680777,656412,Ryan Jeffers,Alex Faedo,0,da7f52c6-c1c9-4d08-97e1-12c19d8b640b,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,746445,Strikeout,strikeout,True,467793,656412,Carlos Santana,Alex Faedo,0,62b1a5c3-3a05-4317-9d63-12b1b253b1ef,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-28,746445,Flyout,field_out,True,663837,641927,Matt Vierling,Bailey Ober,0,d80085ed-20bf-47d2-81bc-332d8d92e776,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,81.0,104.0,96.0,,,,72.0,102.0,102.0,,0.394,0.115,0.269,-0.07,,1.52,2.0,91.9,83.4,,80.5,0.265,0.508,0.217,0.105,0.193,0.309,0.157,0.296,0.403,,,,94.0,97.0,101.0,84.0,105.0,102.0,0.213,0.008,-0.39,4.29,86.3,76.0,0.261,0.47,0.225,,,,,,,,,,,,,,,
6,2024-07-28,746445,Groundout,field_out,True,690993,641927,Colt Keith,Bailey Ober,0,87bda954-66b1-49d9-ac1f-1a0e558929ea,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,81.0,104.0,96.0,,,,72.0,102.0,102.0,,0.394,0.115,0.269,-0.07,,1.52,2.0,91.9,83.4,,80.5,0.265,0.508,0.217,0.105,0.193,0.309,0.157,0.296,0.403,,,,94.0,97.0,101.0,84.0,105.0,102.0,0.213,0.008,-0.39,4.29,86.3,76.0,0.261,0.47,0.225,,,,,,,,,,,,,,,
7,2024-07-28,746445,Flyout,field_out,True,672761,641927,Wenceel Pérez,Bailey Ober,0,49a0f988-3a94-4896-acc9-2428fc955bc5,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,81.0,104.0,96.0,,,,72.0,102.0,102.0,,0.394,0.115,0.269,-0.07,,1.52,2.0,91.9,83.4,,80.5,0.265,0.508,0.217,0.105,0.193,0.309,0.157,0.296,0.403,,,,94.0,97.0,101.0,84.0,105.0,102.0,0.213,0.008,-0.39,4.29,86.3,76.0,0.261,0.47,0.225,,,,,,,,,,,,,,,
8,2024-07-28,746445,Single,single,False,622534,656412,Manuel Margot,Alex Faedo,0,d85573a9-8751-444b-90f7-74c3a6defd99,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-28,746445,Single,single,False,596146,687922,Max Kepler,Easton Lucas,1,e40d47af-904c-40ac-9a25-678b1a9b634c,687922.0,eastonlucas,Lucas,Left,Easton Lucas,- - -,10.29,4.35,7.0,97.0,95.0,94.0,0.84,10.29,6.43,14.14,0.0,0.9,0.32,0.36,0.2,0.28,0.429,46.0,86.0,86.0,93.0,96.0,90.0,75.0,117.0,128.0,124.0,79.0,86.0,0.006,0.521,0.153,0.061,0.92,4.99,-8.76,-5.21,94.4,86.5,93.9,83.0,0.2,0.2,0.231,0.75,0.75,0.222,,,,,,,,,,93.0,113.0,110.0,0.258,,-2.72,,90.3,,0.417,0.583,0.167,,,,,,,,,,,,,,,
