,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-21,744991,Walk,walk,False,683002,571760,Gunnar Henderson,Andrew Heaney,0,d94ac51e-57f0-4b06-be23-efdb8eba9041,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,20.0,51.0,51.0,0.522,0.002,0.29,0.032,0.154,-0.05,-19.16,-0.02,-7.71,1.0,91.5,86.6,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-21,744991,Flyout,field_out,True,668939,571760,Adley Rutschman,Andrew Heaney,0,a1a06b26-f33f-4a4d-b0a2-21e43388e2e4,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,20.0,51.0,51.0,0.522,0.002,0.29,0.032,0.154,-0.05,-19.16,-0.02,-7.71,1.0,91.5,86.6,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-21,744991,Flyout,field_out,True,623993,571760,Anthony Santander,Andrew Heaney,0,50b383dc-8432-4102-ad87-5d07edddbe13,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,20.0,51.0,51.0,0.522,0.002,0.29,0.032,0.154,-0.05,-19.16,-0.02,-7.71,1.0,91.5,86.6,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-21,744991,Flyout,field_out,True,663624,571760,Ryan Mountcastle,Andrew Heaney,0,19cb354c-5064-4773-8f2e-a1f96e17ce2a,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,20.0,51.0,51.0,0.522,0.002,0.29,0.032,0.154,-0.05,-19.16,-0.02,-7.71,1.0,91.5,86.6,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-21,744991,Groundout,field_out,True,543760,665152,Marcus Semien,Dean Kremer,0,4d64cbf2-0dc9-4c69-a182-da588ab3109f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,89.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,83.0,101.0,98.0,92.0,101.0,101.0,,,,99.0,104.0,100.0,0.338,0.273,,0.112,,-0.75,0.87,,-0.21,,93.4,86.9,,,77.4,0.247,0.644,0.242,,,,,,,0.211,0.263,0.243,81.0,103.0,97.0,74.0,92.0,91.0,0.124,0.153,0.0,0.91,83.9,92.0,0.23,0.338,0.245,0.211,0.342,0.061,0.114,0.229,0.364,,,,,,
5,2024-07-21,744991,Single,single,False,608369,665152,Corey Seager,Dean Kremer,0,a89f04d4-274b-4e62-8d48-d02b10fc2517,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,89.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,83.0,101.0,98.0,92.0,101.0,101.0,,,,99.0,104.0,100.0,0.338,0.273,,0.112,,-0.75,0.87,,-0.21,,93.4,86.9,,,77.4,0.247,0.644,0.242,,,,,,,0.211,0.263,0.243,81.0,103.0,97.0,74.0,92.0,91.0,0.124,0.153,0.0,0.91,83.9,92.0,0.23,0.338,0.245,0.211,0.342,0.061,0.114,0.229,0.364,,,,,,
6,2024-07-21,744991,Forceout,force_out,True,669701,665152,Josh Smith,Dean Kremer,1,36940a6f-ccd0-4533-98b4-2b374b0e15c4,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,89.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,83.0,101.0,98.0,92.0,101.0,101.0,,,,99.0,104.0,100.0,0.338,0.273,,0.112,,-0.75,0.87,,-0.21,,93.4,86.9,,,77.4,0.247,0.644,0.242,,,,,,,0.211,0.263,0.243,81.0,103.0,97.0,74.0,92.0,91.0,0.124,0.153,0.0,0.91,83.9,92.0,0.23,0.338,0.245,0.211,0.342,0.061,0.114,0.229,0.364,,,,,,
7,2024-07-21,744991,Lineout,field_out,True,694671,665152,Wyatt Langford,Dean Kremer,0,cc3ad52e-fed5-41ce-aba4-aa0db7768457,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,89.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,83.0,101.0,98.0,92.0,101.0,101.0,,,,99.0,104.0,100.0,0.338,0.273,,0.112,,-0.75,0.87,,-0.21,,93.4,86.9,,,77.4,0.247,0.644,0.242,,,,,,,0.211,0.263,0.243,81.0,103.0,97.0,74.0,92.0,91.0,0.124,0.153,0.0,0.91,83.9,92.0,0.23,0.338,0.245,0.211,0.342,0.061,0.114,0.229,0.364,,,,,,
8,2024-07-21,744991,Strikeout,strikeout,True,676059,571760,Jordan Westburg,Andrew Heaney,0,44d38553-e861-4fec-9eae-e40cb9f751e9,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,20.0,51.0,51.0,0.522,0.002,0.29,0.032,0.154,-0.05,-19.16,-0.02,-7.71,1.0,91.5,86.6,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-21,744991,Walk,walk,False,669720,571760,Austin Hays,Andrew Heaney,0,97ff5902-fbe8-42eb-ba1c-6f31f6e42a5c,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,20.0,51.0,51.0,0.522,0.002,0.29,0.032,0.154,-0.05,-19.16,-0.02,-7.71,1.0,91.5,86.6,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
