,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-08-07,746521,Single,single,False,596019,663372,Francisco Lindor,Ryan Feltner,0,daef1ff0-368b-4b63-9e23-133d55350d34,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,,,,,,,
1,2024-08-07,746521,Strikeout,strikeout,True,607043,663372,Brandon Nimmo,Ryan Feltner,1,db567a85-dfc0-424f-984a-9aba56176376,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,,,,,,,
2,2024-08-07,746521,Groundout,field_out,True,608385,663372,Jesse Winker,Ryan Feltner,1,57c44625-9b4e-4457-8df2-d5c9ac5f0cfe,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,,,,,,,
3,2024-08-07,746521,Single,single,False,624413,663372,Pete Alonso,Ryan Feltner,1,c6be91a6-cb93-49fb-8390-287c1ac56621,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,,,,,,,
4,2024-08-07,746521,Pop Out,field_out,True,643446,663372,Jeff McNeil,Ryan Feltner,1,28f745c6-6c23-4b75-ae1b-21cc1b855200,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.95,4.47,127.1,99.0,98.0,100.0,0.783,7.7,2.9,9.97,1.2,1.35,0.223,0.404,0.145,0.353,0.446,118.0,94.0,102.0,106.0,108.0,113.0,82.0,102.0,97.0,92.0,91.0,87.0,111.0,100.0,104.0,0.136,0.348,0.271,0.101,0.144,-0.11,-0.46,-0.99,1.51,-1.47,94.7,85.3,94.3,87.9,79.1,0.259,0.418,0.177,0.362,0.533,0.215,0.313,0.438,0.154,0.318,0.515,0.407,0.172,0.266,0.272,0.125,0.375,0.379,,,,,,,,,,,,,,,
5,2024-08-07,746521,Pop Out,field_out,True,453568,621112,Charlie Blackmon,Paul Blackburn,0,ca8395a8-ac7f-449c-9f2e-ef261bba8c82,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.101,0.181,-2.26,-4.01,1.38,2.08,1.58,91.9,85.7,91.2,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,0.478,0.674,0.095,0.164,0.236,0.339,0.125,0.208,0.25,,,,105.0,106.0,99.0,0.22,-0.17,89.1,0.299,0.493,0.244,,,,,,
6,2024-08-07,746521,Home Run,home_run,False,678662,621112,Ezequiel Tovar,Paul Blackburn,0,a61bd2c8-74e1-48af-ab57-f42e356ec4fb,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.101,0.181,-2.26,-4.01,1.38,2.08,1.58,91.9,85.7,91.2,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,0.478,0.674,0.095,0.164,0.236,0.339,0.125,0.208,0.25,,,,105.0,106.0,99.0,0.22,-0.17,89.1,0.299,0.493,0.244,,,,,,
7,2024-08-07,746521,Groundout,field_out,True,686668,621112,Brenton Doyle,Paul Blackburn,0,9f3f58f3-7ce8-4d40-8ff9-157cbf5bef41,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.101,0.181,-2.26,-4.01,1.38,2.08,1.58,91.9,85.7,91.2,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,0.478,0.674,0.095,0.164,0.236,0.339,0.125,0.208,0.25,,,,105.0,106.0,99.0,0.22,-0.17,89.1,0.299,0.493,0.244,,,,,,
8,2024-08-07,746521,Strikeout,strikeout,True,641857,621112,Ryan McMahon,Paul Blackburn,0,459359ea-e6c9-4415-9d50-9f7e26c57cf5,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.101,0.181,-2.26,-4.01,1.38,2.08,1.58,91.9,85.7,91.2,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,0.478,0.674,0.095,0.164,0.236,0.339,0.125,0.208,0.25,,,,105.0,106.0,99.0,0.22,-0.17,89.1,0.299,0.493,0.244,,,,,,
9,2024-08-07,746521,Single,single,False,578428,663562,Jose Iglesias,Noah Davis,0,dd3883ea-d8b0-449f-9a17-71b94c8579cb,663562.0,noahdavis,Davis,Right,Noah Davis,COL,5.75,4.32,20.1,100.0,86.0,98.0,0.852,6.64,3.1,13.72,1.33,1.15,0.203,0.405,0.189,0.324,0.43,86.0,76.0,81.0,107.0,112.0,114.0,,,,80.0,101.0,96.0,108.0,197.0,149.0,0.47,,0.003,0.249,0.039,,-1.09,12.23,-1.68,-0.45,,85.5,93.9,85.0,79.8,,,,,,,0.4,0.467,0.082,,,,0.296,0.481,0.235,,,,81.0,90.0,86.0,0.207,-2.13,88.7,0.273,0.909,0.222,85.3,0.033,-3.86,0.5,0.5,0.5
