,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-25,745706,Walk,walk,False,453568,573186,Charlie Blackmon,Marcus Stroman,0,4f1d7543-83a8-4fa2-9801-c6566f8784c3,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,89.0,86.0,92.0,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,105.0,100.0,98.0,84.0,98.0,92.0,0.348,0.032,0.187,0.112,0.173,0.148,-4.53,0.02,0.75,-0.22,-2.06,0.46,89.9,88.1,83.2,89.9,85.4,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.269,0.527,0.192,0.167,0.241,0.246,0.25,0.458,0.323,0.5,0.7,0.24,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
1,2024-08-25,745706,Single,single,False,678662,573186,Ezequiel Tovar,Marcus Stroman,1,3aac1411-f261-44ae-8819-b1a58d0a1ff1,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,89.0,86.0,92.0,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,105.0,100.0,98.0,84.0,98.0,92.0,0.348,0.032,0.187,0.112,0.173,0.148,-4.53,0.02,0.75,-0.22,-2.06,0.46,89.9,88.1,83.2,89.9,85.4,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.269,0.527,0.192,0.167,0.241,0.246,0.25,0.458,0.323,0.5,0.7,0.24,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
2,2024-08-25,745706,Forceout,force_out,True,686668,573186,Brenton Doyle,Marcus Stroman,1,4e61cf6a-0527-43ae-a4a4-559d3561a48b,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,89.0,86.0,92.0,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,105.0,100.0,98.0,84.0,98.0,92.0,0.348,0.032,0.187,0.112,0.173,0.148,-4.53,0.02,0.75,-0.22,-2.06,0.46,89.9,88.1,83.2,89.9,85.4,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.269,0.527,0.192,0.167,0.241,0.246,0.25,0.458,0.323,0.5,0.7,0.24,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
3,2024-08-25,745706,Fielders Choice,fielders_choice,False,641857,573186,Ryan McMahon,Marcus Stroman,1,55636fc3-1a31-4834-ab26-f151d0b4b2cc,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,89.0,86.0,92.0,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,105.0,100.0,98.0,84.0,98.0,92.0,0.348,0.032,0.187,0.112,0.173,0.148,-4.53,0.02,0.75,-0.22,-2.06,0.46,89.9,88.1,83.2,89.9,85.4,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.269,0.527,0.192,0.167,0.241,0.246,0.25,0.458,0.323,0.5,0.7,0.24,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
4,2024-08-25,745706,Strikeout,strikeout,True,663898,573186,Brendan Rodgers,Marcus Stroman,0,d33d69cf-91cc-4f9a-a91c-08357d802b4f,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,89.0,86.0,92.0,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,105.0,100.0,98.0,84.0,98.0,92.0,0.348,0.032,0.187,0.112,0.173,0.148,-4.53,0.02,0.75,-0.22,-2.06,0.46,89.9,88.1,83.2,89.9,85.4,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.269,0.527,0.192,0.167,0.241,0.246,0.25,0.458,0.323,0.5,0.7,0.24,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
5,2024-08-25,745706,Lineout,field_out,True,669911,573186,Michael Toglia,Marcus Stroman,0,95cf3633-96d6-4975-a682-3d2b8b89dd0e,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,89.0,86.0,92.0,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,105.0,100.0,98.0,84.0,98.0,92.0,0.348,0.032,0.187,0.112,0.173,0.148,-4.53,0.02,0.75,-0.22,-2.06,0.46,89.9,88.1,83.2,89.9,85.4,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.269,0.527,0.192,0.167,0.241,0.246,0.25,0.458,0.323,0.5,0.7,0.24,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
6,2024-08-25,745706,Walk,walk,False,650402,596295,Gleyber Torres,Austin Gomber,0,8b6aff77-297c-46da-9b5e-4b7eb707b73e,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,,,,0.001,0.412,,,0.155,,-1.03,,,-42.81,0.05,,90.5,,,90.1,83.9,,,,,0.266,0.489,0.18,,,,,,,,,,0.298,0.574,0.096,0.211,0.381,0.263,84.0,104.0,100.0,90.0,110.0,107.0,0.223,0.209,-0.11,-0.1,81.1,77.6,0.261,0.414,0.285,,,
7,2024-08-25,745706,Flyout,field_out,True,665742,596295,Juan Soto,Austin Gomber,0,6019646c-5c4b-430a-9eb8-23845bc7b559,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,,,,0.001,0.412,,,0.155,,-1.03,,,-42.81,0.05,,90.5,,,90.1,83.9,,,,,0.266,0.489,0.18,,,,,,,,,,0.298,0.574,0.096,0.211,0.381,0.263,84.0,104.0,100.0,90.0,110.0,107.0,0.223,0.209,-0.11,-0.1,81.1,77.6,0.261,0.414,0.285,,,
8,2024-08-25,745706,Home Run,home_run,False,592450,596295,Aaron Judge,Austin Gomber,1,32977336-0ad4-407a-b725-17bf8398a344,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,,,,0.001,0.412,,,0.155,,-1.03,,,-42.81,0.05,,90.5,,,90.1,83.9,,,,,0.266,0.489,0.18,,,,,,,,,,0.298,0.574,0.096,0.211,0.381,0.263,84.0,104.0,100.0,90.0,110.0,107.0,0.223,0.209,-0.11,-0.1,81.1,77.6,0.261,0.414,0.285,,,
9,2024-08-25,745706,Lineout,field_out,True,519317,596295,Giancarlo Stanton,Austin Gomber,0,9a505b83-14b7-48aa-9eea-3a2bfe9fd4e1,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,,,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,,,,,,,0.001,0.412,,,0.155,,-1.03,,,-42.81,0.05,,90.5,,,90.1,83.9,,,,,0.266,0.489,0.18,,,,,,,,,,0.298,0.574,0.096,0.211,0.381,0.263,84.0,104.0,100.0,90.0,110.0,107.0,0.223,0.209,-0.11,-0.1,81.1,77.6,0.261,0.414,0.285,,,
