,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-06-02,745572,Single,single,False,691026,592836,Masyn Winn,Taijuan Walker,0,6b7487d9-9fc4-4eb4-bd71-714d36c56686,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,
1,2024-06-02,745572,Lineout,field_out,True,676475,592836,Alec Burleson,Taijuan Walker,0,bf0f07df-7bd9-4377-b631-e436baeaf3fa,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,
2,2024-06-02,745572,Strikeout,strikeout,True,502671,592836,Paul Goldschmidt,Taijuan Walker,0,128db371-b4c4-4214-b412-ec9b73d04f37,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,
3,2024-06-02,745572,Home Run,home_run,False,669357,592836,Nolan Gorman,Taijuan Walker,1,f58c885f-c470-4893-a0d2-e2d43c436b41,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,
4,2024-06-02,745572,Strikeout,strikeout,True,571448,592836,Nolan Arenado,Taijuan Walker,0,c99967c2-bb30-40f3-acba-0453c6359104,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,
5,2024-06-02,745572,Strikeout,strikeout,True,656941,458681,Kyle Schwarber,Lance Lynn,0,11195b34-aca9-4be9-a5d7-d8b0c6923fa0,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,,,,0.163,0.468,0.238,,0.081,,0.69,-1.16,,-1.19,-2.24,,92.4,88.2,,91.2,80.7,,0.292,0.523,0.106,,,,0.25,0.25,0.0,0.311,0.433,0.27,0.206,0.394,0.312,,,,61.0,91.0,83.0,0.05,-3.31,85.0,0.375,0.375,0.2
6,2024-06-02,745572,Walk,walk,False,681082,458681,Bryson Stott,Lance Lynn,0,12485d36-b309-44da-82ee-2c536e085dc0,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,,,,0.163,0.468,0.238,,0.081,,0.69,-1.16,,-1.19,-2.24,,92.4,88.2,,91.2,80.7,,0.292,0.523,0.106,,,,0.25,0.25,0.0,0.311,0.433,0.27,0.206,0.394,0.312,,,,61.0,91.0,83.0,0.05,-3.31,85.0,0.375,0.375,0.2
7,2024-06-02,745572,Strikeout,strikeout,True,547180,458681,Bryce Harper,Lance Lynn,0,24136515-e561-4462-9e3c-434cf567ce35,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,,,,0.163,0.468,0.238,,0.081,,0.69,-1.16,,-1.19,-2.24,,92.4,88.2,,91.2,80.7,,0.292,0.523,0.106,,,,0.25,0.25,0.0,0.311,0.433,0.27,0.206,0.394,0.312,,,,61.0,91.0,83.0,0.05,-3.31,85.0,0.375,0.375,0.2
8,2024-06-02,745572,Groundout,field_out,True,664761,458681,Alec Bohm,Lance Lynn,1,680a66c8-10fa-4b02-9160-8640748246c4,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,65.0,94.0,84.0,96.0,106.0,116.0,90.0,99.0,93.0,,,,0.163,0.468,0.238,,0.081,,0.69,-1.16,,-1.19,-2.24,,92.4,88.2,,91.2,80.7,,0.292,0.523,0.106,,,,0.25,0.25,0.0,0.311,0.433,0.27,0.206,0.394,0.312,,,,61.0,91.0,83.0,0.05,-3.31,85.0,0.375,0.375,0.2
9,2024-06-02,745572,Flyout,field_out,True,572761,592836,Matt Carpenter,Taijuan Walker,0,ebede5bb-2230-46e7-82be-bac9f7fe7725,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,
