,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-21,744973,Flyout,field_out,True,643396,571760,Isiah Kiner-Falefa,Andrew Heaney,0,69849413-c201-4c96-997c-5c2c0adb11d4,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,82.0,98.0,101.0,20.0,51.0,51.0,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,-0.11,-5.04,0.51,91.5,86.6,83.7,82.4,75.3,0.229,0.394,0.209,0.253,0.367,0.381,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-21,744973,Strikeout,strikeout,True,668804,571760,Bryan Reynolds,Andrew Heaney,0,a3514b8e-222e-4a7d-b5fc-af04cfadfc77,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,82.0,98.0,101.0,20.0,51.0,51.0,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,-0.11,-5.04,0.51,91.5,86.6,83.7,82.4,75.3,0.229,0.394,0.209,0.253,0.367,0.381,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-21,744973,Strikeout,strikeout,True,663698,571760,Joey Bart,Andrew Heaney,0,5012de66-04cd-4636-a193-193f93121702,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,82.0,98.0,101.0,20.0,51.0,51.0,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,-0.11,-5.04,0.51,91.5,86.6,83.7,82.4,75.3,0.229,0.394,0.209,0.253,0.367,0.381,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-21,744973,Walk,walk,False,543760,593334,Marcus Semien,Domingo Germán,0,52b103cf-df18-4806-a3c1-408f412d6a3a,593334.0,domingogerman,Germán,Right,Domingo Germán,PIT,6.14,5.24,14.2,95.0,93.0,94.0,0.829,6.75,6.75,6.75,1.23,0.59,0.167,0.476,0.19,0.262,0.389,121.0,102.0,105.0,101.0,99.0,99.0,67.0,89.0,86.0,,,,,,,0.431,,,0.321,0.225,-2.15,,,0.87,1.02,90.7,,84.1,,81.7,0.238,0.524,0.077,,,,0.2,0.2,0.281,0.211,0.263,0.186,52.0,93.0,84.0,0.023,22.12,90.3,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
4,2024-08-21,744973,Strikeout,strikeout,True,608369,593334,Corey Seager,Domingo Germán,1,0d423a43-da16-4464-a081-4d7cef2b196b,593334.0,domingogerman,Germán,Right,Domingo Germán,PIT,6.14,5.24,14.2,95.0,93.0,94.0,0.829,6.75,6.75,6.75,1.23,0.59,0.167,0.476,0.19,0.262,0.389,121.0,102.0,105.0,101.0,99.0,99.0,67.0,89.0,86.0,,,,,,,0.431,,,0.321,0.225,-2.15,,,0.87,1.02,90.7,,84.1,,81.7,0.238,0.524,0.077,,,,0.2,0.2,0.281,0.211,0.263,0.186,52.0,93.0,84.0,0.023,22.12,90.3,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
5,2024-08-21,744973,Strikeout,strikeout,True,641680,593334,Jonah Heim,Domingo Germán,0,c9fa095e-dba9-454c-b8f2-a5dfe1cb3e99,593334.0,domingogerman,Germán,Right,Domingo Germán,PIT,6.14,5.24,14.2,95.0,93.0,94.0,0.829,6.75,6.75,6.75,1.23,0.59,0.167,0.476,0.19,0.262,0.389,121.0,102.0,105.0,101.0,99.0,99.0,67.0,89.0,86.0,,,,,,,0.431,,,0.321,0.225,-2.15,,,0.87,1.02,90.7,,84.1,,81.7,0.238,0.524,0.077,,,,0.2,0.2,0.281,0.211,0.263,0.186,52.0,93.0,84.0,0.023,22.12,90.3,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
6,2024-08-21,744973,Walk,walk,False,666969,593334,Adolis García,Domingo Germán,1,4858e874-b98e-4f04-b77f-1c84b4dd086b,593334.0,domingogerman,Germán,Right,Domingo Germán,PIT,6.14,5.24,14.2,95.0,93.0,94.0,0.829,6.75,6.75,6.75,1.23,0.59,0.167,0.476,0.19,0.262,0.389,121.0,102.0,105.0,101.0,99.0,99.0,67.0,89.0,86.0,,,,,,,0.431,,,0.321,0.225,-2.15,,,0.87,1.02,90.7,,84.1,,81.7,0.238,0.524,0.077,,,,0.2,0.2,0.281,0.211,0.263,0.186,52.0,93.0,84.0,0.023,22.12,90.3,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
7,2024-08-21,744973,Groundout,field_out,True,663993,593334,Nathaniel Lowe,Domingo Germán,0,d73feeef-8416-4847-90c8-51721582ce2e,593334.0,domingogerman,Germán,Right,Domingo Germán,PIT,6.14,5.24,14.2,95.0,93.0,94.0,0.829,6.75,6.75,6.75,1.23,0.59,0.167,0.476,0.19,0.262,0.389,121.0,102.0,105.0,101.0,99.0,99.0,67.0,89.0,86.0,,,,,,,0.431,,,0.321,0.225,-2.15,,,0.87,1.02,90.7,,84.1,,81.7,0.238,0.524,0.077,,,,0.2,0.2,0.281,0.211,0.263,0.186,52.0,93.0,84.0,0.023,22.12,90.3,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
8,2024-08-21,744973,Strikeout,strikeout,True,656582,571760,Connor Joe,Andrew Heaney,0,0f685281-97d2-4bb6-9038-11c7eb518003,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,82.0,98.0,101.0,20.0,51.0,51.0,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,-0.11,-5.04,0.51,91.5,86.6,83.7,82.4,75.3,0.229,0.394,0.209,0.253,0.367,0.381,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-21,744973,Field Error,field_error,False,650559,571760,Bryan De La Cruz,Andrew Heaney,0,67cce484-1ec4-4ce2-aaed-40efc43e3f43,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,82.0,98.0,101.0,20.0,51.0,51.0,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,-0.11,-5.04,0.51,91.5,86.6,83.7,82.4,75.3,0.229,0.394,0.209,0.253,0.367,0.381,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
