,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-03,746163,Pop Out,field_out,True,808982,607192,Jung Hoo Lee,Tyler Glasnow,0,970ae1da-7692-494e-934b-c485f589f7ed,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.076,0.476,0.266,0.182,1.01,2.5,0.56,2.05,96.3,96.5,90.1,83.8,0.208,0.404,0.209,0.215,0.364,0.412,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,,,,
1,2024-04-03,746163,Groundout,field_out,True,664774,607192,LaMonte Wade Jr.,Tyler Glasnow,0,82de8bb6-14e2-446f-be3f-99d84aaf308f,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.076,0.476,0.266,0.182,1.01,2.5,0.56,2.05,96.3,96.5,90.1,83.8,0.208,0.404,0.209,0.215,0.364,0.412,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,,,,
2,2024-04-03,746163,Groundout,field_out,True,624585,607192,Jorge Soler,Tyler Glasnow,0,d2bde222-f718-4cfa-b9f8-2258d05323ee,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.076,0.476,0.266,0.182,1.01,2.5,0.56,2.05,96.3,96.5,90.1,83.8,0.208,0.404,0.209,0.215,0.364,0.412,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,,,,
3,2024-04-03,746163,Single,single,False,605141,690986,Mookie Betts,Kyle Harrison,0,9704bc49-78ac-4946-8d68-2e9479e931cb,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.69,,-11.76,-0.51,92.7,,88.2,81.3,0.237,0.377,0.212,0.333,0.667,0.5,,,,,,,73.0,94.0,89.0,0.2,-2.37,85.4,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,
4,2024-04-03,746163,Strikeout,strikeout,True,660271,690986,Shohei Ohtani,Kyle Harrison,0,b027c41e-bf67-4aa5-b1b3-ec6df8e79728,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.69,,-11.76,-0.51,92.7,,88.2,81.3,0.237,0.377,0.212,0.333,0.667,0.5,,,,,,,73.0,94.0,89.0,0.2,-2.37,85.4,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,
5,2024-04-03,746163,Flyout,field_out,True,518692,690986,Freddie Freeman,Kyle Harrison,0,5dfd4e2c-f7eb-49a8-8632-fdd8c6560a7e,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.69,,-11.76,-0.51,92.7,,88.2,81.3,0.237,0.377,0.212,0.333,0.667,0.5,,,,,,,73.0,94.0,89.0,0.2,-2.37,85.4,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,
6,2024-04-03,746163,Lineout,field_out,True,669257,690986,Will Smith,Kyle Harrison,0,c58cdcc7-daa0-4095-ab11-ca48a5d083ba,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.69,,-11.76,-0.51,92.7,,88.2,81.3,0.237,0.377,0.212,0.333,0.667,0.5,,,,,,,73.0,94.0,89.0,0.2,-2.37,85.4,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,
7,2024-04-03,746163,Strikeout,strikeout,True,624424,607192,Michael Conforto,Tyler Glasnow,0,b89bb72f-ff1d-407d-afad-744f9fb0b611,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.076,0.476,0.266,0.182,1.01,2.5,0.56,2.05,96.3,96.5,90.1,83.8,0.208,0.404,0.209,0.215,0.364,0.412,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,,,,
8,2024-04-03,746163,Flyout,field_out,True,656305,607192,Matt Chapman,Tyler Glasnow,0,f0fd639c-c9e0-46ba-8f15-5dd20dc1b774,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.076,0.476,0.266,0.182,1.01,2.5,0.56,2.05,96.3,96.5,90.1,83.8,0.208,0.404,0.209,0.215,0.364,0.412,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,,,,
9,2024-04-03,746163,Strikeout,strikeout,True,642731,607192,Thairo Estrada,Tyler Glasnow,0,3483962f-c191-47f8-9962-1654ca481f12,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,139.0,99.0,112.0,117.0,102.0,103.0,98.0,107.0,109.0,110.0,105.0,110.0,0.076,0.476,0.266,0.182,1.01,2.5,0.56,2.05,96.3,96.5,90.1,83.8,0.208,0.404,0.209,0.215,0.364,0.412,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,,,,
