,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-06,745197,Flyout,field_out,True,650333,571927,Luis Arraez,Steven Matz,0,4c983a09-c93c-4a6b-b9aa-8b0764e5b6ee,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-06,745197,Flyout,field_out,True,605137,571927,Josh Bell,Steven Matz,0,5b7a024a-5121-4091-90ea-9af9326cc783,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-06,745197,Groundout,field_out,True,669394,571927,Jake Burger,Steven Matz,0,e42b147a-c73c-4362-89ca-dc05f9bcd231,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-06,745197,Groundout,field_out,True,680977,669432,Brendan Donovan,Trevor Rogers,0,10d5f09f-671a-496c-8e1c-4cf360e2d442,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.21,,0.233,0.22,-1.71,,-0.95,85.8,91.6,82.5,,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,69.0,100.0,93.0,0.325,-0.74,92.1,0.261,0.486,0.23,,,,,,,,,,,,,,,,,,
4,2024-04-06,745197,Lineout,field_out,True,502671,669432,Paul Goldschmidt,Trevor Rogers,0,1ba7f0bd-77e1-4d51-abd0-45e74ce14fe8,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.21,,0.233,0.22,-1.71,,-0.95,85.8,91.6,82.5,,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,69.0,100.0,93.0,0.325,-0.74,92.1,0.261,0.486,0.23,,,,,,,,,,,,,,,,,,
5,2024-04-06,745197,Groundout,field_out,True,571448,669432,Nolan Arenado,Trevor Rogers,0,0c79bc39-3f09-4d90-93fa-257155cab27e,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.21,,0.233,0.22,-1.71,,-0.95,85.8,91.6,82.5,,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,69.0,100.0,93.0,0.325,-0.74,92.1,0.261,0.486,0.23,,,,,,,,,,,,,,,,,,
6,2024-04-06,745197,Strikeout,strikeout,True,650559,571927,Bryan De La Cruz,Steven Matz,0,caeb65e2-6703-40a9-ac14-da3ed6236995,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-06,745197,Groundout,field_out,True,665862,571927,Jazz Chisholm Jr.,Steven Matz,0,0b7033ff-84e0-438b-a9e2-168b210575a4,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-06,745197,Strikeout,strikeout,True,641313,571927,Tim Anderson,Steven Matz,0,99b523b0-f1d6-4d4c-8193-7f371d99ebc6,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-06,745197,Groundout,field_out,True,671056,669432,Iván Herrera,Trevor Rogers,0,59158009-c45c-4f92-8e82-55383afc69f8,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.21,,0.233,0.22,-1.71,,-0.95,85.8,91.6,82.5,,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,69.0,100.0,93.0,0.325,-0.74,92.1,0.261,0.486,0.23,,,,,,,,,,,,,,,,,,
