,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-07,745186,Lineout,field_out,True,607043,571945,Brandon Nimmo,Miles Mikolas,0,ba73e274-9378-4a11-a719-4b0af2014166,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
1,2024-05-07,745186,Single,single,False,516782,571945,Starling Marte,Miles Mikolas,0,e426f716-d672-4c5a-bfea-9bbbec3e1607,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
2,2024-05-07,745186,Flyout,field_out,True,596019,571945,Francisco Lindor,Miles Mikolas,0,23ace04d-284a-4d64-81a6-0c0cde9f8e39,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
3,2024-05-07,745186,Strikeout,strikeout,True,624413,571945,Pete Alonso,Miles Mikolas,0,00229502-9bcd-4c7a-bb42-cda821789df8,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
4,2024-05-07,745186,Home Run,home_run,False,680977,676130,Brendan Donovan,José Buttó,0,34a4f200-76d0-4d0e-9574-cb086eac17de,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,,,0.191,1.91,2.43,1.27,,,-0.09,93.7,86.6,92.9,84.2,,,0.111,0.222,0.151,0.25,0.375,0.25,0.174,0.217,0.281,,,,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,
5,2024-05-07,745186,Walk,walk,False,663457,676130,Lars Nootbaar,José Buttó,0,5cfbfe27-5958-49bf-add0-e4ba9769c9e5,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,,,0.191,1.91,2.43,1.27,,,-0.09,93.7,86.6,92.9,84.2,,,0.111,0.222,0.151,0.25,0.375,0.25,0.174,0.217,0.281,,,,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,
6,2024-05-07,745186,Double,double,False,575929,676130,Willson Contreras,José Buttó,1,f76bed35-688f-4fa6-9312-198381c94619,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,,,0.191,1.91,2.43,1.27,,,-0.09,93.7,86.6,92.9,84.2,,,0.111,0.222,0.151,0.25,0.375,0.25,0.174,0.217,0.281,,,,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,
7,2024-05-07,745186,Sac Fly,sac_fly,True,571448,676130,Nolan Arenado,José Buttó,1,4ce8e2f6-b509-43a6-bc52-f41ced966796,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,,,0.191,1.91,2.43,1.27,,,-0.09,93.7,86.6,92.9,84.2,,,0.111,0.222,0.151,0.25,0.375,0.25,0.174,0.217,0.281,,,,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,
8,2024-05-07,745186,Groundout,field_out,True,502671,676130,Paul Goldschmidt,José Buttó,0,e968390e-5c9b-4127-abf6-4895378b7c8c,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,,,0.191,1.91,2.43,1.27,,,-0.09,93.7,86.6,92.9,84.2,,,0.111,0.222,0.151,0.25,0.375,0.25,0.174,0.217,0.281,,,,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,
9,2024-05-07,745186,Single,single,False,676475,676130,Alec Burleson,José Buttó,1,8d0a535d-580b-4aad-8e62-e36b10829553,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,,,0.191,1.91,2.43,1.27,,,-0.09,93.7,86.6,92.9,84.2,,,0.111,0.222,0.151,0.25,0.375,0.25,0.174,0.217,0.281,,,,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,
