,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-04-11,746322,Double,double,False,514888,663903,Jose Altuve,Brady Singer,0,d271193f-80cd-4417-8e10-a76cadc28d85,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-11,746322,Strikeout,strikeout,True,670541,663903,Yordan Alvarez,Brady Singer,0,9b037e27-e8db-47e6-a712-63853d50aab6,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-11,746322,Walk,walk,False,663656,663903,Kyle Tucker,Brady Singer,0,465296d4-aa9c-4f5b-b9e1-3b87a5f0ea4f,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-11,746322,Grounded Into DP,grounded_into_double_play,True,608324,663903,Alex Bregman,Brady Singer,1,d8671642-4b6e-4e1e-9d46-2303429dcb4b,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.278,0.418,0.103,0.297,0.541,0.184,0.3,0.4,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-11,746322,Single,single,False,672580,686613,Maikel Garcia,Hunter Brown,0,d98c1dcf-c9c9-4e2c-81fd-48106b9a3f6c,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,0.134,0.376,0.071,0.134,-0.55,0.46,1.74,1.13,95.7,88.4,95.5,89.0,0.192,0.192,0.25,0.268,0.304,0.172,0.272,0.483,0.287,0.208,0.271,0.327,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.16,-1.93,92.3,82.4,0.236,0.375,0.185,0.28,0.5,0.281,,,,,,,,,,,,
5,2024-04-11,746322,Single,single,False,677951,686613,Bobby Witt Jr.,Hunter Brown,1,909f7577-759d-443b-ae11-cdfc51671e33,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,0.134,0.376,0.071,0.134,-0.55,0.46,1.74,1.13,95.7,88.4,95.5,89.0,0.192,0.192,0.25,0.268,0.304,0.172,0.272,0.483,0.287,0.208,0.271,0.327,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.16,-1.93,92.3,82.4,0.236,0.375,0.185,0.28,0.5,0.281,,,,,,,,,,,,
6,2024-04-11,746322,Single,single,False,686469,686613,Vinnie Pasquantino,Hunter Brown,1,2bb56e95-ac28-4b4e-b781-e5f5abbd9286,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,0.134,0.376,0.071,0.134,-0.55,0.46,1.74,1.13,95.7,88.4,95.5,89.0,0.192,0.192,0.25,0.268,0.304,0.172,0.272,0.483,0.287,0.208,0.271,0.327,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.16,-1.93,92.3,82.4,0.236,0.375,0.185,0.28,0.5,0.281,,,,,,,,,,,,
7,2024-04-11,746322,Pop Out,field_out,True,521692,686613,Salvador Perez,Hunter Brown,0,6b2e3ff7-742e-4050-ab41-fe319a2827de,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,0.134,0.376,0.071,0.134,-0.55,0.46,1.74,1.13,95.7,88.4,95.5,89.0,0.192,0.192,0.25,0.268,0.304,0.172,0.272,0.483,0.287,0.208,0.271,0.327,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.16,-1.93,92.3,82.4,0.236,0.375,0.185,0.28,0.5,0.281,,,,,,,,,,,,
8,2024-04-11,746322,Double,double,False,669004,686613,MJ Melendez,Hunter Brown,1,a52e9a32-2f8e-41f8-949e-bc974b541b63,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,0.134,0.376,0.071,0.134,-0.55,0.46,1.74,1.13,95.7,88.4,95.5,89.0,0.192,0.192,0.25,0.268,0.304,0.172,0.272,0.483,0.287,0.208,0.271,0.327,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.16,-1.93,92.3,82.4,0.236,0.375,0.185,0.28,0.5,0.281,,,,,,,,,,,,
9,2024-04-11,746322,Single,single,False,676369,686613,Nelson Velázquez,Hunter Brown,1,1f964c7b-0197-4c16-825a-f654d33bf606,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,0.134,0.376,0.071,0.134,-0.55,0.46,1.74,1.13,95.7,88.4,95.5,89.0,0.192,0.192,0.25,0.268,0.304,0.172,0.272,0.483,0.287,0.208,0.271,0.327,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.16,-1.93,92.3,82.4,0.236,0.375,0.185,0.28,0.5,0.281,,,,,,,,,,,,
