,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-11,745601,Pop Out,field_out,True,656582,624133,Connor Joe,Ranger Suárez,0,97f512ec-8488-4e37-90da-4d5f461bd151,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
1,2024-04-11,745601,Lineout,field_out,True,668804,624133,Bryan Reynolds,Ranger Suárez,0,4baed572-92fb-48a8-b3d4-9ed9a5ca96d8,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
2,2024-04-11,745601,Walk,walk,False,663647,624133,Ke'Bryan Hayes,Ranger Suárez,0,7fa4416f-3cc7-4550-9702-25445f793ac6,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
3,2024-04-11,745601,Lineout,field_out,True,658668,624133,Edward Olivares,Ranger Suárez,0,d63f51c1-a8a1-423a-8205-5eee69ea3833,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
4,2024-04-11,745601,Single,single,False,656941,683003,Kyle Schwarber,Jared Jones,0,6cb57026-4bb5-4be7-ac89-7795ee82941d,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.073,0.068,0.34,,,1.59,-1.54,-3.19,97.3,,89.7,,88.6,80.3,,,,0.214,0.403,0.273,0.364,0.818,0.28,0.303,0.576,0.241,,,,0.194,0.313,0.398,,,,,,,,,
5,2024-04-11,745601,Single,single,False,607208,683003,Trea Turner,Jared Jones,1,cd62095f-87e5-4a9f-a80e-2dfce6509803,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.073,0.068,0.34,,,1.59,-1.54,-3.19,97.3,,89.7,,88.6,80.3,,,,0.214,0.403,0.273,0.364,0.818,0.28,0.303,0.576,0.241,,,,0.194,0.313,0.398,,,,,,,,,
6,2024-04-11,745601,Grounded Into DP,grounded_into_double_play,True,547180,683003,Bryce Harper,Jared Jones,1,c1702403-a56c-4c47-b637-27633fbf59b9,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.073,0.068,0.34,,,1.59,-1.54,-3.19,97.3,,89.7,,88.6,80.3,,,,0.214,0.403,0.273,0.364,0.818,0.28,0.303,0.576,0.241,,,,0.194,0.313,0.398,,,,,,,,,
7,2024-04-11,745601,Lineout,field_out,True,592663,683003,J.T. Realmuto,Jared Jones,0,4cdf7bb4-c478-4e79-a5fa-9f0d87e5f317,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,,0.361,0.073,0.068,0.34,,,1.59,-1.54,-3.19,97.3,,89.7,,88.6,80.3,,,,0.214,0.403,0.273,0.364,0.818,0.28,0.303,0.576,0.241,,,,0.194,0.313,0.398,,,,,,,,,
8,2024-04-11,745601,Strikeout,strikeout,True,457705,624133,Andrew McCutchen,Ranger Suárez,0,c5fcdf10-86a0-4a1b-9296-1b4698a18099,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
9,2024-04-11,745601,Strikeout,strikeout,True,572191,624133,Michael A. Taylor,Ranger Suárez,0,3e494638-b442-471d-a7b0-1847c54f3f8d,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
