,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CH_ba,CH_slg,CH_whiff
0,2024-06-08,745082,Strikeout,strikeout,True,683002,671737,Gunnar Henderson,Taj Bradley,0,349f6fea-89ed-4882-9c32-f0896db84630,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-08,745082,Strikeout,strikeout,True,668939,671737,Adley Rutschman,Taj Bradley,0,901cd530-ab58-4d48-a659-a2bca6944ad1,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-08,745082,Single,single,False,663624,671737,Ryan Mountcastle,Taj Bradley,0,08224c4b-1778-47be-8d40-460b6f77d825,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-08,745082,Flyout,field_out,True,656811,671737,Ryan O'Hearn,Taj Bradley,0,169dc351-9150-4f64-a459-a80e739f0885,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-08,745082,Single,single,False,650490,680694,Yandy Díaz,Kyle Bradish,0,774c5f5d-e78f-4121-a166-4e43984359b8,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,,,,,,,0.132,,,0.171,-1.14,,,-0.49,94.4,,,84.0,0.364,0.545,0.261,,,,,,,0.227,0.5,0.283,25.0,111.0,62.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.298,0.004,1.52,1.3,13.9,92.0,95.3,88.2,0.159,0.232,0.2,0.171,0.244,0.34,,,,,,,,,
5,2024-06-08,745082,Strikeout,strikeout,True,664040,680694,Brandon Lowe,Kyle Bradish,0,6a637c07-e007-48ff-8809-ca1bc485efa8,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,,,,,,,0.132,,,0.171,-1.14,,,-0.49,94.4,,,84.0,0.364,0.545,0.261,,,,,,,0.227,0.5,0.283,25.0,111.0,62.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.298,0.004,1.52,1.3,13.9,92.0,95.3,88.2,0.159,0.232,0.2,0.171,0.244,0.34,,,,,,,,,
6,2024-06-08,745082,Groundout,field_out,True,668227,680694,Randy Arozarena,Kyle Bradish,1,e61508e1-12c4-44ff-8388-edb2222075c1,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,,,,,,,0.132,,,0.171,-1.14,,,-0.49,94.4,,,84.0,0.364,0.545,0.261,,,,,,,0.227,0.5,0.283,25.0,111.0,62.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.298,0.004,1.52,1.3,13.9,92.0,95.3,88.2,0.159,0.232,0.2,0.171,0.244,0.34,,,,,,,,,
7,2024-06-08,745082,Pop Out,field_out,True,670623,680694,Isaac Paredes,Kyle Bradish,0,e5829920-e389-4e35-a02f-cd32edeff49d,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,,,,,,,0.132,,,0.171,-1.14,,,-0.49,94.4,,,84.0,0.364,0.545,0.261,,,,,,,0.227,0.5,0.283,25.0,111.0,62.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.298,0.004,1.52,1.3,13.9,92.0,95.3,88.2,0.159,0.232,0.2,0.171,0.244,0.34,,,,,,,,,
8,2024-06-08,745082,Walk,walk,False,623993,671737,Anthony Santander,Taj Bradley,0,1995cce3-ec94-44da-a563-0961ff868fa1,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-08,745082,Flyout,field_out,True,676059,671737,Jordan Westburg,Taj Bradley,0,800192cb-7c2f-4afa-8b1c-08da633a6d53,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
