,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
10,2024-09-16,747067,Groundout,field_out,True,669242,608331,Tommy Edman,Max Fried,0,46110807-4f02-4fbd-9322-c31bcb2e8b50,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
11,2024-09-16,747067,Double,double,False,669221,808967,Sean Murphy,Yoshinobu Yamamoto,0,522727b1-284d-451f-9d89-9ad2d27043ad,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
12,2024-09-16,747067,Groundout,field_out,True,606115,808967,Orlando Arcia,Yoshinobu Yamamoto,1,a7a2c3af-344d-4c53-8ae7-61e1c6dbf70c,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
13,2024-09-16,747067,Strikeout,strikeout,True,570482,808967,Gio Urshela,Yoshinobu Yamamoto,0,eaa924cf-63d2-4fef-840a-2cb63295ba14,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
14,2024-09-16,747067,Groundout,field_out,True,593160,808967,Whit Merrifield,Yoshinobu Yamamoto,0,a40b56fc-e42c-498a-8bdf-db096c39801b,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
15,2024-09-16,747067,Walk,walk,False,500743,608331,Miguel Rojas,Max Fried,0,0830702f-34d1-46f8-8b82-07e16483239b,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
16,2024-09-16,747067,Groundout,field_out,True,571970,608331,Max Muncy,Max Fried,1,809e3fd1-ec9e-478b-b76f-281a41bdd972,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
17,2024-09-16,747067,Strikeout,strikeout,True,571771,608331,Enrique Hernández,Max Fried,1,fe9d0f3a-1ef4-4cfc-b768-2bb150c01c0f,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
18,2024-09-16,747067,Walk,walk,False,660271,608331,Shohei Ohtani,Max Fried,1,d205286f-6741-456a-a320-7e25c1d94634,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
19,2024-09-16,747067,Strikeout,strikeout,True,605141,608331,Mookie Betts,Max Fried,0,91cd3ce2-9e8a-4e39-b51e-68413044ff0e,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
20,2024-09-16,747067,Single,single,False,671739,808967,Michael Harris II,Yoshinobu Yamamoto,0,e98ea54d-654a-4abc-8ff1-7bb27953a506,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
21,2024-09-16,747067,Double,double,True,624585,808967,Jorge Soler,Yoshinobu Yamamoto,1,3810117b-05f1-4af5-802b-7c87a1638280,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
22,2024-09-16,747067,Groundout,field_out,True,542303,808967,Marcell Ozuna,Yoshinobu Yamamoto,0,aafc7a94-575c-4c5c-a1bc-7b4f6612e126,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
23,2024-09-16,747067,Groundout,field_out,True,621566,808967,Matt Olson,Yoshinobu Yamamoto,0,6816a5ed-413e-4aca-9d9c-fcd4a96783a9,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
24,2024-09-16,747067,Strikeout,strikeout,True,606192,608331,Teoscar Hernández,Max Fried,0,307e862a-063f-4a30-bafb-e045ed448f15,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
25,2024-09-16,747067,Groundout,field_out,True,518692,608331,Freddie Freeman,Max Fried,0,c3721dd2-2d32-4c8e-b350-db7a78644f91,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
26,2024-09-16,747067,Groundout,field_out,True,669257,608331,Will Smith,Max Fried,0,fe54c93e-488e-4df5-ac3e-89bcddd9014c,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.49,3.76,159.2,98.0,94.0,99.0,0.776,8.51,3.04,7.78,0.73,2.57,0.253,0.434,0.148,0.271,0.411,92.0,101.0,102.0,114.0,103.0,108.0,77.0,93.0,93.0,92.0,99.0,95.0,100.0,96.0,96.0,93.0,95.0,93.0,0.16,0.329,0.058,0.107,0.209,0.137,0.42,-1.47,1.31,0.62,1.32,1.71,93.8,88.5,85.7,93.6,82.2,74.5,0.274,0.376,0.191,0.153,0.288,0.352,0.273,0.309,0.126,0.195,0.268,0.242,0.22,0.293,0.297,0.16,0.16,0.393,0.333,0.524,0.296,,,,,,,,,,,,,,,
27,2024-09-16,747067,Triple,triple,False,657656,808967,Ramón Laureano,Yoshinobu Yamamoto,0,38fce3f1-e74c-40b6-92ed-518d01dbe8b7,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
28,2024-09-16,747067,Strikeout,strikeout,True,669221,808967,Sean Murphy,Yoshinobu Yamamoto,0,93ddce7c-f68a-4e9b-baf2-50c5a15ef204,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
29,2024-09-16,747067,Groundout,field_out,True,606115,808967,Orlando Arcia,Yoshinobu Yamamoto,0,94e207c1-1cd0-4f8b-ae14-289f0bcb1b8f,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.63,3.4,82.0,105.0,100.0,106.0,0.75,10.43,2.09,7.57,0.66,1.54,0.243,0.399,0.142,0.339,0.435,,,,108.0,104.0,113.0,84.0,103.0,96.0,102.0,110.0,103.0,119.0,109.0,117.0,88.0,98.0,91.0,0.03,0.405,0.052,0.033,0.231,,0.91,1.76,-1.77,2.01,0.99,,95.5,91.4,,94.9,86.5,78.0,0.252,0.417,0.186,0.215,0.385,0.331,0.364,0.545,0.136,,,,0.118,0.118,0.32,,,,0.267,0.333,0.243,121.0,111.0,118.0,0.248,0.09,90.2,0.184,0.287,0.375,,,,,,
