,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-04,744850,Double,double,False,596019,687792,Francisco Lindor,DJ Herz,0,09c563fb-1bf2-4a66-bd59-6a671ef04da1,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-04,744850,Strikeout,strikeout,True,624413,687792,Pete Alonso,DJ Herz,0,a0dd5474-3b0e-4a7c-b75e-9ffe50aa6c6e,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-04,744850,Groundout,field_out,True,607043,687792,Brandon Nimmo,DJ Herz,1,4205a297-a686-41c5-aaf3-d35f80c85272,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-04,744850,Groundout,field_out,True,502110,687792,J.D. Martinez,DJ Herz,0,b0b2502a-aca9-44ae-aacc-239a32a2a718,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-04,744850,Lineout,field_out,True,682928,656849,CJ Abrams,David Peterson,0,8a62648f-f7b8-4f4f-addf-169c3059fcde,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,68.0,102.0,91.0,111.0,98.0,103.0,,,,0.236,0.207,,0.165,-0.1,-3.49,,0.9,93.5,84.8,85.5,,0.2,0.257,0.189,0.107,0.214,0.213,0.333,0.564,0.318,0.2,0.3,0.333,88.0,102.0,102.0,102.0,99.0,98.0,0.318,0.074,1.06,-0.18,92.2,79.1,0.327,0.418,0.125,,,,,,,,,,,,,,,,,,
5,2024-06-04,744850,Hit By Pitch,hit_by_pitch,False,657041,656849,Lane Thomas,David Peterson,0,7f12292a-770d-48d5-9d54-b3b036a8e03f,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,68.0,102.0,91.0,111.0,98.0,103.0,,,,0.236,0.207,,0.165,-0.1,-3.49,,0.9,93.5,84.8,85.5,,0.2,0.257,0.189,0.107,0.214,0.213,0.333,0.564,0.318,0.2,0.3,0.333,88.0,102.0,102.0,102.0,99.0,98.0,0.318,0.074,1.06,-0.18,92.2,79.1,0.327,0.418,0.125,,,,,,,,,,,,,,,,,,
6,2024-06-04,744850,Grounded Into DP,grounded_into_double_play,True,608841,656849,Joey Meneses,David Peterson,1,ca874530-020c-4f5f-8e70-3d8783993fdd,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,68.0,102.0,91.0,111.0,98.0,103.0,,,,0.236,0.207,,0.165,-0.1,-3.49,,0.9,93.5,84.8,85.5,,0.2,0.257,0.189,0.107,0.214,0.213,0.333,0.564,0.318,0.2,0.3,0.333,88.0,102.0,102.0,102.0,99.0,98.0,0.318,0.074,1.06,-0.18,92.2,79.1,0.327,0.418,0.125,,,,,,,,,,,,,,,,,,
7,2024-06-04,744850,Flyout,field_out,True,516782,687792,Starling Marte,DJ Herz,0,27b4aa5e-42f0-401a-aabe-be24d980b5bc,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-04,744850,Pop Out,field_out,True,668901,687792,Mark Vientos,DJ Herz,0,9fba17fd-c984-4985-9fcd-d62fff261b9a,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-04,744850,Groundout,field_out,True,664056,687792,Harrison Bader,DJ Herz,0,df2c4e0e-0b0a-4f14-af76-579bbc94f5c9,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
