,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-03-31,745115,Single,single,False,543807,542888,George Springer,Shawn Armstrong,0,7a8fd726-39ac-4bb3-afdb-779fed1789e3,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-03-31,745115,Walk,walk,False,665489,542888,Vladimir Guerrero Jr.,Shawn Armstrong,1,d2b7188f-c6a8-4b04-a6fb-ddb5409e5444,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-03-31,745115,Single,single,False,457759,542888,Justin Turner,Shawn Armstrong,1,880554f7-4bbe-4a0b-ac0f-d15b2567164d,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-03-31,745115,Strikeout,strikeout,True,662139,542888,Daulton Varsho,Shawn Armstrong,1,089ecd1e-6082-466f-9d51-d2fd7757f9a5,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-03-31,745115,Single,single,False,672386,542888,Alejandro Kirk,Shawn Armstrong,1,9d4d6af9-bfea-46e4-9a4b-fbaa6a3e06d8,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-03-31,745115,Grounded Into DP,grounded_into_double_play,True,676391,542888,Ernie Clement,Shawn Armstrong,1,69427e0a-c3fb-46d9-86f4-8296664b9cff,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-03-31,745115,Strikeout,strikeout,True,650490,592332,Yandy Díaz,Kevin Gausman,0,904e2a85-b19c-4add-a76c-26c64e82a6f1,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,-0.1,,-1.31,-2.39,93.9,,93.5,83.1,0.298,0.521,0.198,0.278,0.444,0.087,,,,0.32,0.56,0.298,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
7,2024-03-31,745115,Lineout,field_out,True,664040,592332,Brandon Lowe,Kevin Gausman,0,86d4ce1a-5d14-44ac-84ef-93f85a6d7fd1,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,-0.1,,-1.31,-2.39,93.9,,93.5,83.1,0.298,0.521,0.198,0.278,0.444,0.087,,,,0.32,0.56,0.298,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
8,2024-03-31,745115,Home Run,home_run,False,668227,592332,Randy Arozarena,Kevin Gausman,0,4cddebca-c4e7-45db-a3ac-223cf951dd3f,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,-0.1,,-1.31,-2.39,93.9,,93.5,83.1,0.298,0.521,0.198,0.278,0.444,0.087,,,,0.32,0.56,0.298,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
9,2024-03-31,745115,Strikeout,strikeout,True,623912,592332,Harold Ramírez,Kevin Gausman,0,0e69e8ab-4c7e-411b-ad3d-f86340cfecce,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,-0.1,,-1.31,-2.39,93.9,,93.5,83.1,0.298,0.521,0.198,0.278,0.444,0.087,,,,0.32,0.56,0.298,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
10,2024-03-31,745115,Flyout,field_out,True,676914,641302,Davis Schneider,Tyler Alexander,0,4e0a11fd-c4f4-4954-a476-fbb5820d7be8,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
11,2024-03-31,745115,Strikeout,strikeout,True,624415,641302,Cavan Biggio,Tyler Alexander,0,de0d1c7d-cc79-4ff9-962a-15c1e557d974,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
12,2024-03-31,745115,Single,single,False,643396,641302,Isiah Kiner-Falefa,Tyler Alexander,0,71910ec9-ceaf-410b-8ed9-885cf9e71f6c,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
13,2024-03-31,745115,Walk,walk,False,543807,641302,George Springer,Tyler Alexander,1,0b6b5697-fb51-44f8-8894-852aefc88ea1,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
14,2024-03-31,745115,Walk,walk,False,665489,641302,Vladimir Guerrero Jr.,Tyler Alexander,1,27860f33-76b3-41be-898f-ac79248f124d,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
15,2024-03-31,745115,Double,double,False,457759,641302,Justin Turner,Tyler Alexander,1,e3aec4d6-f094-42ea-b2d0-7d9cbbe82e0d,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
16,2024-03-31,745115,Flyout,field_out,True,662139,641302,Daulton Varsho,Tyler Alexander,0,578c3465-4b64-45e8-8699-f3a8e01ce374,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,,,,,,,,,,105.0,105.0,108.0,0.158,-2.47,80.9,0.308,0.513,0.186,,,,,,,,,
17,2024-03-31,745115,Flyout,field_out,True,670623,592332,Isaac Paredes,Kevin Gausman,0,052e0e7e-8e4a-46f1-9dc0-1ce6dc1b4f92,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,-0.1,,-1.31,-2.39,93.9,,93.5,83.1,0.298,0.521,0.198,0.278,0.444,0.087,,,,0.32,0.56,0.298,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
18,2024-03-31,745115,Groundout,field_out,True,642708,592332,Amed Rosario,Kevin Gausman,0,dfb4e00b-0f17-4093-9511-d33c5871f9fa,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,-0.1,,-1.31,-2.39,93.9,,93.5,83.1,0.298,0.521,0.198,0.278,0.444,0.087,,,,0.32,0.56,0.298,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
