,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff
0,2024-04-01,746409,Walk,walk,False,543807,669854,George Springer,Ronel Blanco,0,1bbcb0c9-6829-4b53-ab63-88c8be303fcc,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,73.0,98.0,101.0,81.0,94.0,87.0,84.0,103.0,100.0,0.368,0.323,0.054,0.255,0.03,2.64,2.82,0.1,93.4,85.1,86.3,79.1,0.179,0.439,0.188,0.164,0.224,0.31,0.179,0.366,0.353,0.0,0.0,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-01,746409,Strikeout,strikeout,True,665489,669854,Vladimir Guerrero Jr.,Ronel Blanco,0,f0576383-58f1-4857-87fa-49c71b112b1a,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,73.0,98.0,101.0,81.0,94.0,87.0,84.0,103.0,100.0,0.368,0.323,0.054,0.255,0.03,2.64,2.82,0.1,93.4,85.1,86.3,79.1,0.179,0.439,0.188,0.164,0.224,0.31,0.179,0.366,0.353,0.0,0.0,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-01,746409,Forceout,force_out,True,457759,669854,Justin Turner,Ronel Blanco,1,ab8e063f-b84d-45f3-aafe-49a31f49071a,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,73.0,98.0,101.0,81.0,94.0,87.0,84.0,103.0,100.0,0.368,0.323,0.054,0.255,0.03,2.64,2.82,0.1,93.4,85.1,86.3,79.1,0.179,0.439,0.188,0.164,0.224,0.31,0.179,0.366,0.353,0.0,0.0,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-01,746409,Strikeout,strikeout,True,662139,669854,Daulton Varsho,Ronel Blanco,0,da0e5ac5-6cf9-445b-b931-69b29546d68d,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,124.0,103.0,106.0,73.0,98.0,101.0,81.0,94.0,87.0,84.0,103.0,100.0,0.368,0.323,0.054,0.255,0.03,2.64,2.82,0.1,93.4,85.1,86.3,79.1,0.179,0.439,0.188,0.164,0.224,0.31,0.179,0.366,0.353,0.0,0.0,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-01,746409,Single,single,False,514888,670102,Jose Altuve,Bowden Francis,0,0494838a-3e74-41d2-90f4-08eaff35e731,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.233,0.442,0.182,0.4,1.1,0.294,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
5,2024-04-01,746409,Strikeout,strikeout,True,670541,670102,Yordan Alvarez,Bowden Francis,0,1f00cc91-690f-44cf-b055-078cbb563019,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.233,0.442,0.182,0.4,1.1,0.294,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
6,2024-04-01,746409,Home Run,home_run,False,663656,670102,Kyle Tucker,Bowden Francis,1,d7cd5f56-e243-4d24-bf12-99685e19f57a,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.233,0.442,0.182,0.4,1.1,0.294,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
7,2024-04-01,746409,Strikeout,strikeout,True,608324,670102,Alex Bregman,Bowden Francis,0,7a49684f-78ba-4f2d-969c-30e7d592e730,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.233,0.442,0.182,0.4,1.1,0.294,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
8,2024-04-01,746409,Home Run,home_run,False,673237,670102,Yainer Diaz,Bowden Francis,0,b4135d55-9fcb-4a83-8a22-718158895479,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.233,0.442,0.182,0.4,1.1,0.294,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
9,2024-04-01,746409,Strikeout,strikeout,True,547989,670102,José Abreu,Bowden Francis,0,92eaa30e-1894-40dc-a399-3236909fe376,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,89.0,97.0,97.0,0.536,0.059,0.284,,0.67,-7.31,-1.52,,93.3,,83.8,73.5,0.233,0.442,0.182,0.4,1.1,0.294,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,,,,,,,,,,,,,
