,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-12,745345,Hit By Pitch,hit_by_pitch,False,670770,690986,TJ Friedl,Kyle Harrison,0,6fab8da8-4b26-40fc-85ca-04915ea560b3,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-12,745345,Flyout,field_out,True,682829,690986,Elly De La Cruz,Kyle Harrison,0,5546e150-a960-4249-bae7-2b7bbbb02e43,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-12,745345,Walk,walk,False,668715,690986,Spencer Steer,Kyle Harrison,1,fa276de4-35b4-4071-a28e-a8fe8a7cc584,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-12,745345,Strikeout,strikeout,True,663697,690986,Jonathan India,Kyle Harrison,1,5dcdbaf3-affb-4bb4-9f59-5c517038ae0f,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-12,745345,Walk,walk,False,656413,690986,Stuart Fairchild,Kyle Harrison,0,79594069-0260-447a-850f-c430809e66aa,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-12,745345,Double,double,False,600869,690986,Jeimer Candelario,Kyle Harrison,1,da35d4cd-bf28-4e40-b2b0-e20d05d4c243,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-12,745345,Flyout,field_out,True,645801,690986,Mike Ford,Kyle Harrison,0,22e58829-dc67-4db9-91b8-47b24cab2a85,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-12,745345,Strikeout,strikeout,True,666149,593423,Tyler Fitzgerald,Frankie Montas,0,372cfa95-e34c-4cde-bc8a-f630a5366bf7,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,,,,85.0,104.0,98.0,117.0,98.0,100.0,0.344,0.11,,,-0.34,-0.61,,,95.3,,84.9,,0.231,0.433,0.19,,,,,,,0.217,0.435,0.294,85.0,101.0,97.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.173,0.218,-2.54,-0.21,1.59,90.2,85.7,94.3,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,,,,,,,,,
8,2024-05-12,745345,Strikeout,strikeout,True,656305,593423,Matt Chapman,Frankie Montas,0,2d5fa318-4e75-4e64-ba09-2ff19e883827,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,,,,85.0,104.0,98.0,117.0,98.0,100.0,0.344,0.11,,,-0.34,-0.61,,,95.3,,84.9,,0.231,0.433,0.19,,,,,,,0.217,0.435,0.294,85.0,101.0,97.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.173,0.218,-2.54,-0.21,1.59,90.2,85.7,94.3,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,,,,,,,,,
9,2024-05-12,745345,Walk,walk,False,664774,593423,LaMonte Wade Jr.,Frankie Montas,0,c3049852-3ab2-47be-ae75-bff7bcfd4d43,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,,,,85.0,104.0,98.0,117.0,98.0,100.0,0.344,0.11,,,-0.34,-0.61,,,95.3,,84.9,,0.231,0.433,0.19,,,,,,,0.217,0.435,0.294,85.0,101.0,97.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.173,0.218,-2.54,-0.21,1.59,90.2,85.7,94.3,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,,,,,,,,,
