,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-13,745529,Strikeout,strikeout,True,596019,605400,Francisco Lindor,Aaron Nola,0,b4031a9a-563a-42f6-b620-9e9a82c458c9,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.62,3.84,181.1,105.0,104.0,104.0,0.778,8.64,2.33,8.44,1.39,1.27,0.207,0.467,0.167,0.303,0.4,78.0,102.0,90.0,90.0,104.0,99.0,100.0,110.0,107.0,135.0,106.0,114.0,68.0,98.0,92.0,0.206,0.273,0.093,0.331,0.097,0.91,-2.56,-0.67,1.04,-1.75,92.5,87.5,85.6,91.5,79.1,0.217,0.369,0.355,0.158,0.31,0.224,0.317,0.491,0.133,0.295,0.443,0.136,0.388,0.796,0.175,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,745529,Groundout,field_out,True,668901,605400,Mark Vientos,Aaron Nola,0,6613893c-79c9-4dde-9f1e-8ba0d1dddba0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.62,3.84,181.1,105.0,104.0,104.0,0.778,8.64,2.33,8.44,1.39,1.27,0.207,0.467,0.167,0.303,0.4,78.0,102.0,90.0,90.0,104.0,99.0,100.0,110.0,107.0,135.0,106.0,114.0,68.0,98.0,92.0,0.206,0.273,0.093,0.331,0.097,0.91,-2.56,-0.67,1.04,-1.75,92.5,87.5,85.6,91.5,79.1,0.217,0.369,0.355,0.158,0.31,0.224,0.317,0.491,0.133,0.295,0.443,0.136,0.388,0.796,0.175,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,745529,Walk,walk,False,607043,605400,Brandon Nimmo,Aaron Nola,0,42213f18-c344-43f0-aff8-fe7ef1e05fca,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.62,3.84,181.1,105.0,104.0,104.0,0.778,8.64,2.33,8.44,1.39,1.27,0.207,0.467,0.167,0.303,0.4,78.0,102.0,90.0,90.0,104.0,99.0,100.0,110.0,107.0,135.0,106.0,114.0,68.0,98.0,92.0,0.206,0.273,0.093,0.331,0.097,0.91,-2.56,-0.67,1.04,-1.75,92.5,87.5,85.6,91.5,79.1,0.217,0.369,0.355,0.158,0.31,0.224,0.317,0.491,0.133,0.295,0.443,0.136,0.388,0.796,0.175,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,745529,Walk,walk,False,624413,605400,Pete Alonso,Aaron Nola,1,b3ab85c0-a2c9-41ab-9c9a-f686c06eea0b,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.62,3.84,181.1,105.0,104.0,104.0,0.778,8.64,2.33,8.44,1.39,1.27,0.207,0.467,0.167,0.303,0.4,78.0,102.0,90.0,90.0,104.0,99.0,100.0,110.0,107.0,135.0,106.0,114.0,68.0,98.0,92.0,0.206,0.273,0.093,0.331,0.097,0.91,-2.56,-0.67,1.04,-1.75,92.5,87.5,85.6,91.5,79.1,0.217,0.369,0.355,0.158,0.31,0.224,0.317,0.491,0.133,0.295,0.443,0.136,0.388,0.796,0.175,,,,,,,,,,,,,,,,,,,,,
4,2024-09-13,745529,Groundout,field_out,True,608385,605400,Jesse Winker,Aaron Nola,0,957f5793-9aec-4c50-b261-0723bd26c4da,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.62,3.84,181.1,105.0,104.0,104.0,0.778,8.64,2.33,8.44,1.39,1.27,0.207,0.467,0.167,0.303,0.4,78.0,102.0,90.0,90.0,104.0,99.0,100.0,110.0,107.0,135.0,106.0,114.0,68.0,98.0,92.0,0.206,0.273,0.093,0.331,0.097,0.91,-2.56,-0.67,1.04,-1.75,92.5,87.5,85.6,91.5,79.1,0.217,0.369,0.355,0.158,0.31,0.224,0.317,0.491,0.133,0.295,0.443,0.136,0.388,0.796,0.175,,,,,,,,,,,,,,,,,,,,,
5,2024-09-13,745529,Groundout,field_out,True,656941,500779,Kyle Schwarber,Jose Quintana,0,09f9d970-ed7b-4ca8-ab56-0074807235b7,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.91,4.6,159.0,97.0,83.0,93.0,0.804,6.91,3.34,8.09,1.25,1.28,0.225,0.416,0.173,0.341,0.338,70.0,100.0,97.0,70.0,92.0,85.0,75.0,98.0,91.0,,,,,,,0.295,0.23,,,0.197,-0.37,,0.43,,0.5,90.7,,85.7,90.8,,0.264,0.446,0.262,0.229,0.438,0.162,0.257,0.455,0.129,0.212,0.271,0.346,,,,110.0,101.0,100.0,0.278,0.01,77.6,0.189,0.378,0.269,,,,,,,,,,,,
6,2024-09-13,745529,Flyout,field_out,True,607208,500779,Trea Turner,Jose Quintana,0,ef2930ff-c838-442e-83d4-de0ef90ce712,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.91,4.6,159.0,97.0,83.0,93.0,0.804,6.91,3.34,8.09,1.25,1.28,0.225,0.416,0.173,0.341,0.338,70.0,100.0,97.0,70.0,92.0,85.0,75.0,98.0,91.0,,,,,,,0.295,0.23,,,0.197,-0.37,,0.43,,0.5,90.7,,85.7,90.8,,0.264,0.446,0.262,0.229,0.438,0.162,0.257,0.455,0.129,0.212,0.271,0.346,,,,110.0,101.0,100.0,0.278,0.01,77.6,0.189,0.378,0.269,,,,,,,,,,,,
7,2024-09-13,745529,Double,double,False,547180,500779,Bryce Harper,Jose Quintana,0,0c821993-51fe-4b25-98f7-35c062131db5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.91,4.6,159.0,97.0,83.0,93.0,0.804,6.91,3.34,8.09,1.25,1.28,0.225,0.416,0.173,0.341,0.338,70.0,100.0,97.0,70.0,92.0,85.0,75.0,98.0,91.0,,,,,,,0.295,0.23,,,0.197,-0.37,,0.43,,0.5,90.7,,85.7,90.8,,0.264,0.446,0.262,0.229,0.438,0.162,0.257,0.455,0.129,0.212,0.271,0.346,,,,110.0,101.0,100.0,0.278,0.01,77.6,0.189,0.378,0.269,,,,,,,,,,,,
8,2024-09-13,745529,Groundout,field_out,True,592206,500779,Nick Castellanos,Jose Quintana,0,0dc12d2d-17ec-44e4-a682-398bff8e317a,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.91,4.6,159.0,97.0,83.0,93.0,0.804,6.91,3.34,8.09,1.25,1.28,0.225,0.416,0.173,0.341,0.338,70.0,100.0,97.0,70.0,92.0,85.0,75.0,98.0,91.0,,,,,,,0.295,0.23,,,0.197,-0.37,,0.43,,0.5,90.7,,85.7,90.8,,0.264,0.446,0.262,0.229,0.438,0.162,0.257,0.455,0.129,0.212,0.271,0.346,,,,110.0,101.0,100.0,0.278,0.01,77.6,0.189,0.378,0.269,,,,,,,,,,,,
9,2024-09-13,745529,Lineout,field_out,True,578428,605400,Jose Iglesias,Aaron Nola,0,825fe543-0d90-4dec-a85f-9426d361f321,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.62,3.84,181.1,105.0,104.0,104.0,0.778,8.64,2.33,8.44,1.39,1.27,0.207,0.467,0.167,0.303,0.4,78.0,102.0,90.0,90.0,104.0,99.0,100.0,110.0,107.0,135.0,106.0,114.0,68.0,98.0,92.0,0.206,0.273,0.093,0.331,0.097,0.91,-2.56,-0.67,1.04,-1.75,92.5,87.5,85.6,91.5,79.1,0.217,0.369,0.355,0.158,0.31,0.224,0.317,0.491,0.133,0.295,0.443,0.136,0.388,0.796,0.175,,,,,,,,,,,,,,,,,,,,,
