,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-09-11,745127,Single,single,False,680977,682227,Brendan Donovan,Brandon Williamson,0,d1d808ff-5292-4940-aa25-202ce5dab573,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
11,2024-09-11,745127,Flyout,field_out,True,691023,682227,Jordan Walker,Brandon Williamson,0,60f93b21-b852-466c-93d3-3ab444c8d3b5,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
12,2024-09-11,745127,Lineout,field_out,True,695336,682227,Thomas Saggese,Brandon Williamson,0,72704039-e987-4c46-bf92-cb677d3533c3,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
13,2024-09-11,745127,Forceout,force_out,True,686780,682227,Pedro Pagés,Brandon Williamson,1,32ad3460-3076-4149-8503-76b9da5bf538,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
14,2024-09-11,745127,Single,single,False,641584,458681,Jake Fraley,Lance Lynn,0,84dfb585-0c64-4bb7-bc34-c4293d9a6fc8,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
15,2024-09-11,745127,Single,single,False,682622,458681,Noelvi Marte,Lance Lynn,1,ca5d1944-d084-4fa4-a78e-490b21714da4,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
16,2024-09-11,745127,Strikeout,strikeout,True,571912,458681,Luke Maile,Lance Lynn,0,e9c3bb73-97c8-4796-bb2e-48c046a736c8,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
17,2024-09-11,745127,Strikeout,strikeout,True,663697,458681,Jonathan India,Lance Lynn,1,ad999828-b49e-40a2-9bdb-f697337476d0,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
18,2024-09-11,745127,Strikeout,strikeout,True,682829,458681,Elly De La Cruz,Lance Lynn,0,83d129dc-e3eb-437f-bbbe-d103593ac7b3,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
19,2024-09-11,745127,Strikeout,strikeout,True,672279,682227,Michael Siani,Brandon Williamson,0,b4c79958-bf3f-4cb3-a834-3af512ae2966,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
20,2024-09-11,745127,Strikeout,strikeout,True,691026,682227,Masyn Winn,Brandon Williamson,0,3e38fe7f-4278-4db9-a41f-04f20ed363de,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
21,2024-09-11,745127,Lineout,field_out,True,663609,682227,Luken Baker,Brandon Williamson,0,ff42d5d2-2c84-41c8-96f7-78f10e2dd4ca,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
22,2024-09-11,745127,Double,double,False,668715,458681,Spencer Steer,Lance Lynn,0,581ffe94-7a5c-4688-b6fc-fd87d711751b,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
23,2024-09-11,745127,Lineout,field_out,True,670770,458681,TJ Friedl,Lance Lynn,0,0d97a551-c0b5-4b12-8de3-937d8610d93c,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
24,2024-09-11,745127,Flyout,field_out,True,664034,458681,Ty France,Lance Lynn,0,60e3a94c-15c5-4541-854a-1e69bc4d54e6,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
25,2024-09-11,745127,Single,single,False,669289,458681,Santiago Espinal,Lance Lynn,1,d2a1a485-a37c-4b9a-a781-68a778afc268,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
26,2024-09-11,745127,Pop Out,field_out,True,641584,458681,Jake Fraley,Lance Lynn,0,e8f9f2a0-3031-4e74-9ec1-dfcd8cc8f773,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
27,2024-09-11,745127,Groundout,field_out,True,502671,682227,Paul Goldschmidt,Brandon Williamson,0,9fc41b2f-621c-45c6-8794-67b468ee6ce3,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
28,2024-09-11,745127,Home Run,home_run,False,571448,682227,Nolan Arenado,Brandon Williamson,0,7e1c2d67-9257-4810-b637-fa542754602e,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
29,2024-09-11,745127,Walk,walk,False,680977,682227,Brendan Donovan,Brandon Williamson,0,7426aa50-dbe9-4101-9ecb-589cb60b9584,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
30,2024-09-11,745127,Strikeout,strikeout,True,691023,682227,Jordan Walker,Brandon Williamson,0,1e80d55d-7983-4b6d-9a5a-c133a21f9ec2,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
31,2024-09-11,745127,Flyout,field_out,True,695336,682227,Thomas Saggese,Brandon Williamson,0,352954b9-f501-41a3-a52d-d9d969a1ccdf,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.08,3.95,13.0,95.0,69.0,86.0,0.816,7.62,2.08,4.85,1.38,0.93,0.265,0.382,0.029,0.441,0.42,76.0,96.0,99.0,75.0,52.0,51.0,57.0,104.0,87.0,,,,136.0,128.0,110.0,68.0,98.0,85.0,,0.231,0.471,0.005,0.072,0.221,0.91,1.89,,-2.43,-4.76,2.77,92.8,90.1,83.9,,82.2,75.8,0.25,0.333,0.167,0.154,0.385,0.156,,,,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,
32,2024-09-11,745127,Walk,walk,False,682622,458681,Noelvi Marte,Lance Lynn,0,bd1ea546-96a0-4365-8ada-d85a0ebdf84b,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,3.96,4.85,111.1,99.0,83.0,94.0,0.794,8.41,3.4,8.81,1.21,0.88,0.237,0.385,0.16,0.305,0.399,61.0,87.0,81.0,88.0,70.0,71.0,86.0,102.0,97.0,66.0,94.0,85.0,102.0,102.0,109.0,91.0,100.0,93.0,0.164,0.476,0.223,0.013,0.062,0.062,0.94,-1.11,-0.75,-1.61,-2.17,-3.0,92.3,88.2,84.8,91.2,82.0,80.4,0.198,0.381,0.293,0.316,0.429,0.258,0.289,0.487,0.105,0.216,0.351,0.196,0.333,0.333,0.216,0.25,0.25,0.0,,,,,,,,,,,,
