,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,CH%,wCH/C,vCH,Stf+ CH,Loc+ CH,Pit+ CH,CH_ba,CH_slg,CH_whiff
0,2024-07-27,746931,Single,single,False,657077,676710,Alex Verdugo,Kutter Crawford,0,a310719a-28e9-42f9-a8e4-f19534dc67d3,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-27,746931,Home Run,home_run,False,665742,676710,Juan Soto,Kutter Crawford,1,ee8ba39b-3ac9-49fe-b1ce-429b72a041c0,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-27,746931,Home Run,home_run,False,592450,676710,Aaron Judge,Kutter Crawford,0,12b46c50-a19b-4bac-b748-c3f15e4733e6,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-27,746931,Flyout,field_out,True,669224,676710,Austin Wells,Kutter Crawford,0,d3a9ebb2-0e3c-44c1-a202-95382e647917,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-27,746931,Flyout,field_out,True,650402,676710,Gleyber Torres,Kutter Crawford,0,4e70fcd2-58f3-40e8-b933-1f9110fa975e,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-27,746931,Strikeout,strikeout,True,700250,676710,Ben Rice,Kutter Crawford,0,fe6ca038-e999-470d-add9-9c5c62b21543,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-27,746931,Groundout,field_out,True,680776,573186,Jarren Duran,Marcus Stroman,0,07724ad5-519b-4952-a6c1-0d77b5b7eb83,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,49.0,88.0,80.0,93.0,101.0,101.0,,,,105.0,100.0,98.0,84.0,98.0,92.0,0.032,0.187,0.112,0.173,,-4.53,0.02,0.75,-2.06,,89.9,88.1,83.2,85.4,,0.5,0.7,0.24,0.269,0.527,0.192,,,,0.167,0.241,0.246,0.0,0.0,0.2,89.0,86.0,92.0,92.0,93.0,89.0,0.348,0.148,-0.22,0.46,89.9,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.25,0.458,0.323,,,,,,,,,
7,2024-07-27,746931,Home Run,home_run,False,677800,573186,Wilyer Abreu,Marcus Stroman,0,81751a96-3b4e-4b08-b55a-f51a9150151a,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,49.0,88.0,80.0,93.0,101.0,101.0,,,,105.0,100.0,98.0,84.0,98.0,92.0,0.032,0.187,0.112,0.173,,-4.53,0.02,0.75,-2.06,,89.9,88.1,83.2,85.4,,0.5,0.7,0.24,0.269,0.527,0.192,,,,0.167,0.241,0.246,0.0,0.0,0.2,89.0,86.0,92.0,92.0,93.0,89.0,0.348,0.148,-0.22,0.46,89.9,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.25,0.458,0.323,,,,,,,,,
8,2024-07-27,746931,Single,single,False,807799,573186,Masataka Yoshida,Marcus Stroman,0,7962589e-5a48-4b2d-bb8c-7fb983c3b898,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,49.0,88.0,80.0,93.0,101.0,101.0,,,,105.0,100.0,98.0,84.0,98.0,92.0,0.032,0.187,0.112,0.173,,-4.53,0.02,0.75,-2.06,,89.9,88.1,83.2,85.4,,0.5,0.7,0.24,0.269,0.527,0.192,,,,0.167,0.241,0.246,0.0,0.0,0.2,89.0,86.0,92.0,92.0,93.0,89.0,0.348,0.148,-0.22,0.46,89.9,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.25,0.458,0.323,,,,,,,,,
9,2024-07-27,746931,Single,single,False,646240,573186,Rafael Devers,Marcus Stroman,1,e0ba4eb7-0b3b-47d1-b7ea-6e08309db5fe,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,49.0,88.0,80.0,93.0,101.0,101.0,,,,105.0,100.0,98.0,84.0,98.0,92.0,0.032,0.187,0.112,0.173,,-4.53,0.02,0.75,-2.06,,89.9,88.1,83.2,85.4,,0.5,0.7,0.24,0.269,0.527,0.192,,,,0.167,0.241,0.246,0.0,0.0,0.2,89.0,86.0,92.0,92.0,93.0,89.0,0.348,0.148,-0.22,0.46,89.9,81.5,0.294,0.481,0.126,0.242,0.375,0.279,0.25,0.458,0.323,,,,,,,,,
