,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-23,747080,Flyout,field_out,True,669743,519242,Alex Call,Chris Sale,0,d74283b4-0245-4128-8cba-272404c2147f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,747080,Groundout,field_out,True,695578,519242,James Wood,Chris Sale,0,73799cf3-7c05-47d2-a0cd-a0a4c9132a4f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,747080,Groundout,field_out,True,660766,519242,Juan Yepez,Chris Sale,0,322722fc-9a35-4b58-9365-dc69096395bd,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,747080,Home Run,home_run,False,671739,669022,Michael Harris II,MacKenzie Gore,0,56121306-17f3-4038-8f32-45d9c27fa2a3,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,126.0,99.0,103.0,,,,91.0,91.0,92.0,,0.551,0.167,0.091,-0.15,,-1.02,-2.17,96.1,85.9,,90.8,0.263,0.411,0.327,0.298,0.441,0.229,0.333,0.59,0.509,,,,105.0,103.0,103.0,0.19,0.19,82.9,0.246,0.325,0.308,0.444,0.667,0.263,,,,,,,,,
4,2024-08-23,747080,Strikeout,strikeout,True,624585,669022,Jorge Soler,MacKenzie Gore,0,1556ebb9-8e9c-4ef4-88d8-4bbd59f4cb68,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,126.0,99.0,103.0,,,,91.0,91.0,92.0,,0.551,0.167,0.091,-0.15,,-1.02,-2.17,96.1,85.9,,90.8,0.263,0.411,0.327,0.298,0.441,0.229,0.333,0.59,0.509,,,,105.0,103.0,103.0,0.19,0.19,82.9,0.246,0.325,0.308,0.444,0.667,0.263,,,,,,,,,
5,2024-08-23,747080,Groundout,field_out,True,542303,669022,Marcell Ozuna,MacKenzie Gore,0,55abb62b-c359-41f7-95cd-9b6f28711444,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,126.0,99.0,103.0,,,,91.0,91.0,92.0,,0.551,0.167,0.091,-0.15,,-1.02,-2.17,96.1,85.9,,90.8,0.263,0.411,0.327,0.298,0.441,0.229,0.333,0.59,0.509,,,,105.0,103.0,103.0,0.19,0.19,82.9,0.246,0.325,0.308,0.444,0.667,0.263,,,,,,,,,
6,2024-08-23,747080,Lineout,field_out,True,621566,669022,Matt Olson,MacKenzie Gore,0,f77adab9-b168-47a7-b626-a1122cb06308,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,126.0,99.0,103.0,,,,91.0,91.0,92.0,,0.551,0.167,0.091,-0.15,,-1.02,-2.17,96.1,85.9,,90.8,0.263,0.411,0.327,0.298,0.441,0.229,0.333,0.59,0.509,,,,105.0,103.0,103.0,0.19,0.19,82.9,0.246,0.325,0.308,0.444,0.667,0.263,,,,,,,,,
7,2024-08-23,747080,Flyout,field_out,True,660688,519242,Keibert Ruiz,Chris Sale,0,b60a26ec-5f08-47c1-8f78-1ad8281538fd,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
8,2024-08-23,747080,Groundout,field_out,True,665953,519242,Andrés Chaparro,Chris Sale,0,64c2e9d4-7400-4702-9927-4e84086ff83d,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
9,2024-08-23,747080,Pop Out,field_out,True,545121,519242,Ildemaro Vargas,Chris Sale,0,ee404026-9bee-4412-8f55-1a488cd19a89,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,0.144,-0.07,-1.49,2.17,2.72,95.0,87.2,94.3,78.8,0.173,0.226,0.42,0.277,0.447,0.243,0.163,0.207,0.233,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,
