,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-04-16,745837,Double,double,False,624413,683003,Pete Alonso,Jared Jones,0,cf6a1985-f811-4482-98fd-ae0af88d6398,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-16,745837,Groundout,field_out,True,683146,683003,Brett Baty,Jared Jones,1,c59a67a3-05b2-4721-b6d0-da1653bed726,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-16,745837,Strikeout,strikeout,True,682626,683003,Francisco Alvarez,Jared Jones,0,e0019544-4439-41ab-80ba-46baa3763268,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-16,745837,Strikeout,strikeout,True,643446,683003,Jeff McNeil,Jared Jones,0,cf59665c-a14b-4d47-84c3-c59ebd1053bd,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-04-16,745837,Single,single,False,680779,500779,Henry Davis,Jose Quintana,0,3dfab8b7-8e0a-42b8-a674-8f6111b29be3,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-04-16,745837,Walk,walk,False,675961,500779,Alika Williams,Jose Quintana,1,f1c133c1-c509-43c5-acee-79d473fd79b5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-04-16,745837,Grounded Into DP,grounded_into_double_play,True,656582,500779,Connor Joe,Jose Quintana,1,961fb1e3-24b9-4095-b89e-1930233ee119,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-16,745837,Walk,walk,False,668804,500779,Bryan Reynolds,Jose Quintana,0,82ec8925-4489-49a1-add2-5bfa6fa7d3c1,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-16,745837,Groundout,field_out,True,669707,500779,Jared Triolo,Jose Quintana,0,f9147a40-4a77-49a2-be28-26cd2ff43aa5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-16,745837,Strikeout,strikeout,True,664056,683003,Harrison Bader,Jared Jones,0,65d70159-28f6-4542-a0e5-f539029b48f2,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-16,745837,Flyout,field_out,True,553882,683003,Omar Narváez,Jared Jones,0,8877673c-1d2f-4e09-af79-5ca4b1016377,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-16,745837,Strikeout,strikeout,True,607043,683003,Brandon Nimmo,Jared Jones,0,b0776cfc-56b0-40a6-a668-5431bc3e9f1a,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-04-16,745837,Lineout,field_out,True,658668,500779,Edward Olivares,Jose Quintana,0,777e23d7-e7ce-4174-8c9e-b31a9bedc849,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-04-16,745837,Single,single,False,457705,500779,Andrew McCutchen,Jose Quintana,0,aca67fef-a28a-4ba1-9908-3b4292f54558,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-04-16,745837,Flyout,field_out,True,572191,500779,Michael A. Taylor,Jose Quintana,0,fefdde80-95ec-4a0a-8aa1-9562454fdb94,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-16,745837,Forceout,force_out,True,665833,500779,Oneil Cruz,Jose Quintana,1,f3f8c14f-27e5-4a96-91b3-935d339aefa1,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-16,745837,Flyout,field_out,True,516782,683003,Starling Marte,Jared Jones,0,3c4283fa-e0ec-4964-9e71-3e2f204397e4,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-16,745837,Groundout,field_out,True,596019,683003,Francisco Lindor,Jared Jones,0,b43a2cec-9af8-41a8-9095-1aa1132f5a69,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-16,745837,Groundout,field_out,True,624413,683003,Pete Alonso,Jared Jones,0,51147f3a-06bd-410d-a255-88f5a7d2978b,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-04-16,745837,Groundout,field_out,True,680779,500779,Henry Davis,Jose Quintana,0,8249301d-2dbc-4cfd-8bb8-8b88c244431c,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-04-16,745837,Double,double,False,675961,500779,Alika Williams,Jose Quintana,0,62285080-9571-4b49-97bf-55c266123abc,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-04-16,745837,Flyout,field_out,True,656582,500779,Connor Joe,Jose Quintana,0,b3f8e559-1c62-414f-9804-ed82e9891731,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-04-16,745837,Single,single,False,668804,500779,Bryan Reynolds,Jose Quintana,1,de425ece-979a-45af-a621-debe27756ad7,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-04-16,745837,Strikeout,strikeout,True,669707,500779,Jared Triolo,Jose Quintana,0,d7b94ede-b609-424a-a6a9-f051e5666559,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-04-16,745837,Groundout,field_out,True,683146,683003,Brett Baty,Jared Jones,0,6a74b394-27f4-47e4-9de2-e15b7b6a9eee,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,,,,,0.498,0.073,0.068,0.34,,-1.54,-3.19,97.3,89.7,,80.3,,,,0.364,0.818,0.28,0.303,0.576,0.241,0.214,0.403,0.273,,,,126.0,104.0,111.0,0.361,1.59,88.6,0.194,0.313,0.398,,,,,,,,,,,,,,,,,,,,,,,,
