,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-13,746601,Strikeout,strikeout,True,664023,571510,Ian Happ,Matthew Boyd,0,e75f1fce-1372-4d05-acb4-80acb8db572c,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,746601,Single,single,False,670623,571510,Isaac Paredes,Matthew Boyd,0,8c8616c2-c5c9-4283-b6ea-8764578b019b,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,746601,Flyout,field_out,True,673548,571510,Seiya Suzuki,Matthew Boyd,0,b62d500c-d50f-4b5d-98b3-9a1aac778ad0,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,746601,Groundout,field_out,True,641355,571510,Cody Bellinger,Matthew Boyd,0,ce6bac91-91f5-43b8-bda9-4a4289c9e078,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-13,746601,Flyout,field_out,True,680757,665871,Steven Kwan,Javier Assad,0,8042f78b-927a-4c59-bdea-07c7edd6e800,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,0.361,0.175,0.105,0.11,0.042,-0.92,1.07,-1.53,0.2,-0.22,91.5,83.8,91.5,80.2,76.8,0.227,0.227,0.122,0.317,0.5,0.206,0.22,0.328,0.1,0.4,0.8,0.222,0.161,0.274,0.305,96.0,98.0,94.0,0.208,-1.14,87.8,0.329,0.624,0.152,0.152,0.364,0.359,,,,,,,,,,,,,,,
5,2024-08-13,746601,Single,single,False,686823,665871,Will Brennan,Javier Assad,0,93a7a72f-0688-4347-b55a-0b706f263dd6,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,0.361,0.175,0.105,0.11,0.042,-0.92,1.07,-1.53,0.2,-0.22,91.5,83.8,91.5,80.2,76.8,0.227,0.227,0.122,0.317,0.5,0.206,0.22,0.328,0.1,0.4,0.8,0.222,0.161,0.274,0.305,96.0,98.0,94.0,0.208,-1.14,87.8,0.329,0.624,0.152,0.152,0.364,0.359,,,,,,,,,,,,,,,
6,2024-08-13,746601,Flyout,field_out,True,608070,665871,José Ramírez,Javier Assad,0,5c211edf-aaf2-439f-96f5-87da854c3216,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,0.361,0.175,0.105,0.11,0.042,-0.92,1.07,-1.53,0.2,-0.22,91.5,83.8,91.5,80.2,76.8,0.227,0.227,0.122,0.317,0.5,0.206,0.22,0.328,0.1,0.4,0.8,0.222,0.161,0.274,0.305,96.0,98.0,94.0,0.208,-1.14,87.8,0.329,0.624,0.152,0.152,0.364,0.359,,,,,,,,,,,,,,,
7,2024-08-13,746601,Walk,walk,False,647304,665871,Josh Naylor,Javier Assad,1,0769c7d0-0aa8-4c45-891a-a18e677d8b8d,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,0.361,0.175,0.105,0.11,0.042,-0.92,1.07,-1.53,0.2,-0.22,91.5,83.8,91.5,80.2,76.8,0.227,0.227,0.122,0.317,0.5,0.206,0.22,0.328,0.1,0.4,0.8,0.222,0.161,0.274,0.305,96.0,98.0,94.0,0.208,-1.14,87.8,0.329,0.624,0.152,0.152,0.364,0.359,,,,,,,,,,,,,,,
8,2024-08-13,746601,Lineout,field_out,True,681807,665871,David Fry,Javier Assad,0,21de3ef6-8e48-4047-addd-61e9c2329b18,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,0.361,0.175,0.105,0.11,0.042,-0.92,1.07,-1.53,0.2,-0.22,91.5,83.8,91.5,80.2,76.8,0.227,0.227,0.122,0.317,0.5,0.206,0.22,0.328,0.1,0.4,0.8,0.222,0.161,0.274,0.305,96.0,98.0,94.0,0.208,-1.14,87.8,0.329,0.624,0.152,0.152,0.364,0.359,,,,,,,,,,,,,,,
9,2024-08-13,746601,Strikeout,strikeout,True,621550,571510,Patrick Wisdom,Matthew Boyd,0,26938878-34cf-4548-aade-52f1cf4afa90,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-13,746601,Double,double,False,663538,571510,Nico Hoerner,Matthew Boyd,0,8b1a9c96-0c15-4eee-bf70-da809b915017,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
