,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-06-19,744842,Strikeout,strikeout,True,606466,571578,Ketel Marte,Patrick Corbin,0,46b953e7-23c8-4b0c-a04b-309efafbe46c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
1,2024-06-19,744842,Strikeout,strikeout,True,682998,571578,Corbin Carroll,Patrick Corbin,0,6bf09329-f431-41ba-8654-55735289b995,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
2,2024-06-19,744842,Single,single,False,666971,571578,Lourdes Gurriel Jr.,Patrick Corbin,0,e4bd366f-801e-40a3-954b-07cf7a00ee3d,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
3,2024-06-19,744842,Lineout,field_out,True,572233,571578,Christian Walker,Patrick Corbin,0,52dd697d-3eaf-41c8-ae5c-533e39748565,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
4,2024-06-19,744842,Lineout,field_out,True,657041,694297,Lane Thomas,Brandon Pfaadt,0,49de2d53-86cc-4397-abfe-8838a8bd2f60,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,0.35,,0.286,0.102,1.3,,0.11,0.32,0.12,93.5,,87.6,93.3,84.5,0.273,0.364,0.119,0.186,0.421,0.35,,,,0.246,0.388,0.201,0.289,0.316,0.3,97.0,102.0,105.0,0.01,0.041,0.39,-1.37,89.6,80.1,0.5,0.5,0.261,0.2,0.8,0.0,,,
5,2024-06-19,744842,Walk,walk,False,608385,694297,Jesse Winker,Brandon Pfaadt,0,8907dc68-0761-4a9b-9cca-ba17f1ecb9cd,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,0.35,,0.286,0.102,1.3,,0.11,0.32,0.12,93.5,,87.6,93.3,84.5,0.273,0.364,0.119,0.186,0.421,0.35,,,,0.246,0.388,0.201,0.289,0.316,0.3,97.0,102.0,105.0,0.01,0.041,0.39,-1.37,89.6,80.1,0.5,0.5,0.261,0.2,0.8,0.0,,,
6,2024-06-19,744842,Grounded Into DP,grounded_into_double_play,True,592696,694297,Eddie Rosario,Brandon Pfaadt,1,da6518d3-1437-416e-8c2d-936899bcc451,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,0.35,,0.286,0.102,1.3,,0.11,0.32,0.12,93.5,,87.6,93.3,84.5,0.273,0.364,0.119,0.186,0.421,0.35,,,,0.246,0.388,0.201,0.289,0.316,0.3,97.0,102.0,105.0,0.01,0.041,0.39,-1.37,89.6,80.1,0.5,0.5,0.261,0.2,0.8,0.0,,,
7,2024-06-19,744842,Flyout,field_out,True,545341,571578,Randal Grichuk,Patrick Corbin,0,0aa11248-ea9c-487a-b333-638d39758c49,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
8,2024-06-19,744842,Walk,walk,False,553993,571578,Eugenio Suárez,Patrick Corbin,0,b72d4ef5-ef38-4573-a03d-23d01bbf2adc,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
9,2024-06-19,744842,Lineout,field_out,True,672515,571578,Gabriel Moreno,Patrick Corbin,0,555879ca-4f8d-48e7-b669-cb3aa01e0b6c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
10,2024-06-19,744842,Strikeout,strikeout,True,677942,571578,Blaze Alexander,Patrick Corbin,0,7ffe1f15-883c-48aa-b32e-c7119d4fcb16,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,0.05,-1.09,0.23,-1.8,0.02,-4.62,91.3,84.5,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.253,0.38,0.236,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,,,,,,,,,,
11,2024-06-19,744842,Single,single,False,608841,694297,Joey Meneses,Brandon Pfaadt,0,ab433238-e947-48f5-bf84-ff80e6e0c457,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,0.35,,0.286,0.102,1.3,,0.11,0.32,0.12,93.5,,87.6,93.3,84.5,0.273,0.364,0.119,0.186,0.421,0.35,,,,0.246,0.388,0.201,0.289,0.316,0.3,97.0,102.0,105.0,0.01,0.041,0.39,-1.37,89.6,80.1,0.5,0.5,0.261,0.2,0.8,0.0,,,
12,2024-06-19,744842,Single,single,False,671277,694297,Luis García Jr.,Brandon Pfaadt,1,932f9ffb-0d92-422d-87f4-394c15e4b2eb,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,0.35,,0.286,0.102,1.3,,0.11,0.32,0.12,93.5,,87.6,93.3,84.5,0.273,0.364,0.119,0.186,0.421,0.35,,,,0.246,0.388,0.201,0.289,0.316,0.3,97.0,102.0,105.0,0.01,0.041,0.39,-1.37,89.6,80.1,0.5,0.5,0.261,0.2,0.8,0.0,,,
13,2024-06-19,744842,Pop Out,field_out,True,660688,694297,Keibert Ruiz,Brandon Pfaadt,0,b59d573f-5552-4498-a974-6252359945e8,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,0.211,0.35,,0.286,0.102,1.3,,0.11,0.32,0.12,93.5,,87.6,93.3,84.5,0.273,0.364,0.119,0.186,0.421,0.35,,,,0.246,0.388,0.201,0.289,0.316,0.3,97.0,102.0,105.0,0.01,0.041,0.39,-1.37,89.6,80.1,0.5,0.5,0.261,0.2,0.8,0.0,,,
