,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-11,745956,Strikeout,strikeout,True,663697,669084,Jonathan India,DL Hall,0,1edc0f73-e1ee-45a8-b1e2-1c79430e1abf,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,745956,Single,single,False,682829,669084,Elly De La Cruz,DL Hall,0,97126c5d-50d6-4479-acab-0c6587764321,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,745956,Single,single,False,663886,669084,Tyler Stephenson,DL Hall,1,b19c416f-2a25-4969-b565-d535dd2dfc50,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,745956,Flyout,field_out,True,668715,669084,Spencer Steer,DL Hall,0,aa9a70a2-58c3-46cc-b284-4fdc047a9533,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-11,745956,Strikeout,strikeout,True,656413,669084,Stuart Fairchild,DL Hall,0,da68f95e-5c81-4673-91bb-25eb8ab9d3a0,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-11,745956,Bunt Pop Out,field_out,True,694192,666157,Jackson Chourio,Nick Lodolo,0,b45ba1a4-7b9f-4c91-8680-26faf8991259,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,,,,0.43,,0.273,0.164,0.14,,-0.74,-0.17,94.1,88.1,,81.7,0.241,0.407,0.23,0.232,0.39,0.259,0.217,0.302,0.425,,,,111.0,97.0,93.0,0.133,1.03,94.1,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
6,2024-08-11,745956,Strikeout,strikeout,True,656555,666157,Rhys Hoskins,Nick Lodolo,0,cd94a02f-5600-4838-8811-a0d967a53d78,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,,,,0.43,,0.273,0.164,0.14,,-0.74,-0.17,94.1,88.1,,81.7,0.241,0.407,0.23,0.232,0.39,0.259,0.217,0.302,0.425,,,,111.0,97.0,93.0,0.133,1.03,94.1,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
7,2024-08-11,745956,Single,single,False,596142,666157,Gary Sánchez,Nick Lodolo,0,cdf7a8c1-7767-43d2-9c83-ccf263fc158a,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,,,,0.43,,0.273,0.164,0.14,,-0.74,-0.17,94.1,88.1,,81.7,0.241,0.407,0.23,0.232,0.39,0.259,0.217,0.302,0.425,,,,111.0,97.0,93.0,0.133,1.03,94.1,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
8,2024-08-11,745956,Groundout,field_out,True,661388,666157,William Contreras,Nick Lodolo,0,c7190273-20b2-4c08-8c4e-b271a936ec6b,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,,,,0.43,,0.273,0.164,0.14,,-0.74,-0.17,94.1,88.1,,81.7,0.241,0.407,0.23,0.232,0.39,0.259,0.217,0.302,0.425,,,,111.0,97.0,93.0,0.133,1.03,94.1,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,
9,2024-08-11,745956,Walk,walk,False,664034,669084,Ty France,DL Hall,0,b67e733a-7c8c-4cad-ad7c-6467fd5e44f9,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-11,745956,Strikeout,strikeout,True,682622,669084,Noelvi Marte,DL Hall,0,cefc9fe8-4e9d-4741-a307-0279873ec69c,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-11,745956,Pop Out,field_out,True,670770,669084,TJ Friedl,DL Hall,0,97226fed-7de1-4953-99c3-580dc09ab6c3,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-11,745956,Strikeout,strikeout,True,669289,669084,Santiago Espinal,DL Hall,0,03cb6f8a-5f4c-473f-b4db-768dc4f05e77,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,6.43,6.29,21.0,98.0,77.0,93.0,0.792,9.43,5.57,13.29,2.14,1.08,0.176,0.412,0.147,0.309,0.407,85.0,91.0,82.0,96.0,100.0,101.0,60.0,102.0,93.0,98.0,96.0,99.0,0.469,0.124,0.19,0.217,-3.43,-1.88,-0.46,-2.34,92.7,84.6,84.0,79.5,0.447,0.66,0.108,0.286,0.5,0.412,0.214,0.429,0.192,0.214,0.286,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
