,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,vCH,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
10,2024-06-29,746940,Strikeout,strikeout,True,664954,656557,Brett Sullivan,Tanner Houck,0,adb18e63-9138-434f-b56b-600845411034,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-06-29,746940,Groundout,field_out,True,669369,656557,Bryce Johnson,Tanner Houck,0,6c941392-a3a5-4202-8893-23239ec183ea,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-06-29,746940,Strikeout,strikeout,True,646240,650633,Rafael Devers,Michael King,0,a8e78ec4-badf-446e-8c75-621ba4c7db24,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
13,2024-06-29,746940,Lineout,field_out,True,807799,650633,Masataka Yoshida,Michael King,0,1a5c872c-fd6a-4c99-b03e-ec5368991d9b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
14,2024-06-29,746940,Pop Out,field_out,True,657136,650633,Connor Wong,Michael King,0,1a691b10-d5c4-4f1d-a090-192f5a46598b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
15,2024-06-29,746940,Single,single,False,650333,656557,Luis Arraez,Tanner Houck,0,5b418f07-3cf7-4784-a0bb-e937376c06e9,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-06-29,746940,Strikeout,strikeout,True,595777,656557,Jurickson Profar,Tanner Houck,0,01dc6ebc-a85c-436b-b9b2-b14241f48a19,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-06-29,746940,Strikeout,strikeout,True,630105,656557,Jake Cronenworth,Tanner Houck,0,c2818ad1-26cf-4218-8120-660d2f38a958,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-06-29,746940,Home Run,home_run,False,592518,656557,Manny Machado,Tanner Houck,1,b874803b-3753-4e36-b23a-42cbce649b5f,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-06-29,746940,Lineout,field_out,True,456781,656557,Donovan Solano,Tanner Houck,0,2ab33455-0480-4e4a-9ce8-d18fea6bd9dc,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-06-29,746940,Groundout,field_out,True,665839,650633,Enmanuel Valdez,Michael King,0,067c17c5-7904-4dec-8b45-64b0e053dc3f,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
21,2024-06-29,746940,Single,single,False,642086,650633,Dominic Smith,Michael King,0,72195021-6928-43cd-babc-055f68e2727d,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
22,2024-06-29,746940,Flyout,field_out,True,678882,650633,Ceddanne Rafaela,Michael King,0,43251a69-083f-4a6c-acb7-cdde627d9afb,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
23,2024-06-29,746940,Strikeout,strikeout,True,680776,650633,Jarren Duran,Michael King,0,6c0f67f2-c6b8-4630-95f8-b558ecb85382,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
24,2024-06-29,746940,Home Run,home_run,False,701538,656557,Jackson Merrill,Tanner Houck,0,b4e5afd9-3efd-4b16-8b0c-8320fdbf08fa,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-06-29,746940,Groundout,field_out,True,673490,656557,Ha-Seong Kim,Tanner Houck,0,8618bb1b-d330-49e4-b576-fda7ca4baa54,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-06-29,746940,Groundout,field_out,True,664954,656557,Brett Sullivan,Tanner Houck,0,a73e3a1f-6f20-4bcf-935d-0711b61b996c,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-06-29,746940,Groundout,field_out,True,669369,656557,Bryce Johnson,Tanner Houck,0,e0475e2b-799b-4719-8e1f-03550baa3d20,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-06-29,746940,Double,double,False,677800,650633,Wilyer Abreu,Michael King,0,e6dba22b-633f-4d48-8f26-bb7f8f9b993d,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
29,2024-06-29,746940,Lineout,field_out,True,641933,650633,Tyler O'Neill,Michael King,0,ebd138a9-1573-4cd0-95a9-a881187ff3d8,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
30,2024-06-29,746940,Groundout,field_out,True,646240,650633,Rafael Devers,Michael King,1,9d17d5d1-5f9b-4333-90ae-dacc0a8d4193,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
31,2024-06-29,746940,Flyout,field_out,True,807799,650633,Masataka Yoshida,Michael King,0,c73983f6-0090-4a4e-8c8a-2d9579c1b1ce,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,87.0,105.0,98.0,114.0,98.0,102.0,,,,,,,0.257,,,0.243,,,1.03,-0.06,,,92.8,82.8,0.381,0.714,0.237,0.2,0.42,0.188,,,,,,,89.0,103.0,98.0,83.0,105.0,102.0,0.254,0.245,-1.2,1.28,93.5,86.6,0.198,0.267,0.355,0.269,0.452,0.201,,,,,,
32,2024-06-29,746940,Walk,walk,False,650333,656557,Luis Arraez,Tanner Houck,0,0a4801dc-8b41-4a18-8724-6f337e8a0b8a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-06-29,746940,Single,single,False,595777,656557,Jurickson Profar,Tanner Houck,1,5440720a-20b3-4e23-b3f9-6a4dc1caffd4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-06-29,746940,Single,single,False,630105,656557,Jake Cronenworth,Tanner Houck,1,42a7e464-7b2b-4102-8706-05a397c0d03a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-06-29,746940,Home Run,home_run,False,592518,656557,Manny Machado,Tanner Houck,1,37d5fe8e-032e-4e0b-b266-f4334195e59a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-06-29,746940,Lineout,field_out,True,456781,656557,Donovan Solano,Tanner Houck,0,88bd7f21-69ef-4d45-881a-4f10c55e6e53,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,
37,2024-06-29,746940,Lineout,field_out,True,701538,690544,Jackson Merrill,Bailey Horn,0,b3e14154-5dae-495a-bb18-b5e2a76b4817,690544.0,baileyhorn,Horn,Left,Bailey Horn,BOS,2.45,2.62,7.1,97.0,114.0,106.0,0.765,7.36,2.45,8.59,1.23,3.5,0.13,0.391,0.304,0.13,0.547,,,,131.0,96.0,114.0,83.0,80.0,78.0,,,,,0.093,,0.617,0.07,,,1.98,87.8,,,81.7,0.227,0.273,0.233,,,,,,,,,,,,,84.0,97.0,89.0,0.196,,-6.36,,94.6,,,,,0.5,1.25,0.083,99.0,115.0,110.0,0.093,3.63,77.0
