,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SI_ba,SI_slg,SI_whiff
0,2024-08-24,746022,Strikeout,strikeout,True,664023,678368,Ian Happ,Valente Bellozo,0,11d77102-1e9e-4d8f-a0dc-fefa8e771535,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,746022,Flyout,field_out,True,683737,678368,Michael Busch,Valente Bellozo,0,9ccc5935-5b6e-4701-93bc-bd1532ebcc2c,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,746022,Home Run,home_run,False,673548,678368,Seiya Suzuki,Valente Bellozo,0,28affd9e-360a-49a5-bc06-c9f232dbc049,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,746022,Groundout,field_out,True,641355,678368,Cody Bellinger,Valente Bellozo,0,19719c3b-f654-4257-9632-f5c21096bd88,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-24,746022,Flyout,field_out,True,681393,684007,Connor Norby,Shota Imanaga,0,6f9d25c6-4e4e-4da9-81a0-777b1510ebe0,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,106.0,107.0,106.0,51.0,107.0,96.0,0.535,0.006,0.072,0.038,0.032,0.52,-6.3,-0.49,-0.73,0.13,91.7,89.8,81.7,81.8,72.7,0.23,0.452,0.177,0.333,1.333,0.143,0.19,0.238,0.257,0.278,0.306,0.36,0.444,0.556,0.0,74.0,108.0,92.0,80.0,106.0,100.0,0.01,0.307,0.0,0.93,2.36,-76.62,83.0,88.5,53.9,0.228,0.317,0.42,,,,,,,,,
5,2024-08-24,746022,Groundout,field_out,True,669394,684007,Jake Burger,Shota Imanaga,0,671a95c0-f1c3-4d9f-a804-8153c0044ed4,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,106.0,107.0,106.0,51.0,107.0,96.0,0.535,0.006,0.072,0.038,0.032,0.52,-6.3,-0.49,-0.73,0.13,91.7,89.8,81.7,81.8,72.7,0.23,0.452,0.177,0.333,1.333,0.143,0.19,0.238,0.257,0.278,0.306,0.36,0.444,0.556,0.0,74.0,108.0,92.0,80.0,106.0,100.0,0.01,0.307,0.0,0.93,2.36,-76.62,83.0,88.5,53.9,0.228,0.317,0.42,,,,,,,,,
6,2024-08-24,746022,Flyout,field_out,True,681146,684007,Jonah Bride,Shota Imanaga,0,0223d628-661d-4ba9-af61-eaaf66a5c379,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,106.0,107.0,106.0,51.0,107.0,96.0,0.535,0.006,0.072,0.038,0.032,0.52,-6.3,-0.49,-0.73,0.13,91.7,89.8,81.7,81.8,72.7,0.23,0.452,0.177,0.333,1.333,0.143,0.19,0.238,0.257,0.278,0.306,0.36,0.444,0.556,0.0,74.0,108.0,92.0,80.0,106.0,100.0,0.01,0.307,0.0,0.93,2.36,-76.62,83.0,88.5,53.9,0.228,0.317,0.42,,,,,,,,,
7,2024-08-24,746022,Flyout,field_out,True,670623,678368,Isaac Paredes,Valente Bellozo,0,8c8a24f8-83ce-46c5-ac59-956f9bb53ea3,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-24,746022,Pop Out,field_out,True,663538,678368,Nico Hoerner,Valente Bellozo,0,820f59c9-68e2-42d5-bd9d-fdb4202afde4,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-24,746022,Walk,walk,False,621020,678368,Dansby Swanson,Valente Bellozo,0,cee5b32f-5afa-43c4-be84-48539da3e29d,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,4.32,5.97,41.2,97.0,71.0,87.0,0.812,6.91,3.24,8.86,1.94,0.42,0.275,0.435,0.145,0.435,0.398,88.0,86.0,93.0,92.0,84.0,81.0,54.0,101.0,82.0,88.0,102.0,97.0,74.0,99.0,91.0,0.406,0.243,0.119,0.112,0.121,0.94,0.87,-0.68,-5.04,-6.09,89.4,83.6,81.1,78.2,74.3,0.203,0.373,0.143,0.2,0.489,0.181,0.375,0.625,0.229,0.278,0.444,0.333,0.375,0.875,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
