,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-07,744903,Walk,walk,False,681297,670102,Colton Cowser,Bowden Francis,0,271015fe-2e45-48e0-a485-f247fb51d01c,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,744903,Home Run,home_run,False,623993,670102,Anthony Santander,Bowden Francis,1,0040c45a-cf17-462b-bf97-af3b4d7745fa,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,744903,Flyout,field_out,True,683002,670102,Gunnar Henderson,Bowden Francis,0,92e050c4-fc66-4a2b-926e-14ae768ea6b1,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,744903,Groundout,field_out,True,656811,670102,Ryan O'Hearn,Bowden Francis,0,c2acd863-f6c3-401a-8710-6c3c098ca2b5,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
4,2024-08-07,744903,Pop Out,field_out,True,668939,670102,Adley Rutschman,Bowden Francis,0,61c3ca0b-43db-4ab8-a8f7-f93c9fef5c2a,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
5,2024-08-07,744903,Strikeout,strikeout,True,543807,669432,George Springer,Trevor Rogers,0,0cca8657-25bc-493b-948d-3a3b351d187b,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.316,,0.206,,-0.23,,-0.35,-1.98,,91.9,,91.5,82.4,,0.252,0.467,0.234,,,,,,,0.312,0.506,0.259,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.28,85.6,0.295,0.396,0.238,,,,,,,,,,,,
6,2024-08-07,744903,Single,single,False,676391,669432,Ernie Clement,Trevor Rogers,0,6c763104-ed3a-43b6-b062-59844dd72bbe,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.316,,0.206,,-0.23,,-0.35,-1.98,,91.9,,91.5,82.4,,0.252,0.467,0.234,,,,,,,0.312,0.506,0.259,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.28,85.6,0.295,0.396,0.238,,,,,,,,,,,,
7,2024-08-07,744903,Single,single,False,665489,669432,Vladimir Guerrero Jr.,Trevor Rogers,1,e8ab9506-d994-433c-bc43-b1e7873329ac,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.316,,0.206,,-0.23,,-0.35,-1.98,,91.9,,91.5,82.4,,0.252,0.467,0.234,,,,,,,0.312,0.506,0.259,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.28,85.6,0.295,0.396,0.238,,,,,,,,,,,,
8,2024-08-07,744903,Single,single,False,672386,669432,Alejandro Kirk,Trevor Rogers,1,14048098-f6c2-4d4f-af1d-71d0eb0fecd3,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.316,,0.206,,-0.23,,-0.35,-1.98,,91.9,,91.5,82.4,,0.252,0.467,0.234,,,,,,,0.312,0.506,0.259,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.28,85.6,0.295,0.396,0.238,,,,,,,,,,,,
9,2024-08-07,744903,Sac Fly,sac_fly,True,687462,669432,Spencer Horwitz,Trevor Rogers,1,7e359b82-adc4-4b53-9a8a-b907cb58d498,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.316,,0.206,,-0.23,,-0.35,-1.98,,91.9,,91.5,82.4,,0.252,0.467,0.234,,,,,,,0.312,0.506,0.259,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.28,85.6,0.295,0.396,0.238,,,,,,,,,,,,
10,2024-08-07,744903,Forceout,force_out,True,676914,669432,Davis Schneider,Trevor Rogers,1,f86b3f96-dc3c-4c0a-a260-84340db9a407,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.316,,0.206,,-0.23,,-0.35,-1.98,,91.9,,91.5,82.4,,0.252,0.467,0.234,,,,,,,0.312,0.506,0.259,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.28,85.6,0.295,0.396,0.238,,,,,,,,,,,,
11,2024-08-07,744903,Double,double,False,663624,670102,Ryan Mountcastle,Bowden Francis,0,389a17f7-3c87-4502-b0f4-d91b27ee8e70,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
12,2024-08-07,744903,Strikeout,strikeout,True,650391,670102,Eloy Jiménez,Bowden Francis,0,27d16093-8c74-42dd-8348-8a2e58a25021,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,,,,
