,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff
0,2024-07-24,745716,Lineout,field_out,True,596019,543037,Francisco Lindor,Gerrit Cole,0,d0fe0525-720a-482e-b600-753d72a243ca,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,5.4,4.02,35.0,99.0,112.0,104.0,0.78,9.77,3.09,10.03,2.31,0.76,0.272,0.408,0.175,0.291,0.419,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,108.0,107.0,0.454,0.223,0.132,0.151,0.04,-1.75,-2.04,0.68,3.04,-9.47,95.9,91.2,88.1,88.4,83.3,0.273,0.545,0.2,0.367,0.7,0.235,0.143,0.19,0.27,0.2,0.3,0.317,0.75,1.75,0.273,,,,,,,,,,,,,,,,,,
1,2024-07-24,745716,Strikeout,strikeout,True,607043,543037,Brandon Nimmo,Gerrit Cole,0,e1bb0948-2be9-4956-a13d-138bc40f5f6d,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,5.4,4.02,35.0,99.0,112.0,104.0,0.78,9.77,3.09,10.03,2.31,0.76,0.272,0.408,0.175,0.291,0.419,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,108.0,107.0,0.454,0.223,0.132,0.151,0.04,-1.75,-2.04,0.68,3.04,-9.47,95.9,91.2,88.1,88.4,83.3,0.273,0.545,0.2,0.367,0.7,0.235,0.143,0.19,0.27,0.2,0.3,0.317,0.75,1.75,0.273,,,,,,,,,,,,,,,,,,
2,2024-07-24,745716,Flyout,field_out,True,502110,543037,J.D. Martinez,Gerrit Cole,0,c0d62e35-7a56-41e5-80cc-dcaae4e8e4dd,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,5.4,4.02,35.0,99.0,112.0,104.0,0.78,9.77,3.09,10.03,2.31,0.76,0.272,0.408,0.175,0.291,0.419,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,108.0,107.0,0.454,0.223,0.132,0.151,0.04,-1.75,-2.04,0.68,3.04,-9.47,95.9,91.2,88.1,88.4,83.3,0.273,0.545,0.2,0.367,0.7,0.235,0.143,0.19,0.27,0.2,0.3,0.317,0.75,1.75,0.273,,,,,,,,,,,,,,,,,,
3,2024-07-24,745716,Home Run,home_run,False,650402,640455,Gleyber Torres,Sean Manaea,0,8152134b-1e65-43d9-a62b-8fbb6a7e29ed,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.74,4.34,106.0,96.0,86.0,96.0,0.777,8.58,3.82,7.47,1.02,0.84,0.265,0.381,0.136,0.34,0.434,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,84.0,88.0,85.0,0.115,0.115,0.264,,0.125,-0.27,0.98,0.31,,-1.98,92.7,88.4,85.6,80.5,,0.229,0.354,0.204,0.222,0.25,0.179,,,,0.174,0.435,0.319,0.322,0.508,0.25,82.0,100.0,97.0,0.38,1.09,92.5,0.229,0.344,0.189,,,,,,,,,
4,2024-07-24,745716,Pop Out,field_out,True,665742,640455,Juan Soto,Sean Manaea,0,eec7c0d2-8748-445b-bde5-6ddefdd1d216,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.74,4.34,106.0,96.0,86.0,96.0,0.777,8.58,3.82,7.47,1.02,0.84,0.265,0.381,0.136,0.34,0.434,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,84.0,88.0,85.0,0.115,0.115,0.264,,0.125,-0.27,0.98,0.31,,-1.98,92.7,88.4,85.6,80.5,,0.229,0.354,0.204,0.222,0.25,0.179,,,,0.174,0.435,0.319,0.322,0.508,0.25,82.0,100.0,97.0,0.38,1.09,92.5,0.229,0.344,0.189,,,,,,,,,
5,2024-07-24,745716,Groundout,field_out,True,592450,640455,Aaron Judge,Sean Manaea,0,9b194881-c4d8-4f66-a2a2-a786aaee9247,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.74,4.34,106.0,96.0,86.0,96.0,0.777,8.58,3.82,7.47,1.02,0.84,0.265,0.381,0.136,0.34,0.434,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,84.0,88.0,85.0,0.115,0.115,0.264,,0.125,-0.27,0.98,0.31,,-1.98,92.7,88.4,85.6,80.5,,0.229,0.354,0.204,0.222,0.25,0.179,,,,0.174,0.435,0.319,0.322,0.508,0.25,82.0,100.0,97.0,0.38,1.09,92.5,0.229,0.344,0.189,,,,,,,,,
6,2024-07-24,745716,Hit By Pitch,hit_by_pitch,False,669224,640455,Austin Wells,Sean Manaea,0,06aa43a6-acba-463c-9951-0f20078abb0b,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.74,4.34,106.0,96.0,86.0,96.0,0.777,8.58,3.82,7.47,1.02,0.84,0.265,0.381,0.136,0.34,0.434,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,84.0,88.0,85.0,0.115,0.115,0.264,,0.125,-0.27,0.98,0.31,,-1.98,92.7,88.4,85.6,80.5,,0.229,0.354,0.204,0.222,0.25,0.179,,,,0.174,0.435,0.319,0.322,0.508,0.25,82.0,100.0,97.0,0.38,1.09,92.5,0.229,0.344,0.189,,,,,,,,,
7,2024-07-24,745716,Strikeout,strikeout,True,683011,640455,Anthony Volpe,Sean Manaea,1,863382f3-b194-4721-ba1a-b6e2a492366d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.74,4.34,106.0,96.0,86.0,96.0,0.777,8.58,3.82,7.47,1.02,0.84,0.265,0.381,0.136,0.34,0.434,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,84.0,88.0,85.0,0.115,0.115,0.264,,0.125,-0.27,0.98,0.31,,-1.98,92.7,88.4,85.6,80.5,,0.229,0.354,0.204,0.222,0.25,0.179,,,,0.174,0.435,0.319,0.322,0.508,0.25,82.0,100.0,97.0,0.38,1.09,92.5,0.229,0.344,0.189,,,,,,,,,
8,2024-07-24,745716,Strikeout,strikeout,True,624413,543037,Pete Alonso,Gerrit Cole,0,5268c674-2b92-4631-bc7e-47ccf4cdca08,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,5.4,4.02,35.0,99.0,112.0,104.0,0.78,9.77,3.09,10.03,2.31,0.76,0.272,0.408,0.175,0.291,0.419,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,108.0,107.0,0.454,0.223,0.132,0.151,0.04,-1.75,-2.04,0.68,3.04,-9.47,95.9,91.2,88.1,88.4,83.3,0.273,0.545,0.2,0.367,0.7,0.235,0.143,0.19,0.27,0.2,0.3,0.317,0.75,1.75,0.273,,,,,,,,,,,,,,,,,,
9,2024-07-24,745716,Groundout,field_out,True,668901,543037,Mark Vientos,Gerrit Cole,0,8f443964-9ddd-42f3-b57b-a3a58245fe39,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,5.4,4.02,35.0,99.0,112.0,104.0,0.78,9.77,3.09,10.03,2.31,0.76,0.272,0.408,0.175,0.291,0.419,75.0,89.0,90.0,115.0,94.0,100.0,129.0,105.0,109.0,109.0,100.0,110.0,103.0,108.0,107.0,0.454,0.223,0.132,0.151,0.04,-1.75,-2.04,0.68,3.04,-9.47,95.9,91.2,88.1,88.4,83.3,0.273,0.545,0.2,0.367,0.7,0.235,0.143,0.19,0.27,0.2,0.3,0.317,0.75,1.75,0.273,,,,,,,,,,,,,,,,,,
