,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff
0,2024-05-10,746479,Walk,walk,False,514888,663554,Jose Altuve,Casey Mize,0,5c89171c-ec7e-455d-ab5b-019ef3ba6ca7,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
1,2024-05-10,746479,Walk,walk,False,663656,663554,Kyle Tucker,Casey Mize,1,e0770252-0203-43a5-8317-17b5e963c772,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
2,2024-05-10,746479,Pop Out,field_out,True,670541,663554,Yordan Alvarez,Casey Mize,0,eaf241ea-706b-4a6a-985c-fa1a8d343880,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
3,2024-05-10,746479,Strikeout,strikeout,True,665161,663554,Jeremy Peña,Casey Mize,0,7ee090f9-a57a-43d9-9d3d-082c36bc00a5,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
4,2024-05-10,746479,Groundout,field_out,True,572138,663554,Jon Singleton,Casey Mize,0,51c4bd75-a126-4eca-907c-efe8e6cb68e7,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
5,2024-05-10,746479,Flyout,field_out,True,628451,664285,Andy Ibáñez,Framber Valdez,0,1b33c9c9-1c9f-46ba-95c9-479b7137e5c7,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,,,,,,,0.514,0.017,,0.04,,-3.8,,1.28,0.84,,94.2,,93.8,85.6,,0.4,1.0,0.273,0.211,0.421,0.367,,,,0.31,0.411,0.12,0.149,0.23,0.399,125.0,91.0,100.0,128.0,91.0,103.0,0.278,0.15,0.45,-0.13,89.5,80.0,0.264,0.358,0.345
6,2024-05-10,746479,Groundout,field_out,True,663837,664285,Matt Vierling,Framber Valdez,0,fb2c3e22-e68d-448f-9e84-e25a2fef2cef,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,,,,,,,0.514,0.017,,0.04,,-3.8,,1.28,0.84,,94.2,,93.8,85.6,,0.4,1.0,0.273,0.211,0.421,0.367,,,,0.31,0.411,0.12,0.149,0.23,0.399,125.0,91.0,100.0,128.0,91.0,103.0,0.278,0.15,0.45,-0.13,89.5,80.0,0.264,0.358,0.345
7,2024-05-10,746479,Groundout,field_out,True,592192,664285,Mark Canha,Framber Valdez,0,1d4db219-128a-4cc0-9b2b-52d3182651d0,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,,,,,,,0.514,0.017,,0.04,,-3.8,,1.28,0.84,,94.2,,93.8,85.6,,0.4,1.0,0.273,0.211,0.421,0.367,,,,0.31,0.411,0.12,0.149,0.23,0.399,125.0,91.0,100.0,128.0,91.0,103.0,0.278,0.15,0.45,-0.13,89.5,80.0,0.264,0.358,0.345
8,2024-05-10,746479,Double,double,False,608324,663554,Alex Bregman,Casey Mize,0,40720d82-c02c-4d9a-9e90-3557bb99b40c,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
9,2024-05-10,746479,Strikeout,strikeout,True,673237,663554,Yainer Diaz,Casey Mize,0,8d4b6a72-92fc-4aba-a942-cea402c2e209,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,
