,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-29,745999,Hit By Pitch,hit_by_pitch,False,650490,669060,Yandy Díaz,Bryse Wilson,0,6afc81cc-87a8-40dd-bde8-362267e121b9,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,
1,2024-04-29,745999,Walk,walk,False,680700,669060,Richie Palacios,Bryse Wilson,1,48bfbbf6-27e2-4af4-b5dc-7483128e9a7c,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,
2,2024-04-29,745999,Walk,walk,False,668227,669060,Randy Arozarena,Bryse Wilson,1,403d2b4f-ff9f-49fb-b755-534100683548,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,
3,2024-04-29,745999,Grounded Into DP,grounded_into_double_play,True,670623,669060,Isaac Paredes,Bryse Wilson,1,142d8024-d834-413e-a948-480655c30f9c,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,
4,2024-04-29,745999,Strikeout,strikeout,True,668853,669060,Austin Shenton,Bryse Wilson,0,99ad4168-511a-44f9-a893-c5869945d9a7,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,
5,2024-04-29,745999,Strikeout,strikeout,True,686217,686752,Sal Frelick,Ryan Pepiot,0,16f9b37a-5f0b-4ee1-9bf5-33e14a1f199c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,99.0,97.0,93.0,,0.512,0.024,0.03,0.219,1.55,-0.22,,-0.01,-1.34,94.9,91.9,86.1,,80.4,,,,0.333,0.333,0.063,0.149,0.264,0.313,0.167,0.167,0.5,0.253,0.471,0.287,120.0,95.0,106.0,0.214,1.01,89.0,0.239,0.394,0.286,,,,,,
6,2024-04-29,745999,Single,single,False,661388,686752,William Contreras,Ryan Pepiot,0,b2a35bd9-f181-499c-819c-05867557e65b,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,99.0,97.0,93.0,,0.512,0.024,0.03,0.219,1.55,-0.22,,-0.01,-1.34,94.9,91.9,86.1,,80.4,,,,0.333,0.333,0.063,0.149,0.264,0.313,0.167,0.167,0.5,0.253,0.471,0.287,120.0,95.0,106.0,0.214,1.01,89.0,0.239,0.394,0.286,,,,,,
7,2024-04-29,745999,Strikeout,strikeout,True,642715,686752,Willy Adames,Ryan Pepiot,0,ad574443-1b0f-42a1-beb4-595bb9c659d9,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,99.0,97.0,93.0,,0.512,0.024,0.03,0.219,1.55,-0.22,,-0.01,-1.34,94.9,91.9,86.1,,80.4,,,,0.333,0.333,0.063,0.149,0.264,0.313,0.167,0.167,0.5,0.253,0.471,0.287,120.0,95.0,106.0,0.214,1.01,89.0,0.239,0.394,0.286,,,,,,
8,2024-04-29,745999,Flyout,field_out,True,641343,686752,Jake Bauers,Ryan Pepiot,0,18314d06-8ba0-4f53-8221-7bb53787f087,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,99.0,97.0,93.0,,0.512,0.024,0.03,0.219,1.55,-0.22,,-0.01,-1.34,94.9,91.9,86.1,,80.4,,,,0.333,0.333,0.063,0.149,0.264,0.313,0.167,0.167,0.5,0.253,0.471,0.287,120.0,95.0,106.0,0.214,1.01,89.0,0.239,0.394,0.286,,,,,,
9,2024-04-29,745999,Groundout,field_out,True,676609,669060,José Caballero,Bryse Wilson,0,efde7bc6-2a41-49a3-9ce4-721f05f6878a,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,,,,,,,
