,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-03,746890,Flyout,field_out,True,686217,669713,Sal Frelick,Hayden Wesneski,0,faf6a922-3962-4179-89d9-f83c88b978bc,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
1,2024-05-03,746890,Pop Out,field_out,True,661388,669713,William Contreras,Hayden Wesneski,0,2e7bcb24-bf59-4b28-b783-9c7c888a7e21,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
2,2024-05-03,746890,Walk,walk,False,672012,669713,Tyler Black,Hayden Wesneski,0,a0d2c6ba-850f-407f-bf55-9139cff65f67,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
3,2024-05-03,746890,Flyout,field_out,True,642715,669713,Willy Adames,Hayden Wesneski,1,9e48e511-c10e-4830-8f7b-fd758116c5c9,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
4,2024-05-03,746890,Lineout,field_out,True,663538,605452,Nico Hoerner,Joe Ross,0,d27c9c10-54dc-4558-a2a7-b86fc76a8b16,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.087,-2.54,,0.25,-0.43,0.99,94.6,,90.3,94.5,86.4,0.286,0.514,0.288,0.246,0.386,0.414,0.255,0.333,0.189,,,,0.278,0.333,0.133,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,
5,2024-05-03,746890,Flyout,field_out,True,643565,605452,Mike Tauchman,Joe Ross,0,83dc40ee-f758-444e-9743-944e02d1c473,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.087,-2.54,,0.25,-0.43,0.99,94.6,,90.3,94.5,86.4,0.286,0.514,0.288,0.246,0.386,0.414,0.255,0.333,0.189,,,,0.278,0.333,0.133,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,
6,2024-05-03,746890,Single,single,False,664023,605452,Ian Happ,Joe Ross,0,feecbdff-a56d-4704-9e78-1f5517ffb19f,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.087,-2.54,,0.25,-0.43,0.99,94.6,,90.3,94.5,86.4,0.286,0.514,0.288,0.246,0.386,0.414,0.255,0.333,0.189,,,,0.278,0.333,0.133,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,
7,2024-05-03,746890,Groundout,field_out,True,666624,605452,Christopher Morel,Joe Ross,0,0c879498-6385-45e1-a094-bdda4f0c494d,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.087,-2.54,,0.25,-0.43,0.99,94.6,,90.3,94.5,86.4,0.286,0.514,0.288,0.246,0.386,0.414,0.255,0.333,0.189,,,,0.278,0.333,0.133,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,
8,2024-05-03,746890,Strikeout,strikeout,True,641343,669713,Jake Bauers,Hayden Wesneski,0,a171f88f-55eb-4083-a48a-fdc232f2a3a5,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
9,2024-05-03,746890,Strikeout,strikeout,True,656555,669713,Rhys Hoskins,Hayden Wesneski,0,6c26813c-b0f1-4980-9784-943d2d8860b9,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
10,2024-05-03,746890,Single,single,False,668930,669713,Brice Turang,Hayden Wesneski,0,6d5797c6-d49b-4de1-a907-e791b98e2853,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
11,2024-05-03,746890,Single,single,False,686554,669713,Oliver Dunn,Hayden Wesneski,1,d980aa6e-e1b5-4155-aea1-98482ba869d1,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
12,2024-05-03,746890,Groundout,field_out,True,663368,669713,Blake Perkins,Hayden Wesneski,0,cdc48b86-1e28-43c1-8fa8-ca563793bfe7,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,0.121,0.368,0.085,0.399,0.027,-0.5,2.33,-0.74,0.19,1.36,94.5,88.1,86.9,93.5,82.2,0.25,0.444,0.132,0.185,0.383,0.428,0.273,0.545,0.123,0.182,0.182,0.209,0.143,0.143,0.214,,,,,,,,,,,,,,,
13,2024-05-03,746890,Double,double,False,683737,605452,Michael Busch,Joe Ross,0,2e46e5ff-c88c-42da-80e4-f53a87a72051,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.087,-2.54,,0.25,-0.43,0.99,94.6,,90.3,94.5,86.4,0.286,0.514,0.288,0.246,0.386,0.414,0.255,0.333,0.189,,,,0.278,0.333,0.133,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,
