,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vCH,vSL,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-25,746994,Strikeout,strikeout,True,514888,665152,Jose Altuve,Dean Kremer,0,0b72a65b-410d-4ca1-b3ed-85989e3a7ee1,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,746994,Flyout,field_out,True,608324,665152,Alex Bregman,Dean Kremer,0,2c6dca05-0949-42f2-8594-1c0be4b6021e,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,746994,Groundout,field_out,True,673237,665152,Yainer Diaz,Dean Kremer,0,2534dcd5-a295-4604-a2f6-cf249c0c5785,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,746994,Flyout,field_out,True,596103,579328,Austin Slater,Yusei Kikuchi,0,4a754779-3569-48f3-83ea-8d9d2ea47512,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,99.0,105.0,105.0,116.0,103.0,108.0,,,,,,,,,,,0.487,,,0.194,-0.2,,,,-0.4,95.6,,,,82.8,0.29,0.525,0.27,,,,,,,,,,0.283,0.434,0.282,101.0,94.0,92.0,112.0,100.0,108.0,0.203,0.116,1.2,-0.27,87.0,88.7,0.201,0.271,0.297,0.194,0.254,0.379,,,
4,2024-08-25,746994,Groundout,field_out,True,668939,579328,Adley Rutschman,Yusei Kikuchi,0,a8efd0a5-aea2-43d7-a340-2b6f411c1e3a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,99.0,105.0,105.0,116.0,103.0,108.0,,,,,,,,,,,0.487,,,0.194,-0.2,,,,-0.4,95.6,,,,82.8,0.29,0.525,0.27,,,,,,,,,,0.283,0.434,0.282,101.0,94.0,92.0,112.0,100.0,108.0,0.203,0.116,1.2,-0.27,87.0,88.7,0.201,0.271,0.297,0.194,0.254,0.379,,,
5,2024-08-25,746994,Flyout,field_out,True,683002,579328,Gunnar Henderson,Yusei Kikuchi,0,4cf40fda-c70d-41ee-b46f-20ac2f34506b,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,99.0,105.0,105.0,116.0,103.0,108.0,,,,,,,,,,,0.487,,,0.194,-0.2,,,,-0.4,95.6,,,,82.8,0.29,0.525,0.27,,,,,,,,,,0.283,0.434,0.282,101.0,94.0,92.0,112.0,100.0,108.0,0.203,0.116,1.2,-0.27,87.0,88.7,0.201,0.271,0.297,0.194,0.254,0.379,,,
6,2024-08-25,746994,Flyout,field_out,True,665161,665152,Jeremy Peña,Dean Kremer,0,cf273ab9-e49b-436d-a8ba-34a82f3e1580,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,
7,2024-08-25,746994,Walk,walk,False,605170,665152,Victor Caratini,Dean Kremer,0,de1565ed-afd7-4117-b1dd-4a5710ec88c5,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,
8,2024-08-25,746994,Strikeout Double Play,strikeout_double_play,True,592325,665152,Ben Gamel,Dean Kremer,1,6e4905f8-88d8-4409-9d3c-f6278380f228,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,89.0,100.0,97.0,91.0,99.0,98.0,79.0,104.0,96.0,99.0,103.0,99.0,72.0,99.0,98.0,0.155,0.308,0.242,0.18,0.114,-0.53,0.3,0.25,0.5,0.74,93.4,86.9,84.0,92.3,77.1,0.252,0.561,0.202,0.26,0.356,0.223,0.23,0.351,0.079,0.135,0.243,0.342,0.194,0.226,0.159,,,,,,,,,,,,,,,,,,,,,
9,2024-08-25,746994,Flyout,field_out,True,623993,579328,Anthony Santander,Yusei Kikuchi,0,15d55d9e-78f1-4cab-961b-b52ad334a5b6,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,99.0,105.0,105.0,116.0,103.0,108.0,,,,,,,,,,,0.487,,,0.194,-0.2,,,,-0.4,95.6,,,,82.8,0.29,0.525,0.27,,,,,,,,,,0.283,0.434,0.282,101.0,94.0,92.0,112.0,100.0,108.0,0.203,0.116,1.2,-0.27,87.0,88.7,0.201,0.271,0.297,0.194,0.254,0.379,,,
