,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,FC%,wFC/C,vFC
10,2024-05-29,746467,Strikeout,strikeout,True,679529,683003,Spencer Torkelson,Jared Jones,0,0e4019c1-0a50-45f1-974e-66f74c275567,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
11,2024-05-29,746467,Walk,walk,False,663647,669373,Ke'Bryan Hayes,Tarik Skubal,0,4a641a6a-1289-4ec0-ab22-8a7e3b97da94,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
12,2024-05-29,746467,Strikeout,strikeout,True,693304,669373,Nick Gonzales,Tarik Skubal,0,d292a3ee-5b8e-4d61-9c50-c2569dc4cdd1,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
13,2024-05-29,746467,Single,single,False,518735,669373,Yasmani Grandal,Tarik Skubal,1,de07e43d-0dc7-492a-957f-6981a1872924,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
14,2024-05-29,746467,Strikeout,strikeout,True,572191,669373,Michael A. Taylor,Tarik Skubal,0,4a60d6c2-3173-4a79-bd3a-a47774bf3642,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
15,2024-05-29,746467,Flyout,field_out,True,675961,669373,Alika Williams,Tarik Skubal,0,a2d5c250-c2da-40fe-aa04-143bdb9e0e9c,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
16,2024-05-29,746467,Walk,walk,False,595879,683003,Javier Báez,Jared Jones,0,6814717d-274f-4f1a-9a59-5667cad7d4eb,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
17,2024-05-29,746467,Strikeout,strikeout,True,668670,683003,Jake Rogers,Jared Jones,0,7723208e-033e-4c45-b767-47fe70e10bcd,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
18,2024-05-29,746467,Lineout,field_out,True,672761,683003,Wenceel Pérez,Jared Jones,0,85855e34-09b2-47e7-bba6-9841eaec8ec3,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
19,2024-05-29,746467,Caught Stealing 2B,caught_stealing_2b,True,663837,683003,Matt Vierling,Jared Jones,0,38ab8f59-e2ed-495e-b431-5f6ccc6d762d,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
20,2024-05-29,746467,Strikeout,strikeout,True,457705,669373,Andrew McCutchen,Tarik Skubal,0,88867bc0-2e7a-4859-bd0a-51bd054ed5aa,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
21,2024-05-29,746467,Groundout,field_out,True,668804,669373,Bryan Reynolds,Tarik Skubal,0,07e27c84-da0e-4d50-b2f6-2eb98cad8879,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
22,2024-05-29,746467,Groundout,field_out,True,656582,669373,Connor Joe,Tarik Skubal,0,4ef9ae21-1d57-4d9f-93b0-8cf72a978cdd,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
23,2024-05-29,746467,Groundout,field_out,True,663837,683003,Matt Vierling,Jared Jones,0,1e4c0881-b370-4b31-8e2e-604f93d72e7e,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
24,2024-05-29,746467,Groundout,field_out,True,682985,683003,Riley Greene,Jared Jones,0,285478da-96bb-49d7-a10b-d5f77d5a9a84,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
25,2024-05-29,746467,Groundout,field_out,True,592192,683003,Mark Canha,Jared Jones,0,70aa61dd-ef3e-4286-9d85-34df041cadb2,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
26,2024-05-29,746467,Groundout,field_out,True,658668,669373,Edward Olivares,Tarik Skubal,0,3b1952be-cb25-460e-9f3f-df808ab735df,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
27,2024-05-29,746467,Groundout,field_out,True,663647,669373,Ke'Bryan Hayes,Tarik Skubal,0,d3c6cf93-b05c-42a5-b48d-d3c830a7af4c,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
28,2024-05-29,746467,Single,single,False,693304,669373,Nick Gonzales,Tarik Skubal,0,fdda8fc6-6ee0-4d2c-8872-7a202f2a0356,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
29,2024-05-29,746467,Strikeout,strikeout,True,518735,669373,Yasmani Grandal,Tarik Skubal,0,ef3264a5-098a-42cf-a283-02c284c28de0,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
30,2024-05-29,746467,Groundout,field_out,True,570482,683003,Gio Urshela,Jared Jones,0,a55e498d-4e22-4cb3-940c-7f3b08535389,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
31,2024-05-29,746467,Pop Out,field_out,True,690993,683003,Colt Keith,Jared Jones,0,14e22494-8cc3-461d-a449-bb0da08f5951,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
32,2024-05-29,746467,Pop Out,field_out,True,679529,683003,Spencer Torkelson,Jared Jones,0,3f8e00a8-8512-46f8-a0d8-0e7db3bb5dde,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,0.498,0.361,,0.068,0.34,,1.59,,-3.19,97.3,89.7,,88.6,,0.303,0.576,0.241,0.214,0.403,0.273,,,,0.194,0.313,0.398,0.364,0.818,0.28,99.0,96.0,99.0,0.073,-1.54,80.3,,,,,,
33,2024-05-29,746467,Flyout,field_out,True,572191,669373,Michael A. Taylor,Tarik Skubal,0,179a89ac-eb51-4f12-814d-8ecafdab3ad1,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
34,2024-05-29,746467,Flyout,field_out,True,675961,669373,Alika Williams,Tarik Skubal,0,07aa9dab-a9d7-4dd8-9eea-b6826c445e64,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
35,2024-05-29,746467,Lineout,field_out,True,457705,669373,Andrew McCutchen,Tarik Skubal,0,a063e6eb-88d0-47e8-804a-d38d6c5e72cd,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,
