,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-06-26,746374,Pop Out,field_out,True,686668,681293,Brenton Doyle,Spencer Arrighetti,0,8377870c-2e6e-46b7-bd52-819db870bc25,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
1,2024-06-26,746374,Strikeout,strikeout,True,678662,681293,Ezequiel Tovar,Spencer Arrighetti,0,cc39d201-2ecd-442e-84ee-479b75f01716,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
2,2024-06-26,746374,Strikeout,strikeout,True,641857,681293,Ryan McMahon,Spencer Arrighetti,0,f340fbb2-454f-4078-8be1-5c81770a8609,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
3,2024-06-26,746374,Groundout,field_out,True,514888,663372,Jose Altuve,Ryan Feltner,0,30c1ff86-4f70-48d3-bbb0-227e4d677bd4,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,0.083,0.147,-0.09,,-1.06,-0.09,-1.33,94.9,,85.4,88.1,79.2,0.257,0.405,0.182,,,,0.2,0.333,0.299,0.182,0.545,0.235,0.321,0.5,0.422,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164
4,2024-06-26,746374,Strikeout,strikeout,True,608324,663372,Alex Bregman,Ryan Feltner,0,950e608b-2687-4fe9-a496-73aece08b074,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,0.083,0.147,-0.09,,-1.06,-0.09,-1.33,94.9,,85.4,88.1,79.2,0.257,0.405,0.182,,,,0.2,0.333,0.299,0.182,0.545,0.235,0.321,0.5,0.422,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164
5,2024-06-26,746374,Flyout,field_out,True,670541,663372,Yordan Alvarez,Ryan Feltner,0,d3b86886-c394-42a6-a98c-fe678bbde4e6,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,0.083,0.147,-0.09,,-1.06,-0.09,-1.33,94.9,,85.4,88.1,79.2,0.257,0.405,0.182,,,,0.2,0.333,0.299,0.182,0.545,0.235,0.321,0.5,0.422,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164
6,2024-06-26,746374,Groundout,field_out,True,663898,681293,Brendan Rodgers,Spencer Arrighetti,0,b196f954-2346-4582-abf9-39b6bd4fa712,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
7,2024-06-26,746374,Strikeout,strikeout,True,669911,681293,Michael Toglia,Spencer Arrighetti,0,e5dacfd0-9e6b-475c-bc8e-d6be162c28c7,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
8,2024-06-26,746374,Groundout,field_out,True,607732,681293,Jacob Stallings,Spencer Arrighetti,0,457e5fc5-9fb8-47e3-be8d-22b66813a357,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,
9,2024-06-26,746374,Single,single,False,673237,663372,Yainer Diaz,Ryan Feltner,0,1ba09575-7ed4-425b-b690-4c3e7b288675,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,0.083,0.147,-0.09,,-1.06,-0.09,-1.33,94.9,,85.4,88.1,79.2,0.257,0.405,0.182,,,,0.2,0.333,0.299,0.182,0.545,0.235,0.321,0.5,0.422,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164
