,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-11,747166,Groundout,field_out,True,656941,518876,Kyle Schwarber,Merrill Kelly,0,50095c9c-253e-41df-906d-c656f3b60951,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,0.126,0.207,0.257,0.146,0.062,0.202,1.27,0.74,-6.9,0.75,-3.02,3.77,91.7,90.1,88.3,91.9,85.4,81.6,0.132,0.132,0.303,0.25,0.469,0.093,0.154,0.346,0.241,0.28,0.36,0.412,0.474,1.0,0.098,0.25,0.625,0.118,,,,,,,,,,,,
1,2024-08-11,747166,Single,single,False,607208,518876,Trea Turner,Merrill Kelly,0,e565bdd4-f85d-4f49-bd26-d297db6aedb1,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,0.126,0.207,0.257,0.146,0.062,0.202,1.27,0.74,-6.9,0.75,-3.02,3.77,91.7,90.1,88.3,91.9,85.4,81.6,0.132,0.132,0.303,0.25,0.469,0.093,0.154,0.346,0.241,0.28,0.36,0.412,0.474,1.0,0.098,0.25,0.625,0.118,,,,,,,,,,,,
2,2024-08-11,747166,Walk,walk,False,547180,518876,Bryce Harper,Merrill Kelly,1,648db2cc-1f9c-4041-88ee-e67680039064,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,0.126,0.207,0.257,0.146,0.062,0.202,1.27,0.74,-6.9,0.75,-3.02,3.77,91.7,90.1,88.3,91.9,85.4,81.6,0.132,0.132,0.303,0.25,0.469,0.093,0.154,0.346,0.241,0.28,0.36,0.412,0.474,1.0,0.098,0.25,0.625,0.118,,,,,,,,,,,,
3,2024-08-11,747166,Double,double,False,664761,518876,Alec Bohm,Merrill Kelly,1,7517edb7-c1e1-4332-989b-25c813b83b4e,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,0.126,0.207,0.257,0.146,0.062,0.202,1.27,0.74,-6.9,0.75,-3.02,3.77,91.7,90.1,88.3,91.9,85.4,81.6,0.132,0.132,0.303,0.25,0.469,0.093,0.154,0.346,0.241,0.28,0.36,0.412,0.474,1.0,0.098,0.25,0.625,0.118,,,,,,,,,,,,
4,2024-08-11,747166,Groundout,field_out,True,681082,518876,Bryson Stott,Merrill Kelly,1,7bcf017d-f26d-4313-96a4-6e5c64b38210,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,0.126,0.207,0.257,0.146,0.062,0.202,1.27,0.74,-6.9,0.75,-3.02,3.77,91.7,90.1,88.3,91.9,85.4,81.6,0.132,0.132,0.303,0.25,0.469,0.093,0.154,0.346,0.241,0.28,0.36,0.412,0.474,1.0,0.098,0.25,0.625,0.118,,,,,,,,,,,,
5,2024-08-11,747166,Groundout,field_out,True,592206,518876,Nick Castellanos,Merrill Kelly,0,01d417b0-bc8a-4efd-bc2a-9b827505dd97,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,82.0,96.0,88.0,119.0,111.0,111.0,94.0,101.0,97.0,0.126,0.207,0.257,0.146,0.062,0.202,1.27,0.74,-6.9,0.75,-3.02,3.77,91.7,90.1,88.3,91.9,85.4,81.6,0.132,0.132,0.303,0.25,0.469,0.093,0.154,0.346,0.241,0.28,0.36,0.412,0.474,1.0,0.098,0.25,0.625,0.118,,,,,,,,,,,,
6,2024-08-11,747166,Groundout,field_out,True,672695,650911,Geraldo Perdomo,Cristopher Sánchez,0,8e304518-bedd-4915-b5a6-5705d22e7010,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,,0.001,0.169,,0.359,,2.6,-0.63,0.34,,1.68,,86.5,85.1,94.3,84.3,,0.18,0.216,0.343,,,,,,,0.228,0.38,0.303,0.362,0.49,0.122,,,,,,,,,,,,,,,
7,2024-08-11,747166,Groundout,field_out,True,664983,650911,Jake McCarthy,Cristopher Sánchez,0,0dc2fca1-98d5-4d3d-9956-cd90c738d66e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,,0.001,0.169,,0.359,,2.6,-0.63,0.34,,1.68,,86.5,85.1,94.3,84.3,,0.18,0.216,0.343,,,,,,,0.228,0.38,0.303,0.362,0.49,0.122,,,,,,,,,,,,,,,
8,2024-08-11,747166,Single,single,False,666971,650911,Lourdes Gurriel Jr.,Cristopher Sánchez,0,ce4757ff-a5a3-4e19-bbd3-18f7613f0af5,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,,0.001,0.169,,0.359,,2.6,-0.63,0.34,,1.68,,86.5,85.1,94.3,84.3,,0.18,0.216,0.343,,,,,,,0.228,0.38,0.303,0.362,0.49,0.122,,,,,,,,,,,,,,,
9,2024-08-11,747166,Single,single,False,605137,650911,Josh Bell,Cristopher Sánchez,1,01d959bc-fa5f-4fe3-9772-bf52d55895a7,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,86.0,52.0,74.0,0.471,,0.001,0.169,,0.359,,2.6,-0.63,0.34,,1.68,,86.5,85.1,94.3,84.3,,0.18,0.216,0.343,,,,,,,0.228,0.38,0.303,0.362,0.49,0.122,,,,,,,,,,,,,,,
