,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-07,745142,Flyout,field_out,True,650490,607200,Yandy Díaz,Erick Fedde,0,9ed613fa-bb76-4007-b3dd-1bc724195435,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,0.172,-13.43,-0.06,0.68,1.64,-0.24,92.4,89.9,87.8,93.0,83.5,0.266,0.509,0.237,0.241,0.345,0.204,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,745142,Strikeout,strikeout,True,664040,607200,Brandon Lowe,Erick Fedde,0,b22edf66-3da1-465a-9948-aa74c2c9e7b0,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,0.172,-13.43,-0.06,0.68,1.64,-0.24,92.4,89.9,87.8,93.0,83.5,0.266,0.509,0.237,0.241,0.345,0.204,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,745142,Flyout,field_out,True,666624,607200,Christopher Morel,Erick Fedde,0,7363358a-9334-477e-872a-e5b86ea31374,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,0.172,-13.43,-0.06,0.68,1.64,-0.24,92.4,89.9,87.8,93.0,83.5,0.266,0.509,0.237,0.241,0.345,0.204,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,745142,Double,double,False,691026,671737,Masyn Winn,Taj Bradley,0,f0a2b947-99c1-4c84-98f9-284b55c2bcd8,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,127.0,97.0,101.0,,,,,,,90.0,97.0,96.0,,0.419,0.203,,,0.4,1.07,,,,96.3,90.7,,,,0.197,0.395,0.314,,,,,,,,,,101.0,89.0,92.0,122.0,100.0,112.0,0.282,0.096,0.83,-1.48,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.227,0.545,0.341,,,
4,2024-08-07,745142,Flyout,field_out,True,676475,671737,Alec Burleson,Taj Bradley,1,c49d1419-9360-4f74-b9f5-1644070c662a,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,127.0,97.0,101.0,,,,,,,90.0,97.0,96.0,,0.419,0.203,,,0.4,1.07,,,,96.3,90.7,,,,0.197,0.395,0.314,,,,,,,,,,101.0,89.0,92.0,122.0,100.0,112.0,0.282,0.096,0.83,-1.48,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.227,0.545,0.341,,,
5,2024-08-07,745142,Single,single,False,575929,671737,Willson Contreras,Taj Bradley,1,e0e46ab0-54a0-437c-b537-7fa562cc948d,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,127.0,97.0,101.0,,,,,,,90.0,97.0,96.0,,0.419,0.203,,,0.4,1.07,,,,96.3,90.7,,,,0.197,0.395,0.314,,,,,,,,,,101.0,89.0,92.0,122.0,100.0,112.0,0.282,0.096,0.83,-1.48,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.227,0.545,0.341,,,
6,2024-08-07,745142,Flyout,field_out,True,680977,671737,Brendan Donovan,Taj Bradley,0,f34782e0-d447-45df-a20b-ef9e7a3007fa,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,127.0,97.0,101.0,,,,,,,90.0,97.0,96.0,,0.419,0.203,,,0.4,1.07,,,,96.3,90.7,,,,0.197,0.395,0.314,,,,,,,,,,101.0,89.0,92.0,122.0,100.0,112.0,0.282,0.096,0.83,-1.48,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.227,0.545,0.341,,,
7,2024-08-07,745142,Single,single,False,571448,671737,Nolan Arenado,Taj Bradley,1,12d7659c-fd2f-4944-bae2-7d0b84a36abb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,127.0,97.0,101.0,,,,,,,90.0,97.0,96.0,,0.419,0.203,,,0.4,1.07,,,,96.3,90.7,,,,0.197,0.395,0.314,,,,,,,,,,101.0,89.0,92.0,122.0,100.0,112.0,0.282,0.096,0.83,-1.48,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.227,0.545,0.341,,,
8,2024-08-07,745142,Strikeout,strikeout,True,663457,671737,Lars Nootbaar,Taj Bradley,0,b362e15e-c3b1-4812-bbce-cb7f6460dfb9,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,127.0,97.0,101.0,,,,,,,90.0,97.0,96.0,,0.419,0.203,,,0.4,1.07,,,,96.3,90.7,,,,0.197,0.395,0.314,,,,,,,,,,101.0,89.0,92.0,122.0,100.0,112.0,0.282,0.096,0.83,-1.48,90.7,79.0,0.261,0.461,0.205,0.188,0.293,0.331,0.227,0.545,0.341,,,
9,2024-08-07,745142,Double,double,False,666139,607200,Josh Lowe,Erick Fedde,0,b4268f8e-0f92-40de-8eff-48ad5bfec25d,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,0.172,-13.43,-0.06,0.68,1.64,-0.24,92.4,89.9,87.8,93.0,83.5,0.266,0.509,0.237,0.241,0.345,0.204,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,,,,,,,
