,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-12,745953,Lineout,field_out,True,660271,642547,Shohei Ohtani,Freddy Peralta,0,7669042b-0dc9-48ed-a175-40f2fae10dea,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-12,745953,Strikeout,strikeout,True,605141,642547,Mookie Betts,Freddy Peralta,0,380cc440-67de-492b-82a6-b91cb9cb3ce5,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-12,745953,Lineout,field_out,True,518692,642547,Freddie Freeman,Freddy Peralta,0,4e394033-3cc2-4f4e-9280-e3856dadb9e0,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-12,745953,Groundout,field_out,True,668930,477132,Brice Turang,Clayton Kershaw,0,0ed81295-ee82-458c-80fe-0fec711a78d1,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,0.344,0.442,0.161,0.023,-2.18,0.26,2.44,3.89,89.9,84.2,86.0,72.2,0.412,0.5,0.082,0.268,0.393,0.248,,,,0.143,0.19,0.342,61.0,72.0,74.0,0.006,0.023,-4.62,-2.47,82.9,90.2,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-12,745953,Flyout,field_out,True,694192,477132,Jackson Chourio,Clayton Kershaw,0,8d75e05a-1de6-4241-bf10-1ef812f85bfd,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,0.344,0.442,0.161,0.023,-2.18,0.26,2.44,3.89,89.9,84.2,86.0,72.2,0.412,0.5,0.082,0.268,0.393,0.248,,,,0.143,0.19,0.342,61.0,72.0,74.0,0.006,0.023,-4.62,-2.47,82.9,90.2,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-12,745953,Groundout,field_out,True,669003,477132,Garrett Mitchell,Clayton Kershaw,0,f8faa989-3f64-4c57-b5dc-29a8d42b4050,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,0.344,0.442,0.161,0.023,-2.18,0.26,2.44,3.89,89.9,84.2,86.0,72.2,0.412,0.5,0.082,0.268,0.393,0.248,,,,0.143,0.19,0.342,61.0,72.0,74.0,0.006,0.023,-4.62,-2.47,82.9,90.2,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-12,745953,Strikeout,strikeout,True,606192,642547,Teoscar Hernández,Freddy Peralta,0,fca0ca53-90e3-4896-bc08-dcc54db992b2,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-12,745953,Flyout,field_out,True,666158,642547,Gavin Lux,Freddy Peralta,0,ce8975ce-8fd2-4231-9db7-e6fe9e9b1e21,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-12,745953,Walk,walk,False,669257,642547,Will Smith,Freddy Peralta,0,2f919020-d608-4b57-b303-bcb133172ff2,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-12,745953,Forceout,force_out,True,500743,642547,Miguel Rojas,Freddy Peralta,1,9ebcf9c9-c769-45ce-b137-886297cb8bd6,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
