,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-04-27,745350,Strikeout,strikeout,True,457705,663855,Andrew McCutchen,Jordan Hicks,0,c77b14bb-21f1-4eac-9005-9f5f039e4f4f,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-27,745350,Strikeout,strikeout,True,668804,663855,Bryan Reynolds,Jordan Hicks,0,3d5dc001-edbe-40c2-bb1d-43e87b38d0ec,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-27,745350,Strikeout,strikeout,True,663647,663855,Ke'Bryan Hayes,Jordan Hicks,0,3a9bb283-af50-41a1-a40d-5f6334961625,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-27,745350,Groundout,field_out,True,596103,527048,Austin Slater,Martín Pérez,0,34058ba1-d62a-4bdc-af13-9cfba14a6d64,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,-5.77,,-0.23,,91.4,,90.9,,0.3,0.423,0.1,,,,,,,0.375,0.625,0.036,77.0,106.0,97.0,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,0.215,-0.81,0.23,-3.51,88.4,83.4,78.3,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306
4,2024-04-27,745350,Flyout,field_out,True,527038,527048,Wilmer Flores,Martín Pérez,0,e21d8cc1-f68b-4c25-81b5-7f86fb155c15,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,-5.77,,-0.23,,91.4,,90.9,,0.3,0.423,0.1,,,,,,,0.375,0.625,0.036,77.0,106.0,97.0,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,0.215,-0.81,0.23,-3.51,88.4,83.4,78.3,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306
5,2024-04-27,745350,Strikeout,strikeout,True,808982,527048,Jung Hoo Lee,Martín Pérez,0,8481ee85-c2e8-4199-a09a-8dd7490e6ea1,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,-5.77,,-0.23,,91.4,,90.9,,0.3,0.423,0.1,,,,,,,0.375,0.625,0.036,77.0,106.0,97.0,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,0.215,-0.81,0.23,-3.51,88.4,83.4,78.3,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306
6,2024-04-27,745350,Groundout,field_out,True,656582,663855,Connor Joe,Jordan Hicks,0,6057e6ad-ae7f-48e1-8bdc-27688f95a358,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-27,745350,Groundout,field_out,True,669261,663855,Jack Suwinski,Jordan Hicks,0,ea2bf2f8-352e-4148-a734-f2b9198507c8,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-27,745350,Strikeout,strikeout,True,663698,663855,Joey Bart,Jordan Hicks,0,2ca6c0fd-c7c6-4a58-a462-a805b038ebfe,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,121.0,92.0,106.0,0.507,0.052,0.21,0.23,-3.81,-0.21,0.19,0.18,95.5,84.2,94.4,81.0,0.337,0.484,0.122,0.165,0.271,0.399,0.145,0.319,0.377,0.263,0.421,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-27,745350,Strikeout,strikeout,True,656305,527048,Matt Chapman,Martín Pérez,0,19d05357-9e67-40d6-89ed-69fb7b24bd79,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,52.0,92.0,90.0,75.0,103.0,96.0,,,,,,,0.375,0.055,,,-5.77,,-0.23,,91.4,,90.9,,0.3,0.423,0.1,,,,,,,0.375,0.625,0.036,77.0,106.0,97.0,71.0,98.0,96.0,65.0,105.0,94.0,0.254,0.101,0.215,-0.81,0.23,-3.51,88.4,83.4,78.3,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306
