,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CH%,wFA/C,wFC/C,wSI/C,wCH/C,vFA,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-30,746073,Double,double,False,678662,664350,Ezequiel Tovar,Sixto Sánchez,0,25228be8-6f40-4a8f-83c8-183ac114db5e,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-30,746073,Sac Bunt,sac_bunt,True,686668,664350,Brenton Doyle,Sixto Sánchez,1,6251a12b-2028-4a56-93e9-7f1ccd7d4cd2,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-30,746073,Single,single,False,641857,664350,Ryan McMahon,Sixto Sánchez,1,296e4d5f-8633-440a-8f9e-51c69baea0e9,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-30,746073,Groundout,field_out,True,553869,664350,Elias Díaz,Sixto Sánchez,1,8b34caae-ed4f-4a67-8599-feb2351de4fb,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-30,746073,Single,single,False,453568,664350,Charlie Blackmon,Sixto Sánchez,1,523f486d-1092-44b7-a448-b51b45d9a026,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-30,746073,Single,single,False,663898,664350,Brendan Rodgers,Sixto Sánchez,1,46275dbf-6184-475d-920a-54573f144d5f,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-30,746073,Home Run,home_run,False,660707,664350,Elehuris Montero,Sixto Sánchez,1,8dd4a970-dee5-456c-a205-32473c66534b,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-30,746073,Single,single,False,687597,664350,Jordan Beck,Sixto Sánchez,0,0a81c048-5910-42f2-a34b-2a304cd086f2,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-30,746073,Groundout,field_out,True,656248,664350,Sean Bouchard,Sixto Sánchez,0,24fe1f52-d696-4c78-97a7-3b6c92751b85,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-30,746073,Lineout,field_out,True,650333,663372,Luis Arraez,Ryan Feltner,0,1f0bb602-9663-41f2-8f10-691f5823d66d,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,83.0,102.0,97.0,91.0,91.0,87.0,,,,0.14,0.34,,0.147,-0.09,,0.41,-1.33,94.9,,85.4,94.4,,,,0.321,0.5,0.422,0.257,0.405,0.182,0.286,0.375,0.164,104.0,110.0,116.0,110.0,99.0,104.0,0.291,0.083,-1.06,-0.09,88.1,79.2,0.182,0.545,0.235,0.2,0.333,0.299,,,,,,,,,
