,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-28,747017,Groundout,field_out,True,543760,544150,Marcus Semien,Albert Suárez,0,e353d753-85f3-45d3-b200-3bf042a49d74,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-28,747017,Single,single,False,608369,544150,Corey Seager,Albert Suárez,0,d81ac9a4-5962-410d-b725-41c5fd917580,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-28,747017,Groundout,field_out,True,669701,544150,Josh Smith,Albert Suárez,1,a5a3bcdf-d10e-4e53-b3fa-e21034ec1249,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-28,747017,Groundout,field_out,True,666969,544150,Adolis García,Albert Suárez,0,bcbdcf58-9790-4d22-a619-f19d5d6bb496,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-28,747017,Groundout,field_out,True,683002,453286,Gunnar Henderson,Max Scherzer,0,aee15e4c-a247-4786-a3cf-acf4e8d5b1e0,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,116.0,120.0,103.0,0.451,0.082,0.144,0.11,1.51,2.74,-3.57,-1.54,92.7,86.7,83.1,74.9,0.194,0.389,0.161,0.167,0.5,0.227,0.267,0.333,0.16,0.333,0.75,0.318,108.0,108.0,106.0,0.213,0.43,85.2,0.222,0.37,0.447,,,,,,,,,,,,,,,
5,2024-06-28,747017,Pop Out,field_out,True,623993,453286,Anthony Santander,Max Scherzer,0,37487e2d-a0fc-46bd-a4e9-1ebf4f341e98,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,116.0,120.0,103.0,0.451,0.082,0.144,0.11,1.51,2.74,-3.57,-1.54,92.7,86.7,83.1,74.9,0.194,0.389,0.161,0.167,0.5,0.227,0.267,0.333,0.16,0.333,0.75,0.318,108.0,108.0,106.0,0.213,0.43,85.2,0.222,0.37,0.447,,,,,,,,,,,,,,,
6,2024-06-28,747017,Walk,walk,False,656811,453286,Ryan O'Hearn,Max Scherzer,0,0641b0e3-52d4-476d-b061-abd9b198dafa,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,116.0,120.0,103.0,0.451,0.082,0.144,0.11,1.51,2.74,-3.57,-1.54,92.7,86.7,83.1,74.9,0.194,0.389,0.161,0.167,0.5,0.227,0.267,0.333,0.16,0.333,0.75,0.318,108.0,108.0,106.0,0.213,0.43,85.2,0.222,0.37,0.447,,,,,,,,,,,,,,,
7,2024-06-28,747017,Flyout,field_out,True,663624,453286,Ryan Mountcastle,Max Scherzer,0,d5243498-b0e5-425f-913c-15a6e1825a8b,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,116.0,120.0,103.0,0.451,0.082,0.144,0.11,1.51,2.74,-3.57,-1.54,92.7,86.7,83.1,74.9,0.194,0.389,0.161,0.167,0.5,0.227,0.267,0.333,0.16,0.333,0.75,0.318,108.0,108.0,106.0,0.213,0.43,85.2,0.222,0.37,0.447,,,,,,,,,,,,,,,
8,2024-06-28,747017,Pop Out,field_out,True,694671,544150,Wyatt Langford,Albert Suárez,0,2aade9d1-6ac1-4c8b-af63-2c19aa9e509c,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-28,747017,Groundout,field_out,True,663993,544150,Nathaniel Lowe,Albert Suárez,0,98d6fb52-7fbb-4e6c-aec2-41ad33a05dd2,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,2.82,4.07,70.1,100.0,90.0,96.0,0.79,7.04,3.2,7.93,0.51,0.78,0.252,0.421,0.126,0.262,0.386,98.0,99.0,106.0,93.0,97.0,97.0,92.0,101.0,95.0,73.0,101.0,91.0,0.529,0.2,0.092,0.178,0.49,-0.22,-0.29,1.03,95.1,86.4,85.9,78.5,0.241,0.38,0.214,0.19,0.293,0.228,0.283,0.413,0.302,0.238,0.333,0.205,,,,,,,,,,,,,,,,,,,,,,,,
