,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-11,746069,Flyout,field_out,True,593160,666200,Whit Merrifield,Jesús Luzardo,0,0ac45425-0147-479a-8ff6-be3270e16e60,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,746069,Flyout,field_out,True,592663,666200,J.T. Realmuto,Jesús Luzardo,0,d05faac7-ceaa-43d9-bb4d-938e8f244bd8,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,746069,Strikeout,strikeout,True,547180,666200,Bryce Harper,Jesús Luzardo,0,b55c90e5-e891-4b97-8cfa-76715d735a36,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,746069,Single,single,False,665862,592836,Jazz Chisholm Jr.,Taijuan Walker,0,c47ef2b0-3a23-48f5-a6be-1c3f5474a6dd,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
4,2024-05-11,746069,Strikeout,strikeout,True,650559,592836,Bryan De La Cruz,Taijuan Walker,1,49dd80fe-131a-47bf-a3b7-371c0aed01f1,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
5,2024-05-11,746069,Single,single,False,669394,592836,Jake Burger,Taijuan Walker,0,2bd951d9-6c10-40f5-8033-62ceb3175dec,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
6,2024-05-11,746069,Strikeout,strikeout,True,605137,592836,Josh Bell,Taijuan Walker,0,e24f626b-4f75-43e3-807a-3520baaa8c8f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
7,2024-05-11,746069,Strikeout,strikeout,True,664761,666200,Alec Bohm,Jesús Luzardo,0,4354ec97-446f-4268-97e7-e9b1115a9c95,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
8,2024-05-11,746069,Strikeout,strikeout,True,592206,666200,Nick Castellanos,Jesús Luzardo,0,68f481ec-fcc0-4e41-82f8-7a8b78e4b978,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,746069,Groundout,field_out,True,681082,666200,Bryson Stott,Jesús Luzardo,0,d4c626db-015f-46d6-8aa3-de24f9a1277f,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
10,2024-05-11,746069,Lineout,field_out,True,660821,592836,Jesús Sánchez,Taijuan Walker,0,84596908-4a95-44ad-9f48-a353cf59e62b,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
11,2024-05-11,746069,Single,single,True,624503,592836,Nick Gordon,Taijuan Walker,1,4384d951-ed1b-44db-849f-6a9540461035,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
12,2024-05-11,746069,Single,single,False,660644,592836,Vidal Bruján,Taijuan Walker,0,1031294e-c071-4e94-859c-e2a386ad7ff3,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
13,2024-05-11,746069,Caught Stealing 2B,caught_stealing_2b,True,672640,592836,Otto Lopez,Taijuan Walker,0,113e6aa0-6c7b-472a-83db-10d273f53cc4,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
14,2024-05-11,746069,Strikeout,strikeout,True,624641,666200,Edmundo Sosa,Jesús Luzardo,0,4cd4e1cf-d9c4-479e-8484-0bb231146731,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
