,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
15,2024-05-11,746069,Single,single,False,665506,666200,Cristian Pache,Jesús Luzardo,0,f1ca96d4-e880-4d58-a2d9-34c80f7a7a6c,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
16,2024-05-11,746069,Fielders Choice Out,fielders_choice_out,True,679032,666200,Johan Rojas,Jesús Luzardo,1,17b13c8f-1ce9-45aa-b973-168dedda5fe6,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
17,2024-05-11,746069,Groundout,field_out,True,593160,666200,Whit Merrifield,Jesús Luzardo,1,624801cc-abfc-47f1-826b-285d99694278,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
18,2024-05-11,746069,Groundout,field_out,True,672640,592836,Otto Lopez,Taijuan Walker,0,e472f17a-0423-4f3c-b6e1-7c104deb1dad,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
19,2024-05-11,746069,Pop Out,field_out,True,663743,592836,Nick Fortes,Taijuan Walker,0,880f028e-51f8-483f-9bd1-4a707d275096,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
20,2024-05-11,746069,Pop Out,field_out,True,665862,592836,Jazz Chisholm Jr.,Taijuan Walker,0,331fcd11-4ed0-4a95-b358-faa4bc890fbf,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
21,2024-05-11,746069,Groundout,field_out,True,592663,666200,J.T. Realmuto,Jesús Luzardo,0,95a6ea25-ebf1-4ede-8e5f-0564e6c80a2d,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
22,2024-05-11,746069,Flyout,field_out,True,547180,666200,Bryce Harper,Jesús Luzardo,0,0c665e7d-525a-4e82-a046-a2d4d63b3d34,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
23,2024-05-11,746069,Single,single,True,664761,666200,Alec Bohm,Jesús Luzardo,1,1ec302a4-94b3-4f50-8a81-76169c4bbcb4,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
24,2024-05-11,746069,Single,single,False,650559,592836,Bryan De La Cruz,Taijuan Walker,0,df5f6aa8-0c49-451d-adc7-3af2dc80efd1,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
25,2024-05-11,746069,Strikeout,strikeout,True,669394,592836,Jake Burger,Taijuan Walker,0,ee8e3b89-15ae-4dd7-bd3b-009abc5a5121,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
26,2024-05-11,746069,Walk,walk,False,605137,592836,Josh Bell,Taijuan Walker,1,b0ff15ea-2657-4fe9-b8a3-d600be38d5d2,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
27,2024-05-11,746069,Flyout,field_out,True,660821,592836,Jesús Sánchez,Taijuan Walker,0,fb90a669-e89e-4c01-9dd1-995c1e2a4966,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
28,2024-05-11,746069,Groundout,field_out,True,624503,592836,Nick Gordon,Taijuan Walker,0,f20e4781-b59d-45b2-bfee-0db12080e0b6,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,0.104,,0.24,-1.25,2.76,1.79,,91.3,,90.9,84.8,74.5,0.176,0.176,0.194,0.1,0.175,0.313,,,,0.31,0.534,0.074,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,-5.12,-5.91,87.2,86.2,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
29,2024-05-11,746069,Strikeout,strikeout,True,592206,666200,Nick Castellanos,Jesús Luzardo,0,48a2bf53-db34-4250-91ce-dcabe17265c8,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
30,2024-05-11,746069,Lineout,field_out,True,681082,666200,Bryson Stott,Jesús Luzardo,0,66c59aa9-c191-4a78-b160-8e3b53e94565,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
31,2024-05-11,746069,Walk,walk,False,624641,666200,Edmundo Sosa,Jesús Luzardo,0,65ad5c32-d132-428a-a233-dd7d72c566c6,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
