,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-27,745793,Strikeout,strikeout,True,672284,656731,Jarred Kelenic,Tylor Megill,0,ede64773-abf9-4fbf-8dbb-b7ebb4fcd7f5,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,108.0,104.0,108.0,101.0,101.0,105.0,99.0,95.0,92.0,101.0,92.0,105.0,0.03,0.501,0.141,0.09,0.132,0.083,0.024,-0.69,0.41,-1.51,0.2,-1.46,1.65,-4.35,95.6,90.2,84.4,87.2,93.6,85.2,77.1,0.256,0.423,0.226,0.323,0.452,0.224,0.231,0.346,0.294,0.16,0.44,0.475,0.091,0.182,0.4,0.5,0.5,0.111,0.25,0.25,0.4,0.25,1.0,0.2
1,2024-07-27,745793,Flyout,field_out,True,663586,656731,Austin Riley,Tylor Megill,0,ebcfd938-509a-4a72-a556-e41b3e17ebe0,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,108.0,104.0,108.0,101.0,101.0,105.0,99.0,95.0,92.0,101.0,92.0,105.0,0.03,0.501,0.141,0.09,0.132,0.083,0.024,-0.69,0.41,-1.51,0.2,-1.46,1.65,-4.35,95.6,90.2,84.4,87.2,93.6,85.2,77.1,0.256,0.423,0.226,0.323,0.452,0.224,0.231,0.346,0.294,0.16,0.44,0.475,0.091,0.182,0.4,0.5,0.5,0.111,0.25,0.25,0.4,0.25,1.0,0.2
2,2024-07-27,745793,Strikeout,strikeout,True,542303,656731,Marcell Ozuna,Tylor Megill,0,200a5d6d-8913-42f9-a961-fbca112b0cfa,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,108.0,104.0,108.0,101.0,101.0,105.0,99.0,95.0,92.0,101.0,92.0,105.0,0.03,0.501,0.141,0.09,0.132,0.083,0.024,-0.69,0.41,-1.51,0.2,-1.46,1.65,-4.35,95.6,90.2,84.4,87.2,93.6,85.2,77.1,0.256,0.423,0.226,0.323,0.452,0.224,0.231,0.346,0.294,0.16,0.44,0.475,0.091,0.182,0.4,0.5,0.5,0.111,0.25,0.25,0.4,0.25,1.0,0.2
3,2024-07-27,745793,Flyout,field_out,True,596019,680885,Francisco Lindor,Spencer Schwellenbach,0,6cf1fae7-6020-4268-8184-725f12344a4f,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.04,3.19,75.2,106.0,100.0,107.0,0.726,10.11,1.67,7.97,1.19,1.13,0.239,0.444,0.19,0.298,0.461,,,,98.0,101.0,104.0,109.0,108.0,108.0,93.0,107.0,107.0,113.0,111.0,116.0,94.0,100.0,97.0,82.0,103.0,105.0,0.084,0.259,0.176,0.13,0.201,0.15,,-0.33,0.31,2.0,0.28,0.49,0.25,,96.0,92.6,84.4,,95.1,87.0,80.1,0.261,0.464,0.228,0.277,0.553,0.215,0.221,0.324,0.287,0.146,0.271,0.494,0.243,0.459,0.412,,,,0.263,0.368,0.105,,,
4,2024-07-27,745793,Pop Out,field_out,True,607043,680885,Brandon Nimmo,Spencer Schwellenbach,0,e0da8ea7-c8c1-4282-b979-b8f3b3a05cae,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.04,3.19,75.2,106.0,100.0,107.0,0.726,10.11,1.67,7.97,1.19,1.13,0.239,0.444,0.19,0.298,0.461,,,,98.0,101.0,104.0,109.0,108.0,108.0,93.0,107.0,107.0,113.0,111.0,116.0,94.0,100.0,97.0,82.0,103.0,105.0,0.084,0.259,0.176,0.13,0.201,0.15,,-0.33,0.31,2.0,0.28,0.49,0.25,,96.0,92.6,84.4,,95.1,87.0,80.1,0.261,0.464,0.228,0.277,0.553,0.215,0.221,0.324,0.287,0.146,0.271,0.494,0.243,0.459,0.412,,,,0.263,0.368,0.105,,,
5,2024-07-27,745793,Strikeout,strikeout,True,502110,680885,J.D. Martinez,Spencer Schwellenbach,0,a58c357e-dab6-415e-9da3-59358e37c14c,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.04,3.19,75.2,106.0,100.0,107.0,0.726,10.11,1.67,7.97,1.19,1.13,0.239,0.444,0.19,0.298,0.461,,,,98.0,101.0,104.0,109.0,108.0,108.0,93.0,107.0,107.0,113.0,111.0,116.0,94.0,100.0,97.0,82.0,103.0,105.0,0.084,0.259,0.176,0.13,0.201,0.15,,-0.33,0.31,2.0,0.28,0.49,0.25,,96.0,92.6,84.4,,95.1,87.0,80.1,0.261,0.464,0.228,0.277,0.553,0.215,0.221,0.324,0.287,0.146,0.271,0.494,0.243,0.459,0.412,,,,0.263,0.368,0.105,,,
6,2024-07-27,745793,Strikeout,strikeout,True,621566,656731,Matt Olson,Tylor Megill,0,6be81417-908f-45de-9cb6-d4935849e074,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,108.0,104.0,108.0,101.0,101.0,105.0,99.0,95.0,92.0,101.0,92.0,105.0,0.03,0.501,0.141,0.09,0.132,0.083,0.024,-0.69,0.41,-1.51,0.2,-1.46,1.65,-4.35,95.6,90.2,84.4,87.2,93.6,85.2,77.1,0.256,0.423,0.226,0.323,0.452,0.224,0.231,0.346,0.294,0.16,0.44,0.475,0.091,0.182,0.4,0.5,0.5,0.111,0.25,0.25,0.4,0.25,1.0,0.2
7,2024-07-27,745793,Flyout,field_out,True,594807,656731,Adam Duvall,Tylor Megill,0,ff03353f-e4f2-47a6-9412-3a0ac7ce006c,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,108.0,104.0,108.0,101.0,101.0,105.0,99.0,95.0,92.0,101.0,92.0,105.0,0.03,0.501,0.141,0.09,0.132,0.083,0.024,-0.69,0.41,-1.51,0.2,-1.46,1.65,-4.35,95.6,90.2,84.4,87.2,93.6,85.2,77.1,0.256,0.423,0.226,0.323,0.452,0.224,0.231,0.346,0.294,0.16,0.44,0.475,0.091,0.182,0.4,0.5,0.5,0.111,0.25,0.25,0.4,0.25,1.0,0.2
8,2024-07-27,745793,Groundout,field_out,True,592696,656731,Eddie Rosario,Tylor Megill,0,8e4f4f7a-d498-488e-b2d0-8602819345cb,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,108.0,104.0,108.0,101.0,101.0,105.0,99.0,95.0,92.0,101.0,92.0,105.0,0.03,0.501,0.141,0.09,0.132,0.083,0.024,-0.69,0.41,-1.51,0.2,-1.46,1.65,-4.35,95.6,90.2,84.4,87.2,93.6,85.2,77.1,0.256,0.423,0.226,0.323,0.452,0.224,0.231,0.346,0.294,0.16,0.44,0.475,0.091,0.182,0.4,0.5,0.5,0.111,0.25,0.25,0.4,0.25,1.0,0.2
9,2024-07-27,745793,Strikeout,strikeout,True,624413,680885,Pete Alonso,Spencer Schwellenbach,0,422ef924-2e9e-4fc4-9aa5-7a163eee0173,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.04,3.19,75.2,106.0,100.0,107.0,0.726,10.11,1.67,7.97,1.19,1.13,0.239,0.444,0.19,0.298,0.461,,,,98.0,101.0,104.0,109.0,108.0,108.0,93.0,107.0,107.0,113.0,111.0,116.0,94.0,100.0,97.0,82.0,103.0,105.0,0.084,0.259,0.176,0.13,0.201,0.15,,-0.33,0.31,2.0,0.28,0.49,0.25,,96.0,92.6,84.4,,95.1,87.0,80.1,0.261,0.464,0.228,0.277,0.553,0.215,0.221,0.324,0.287,0.146,0.271,0.494,0.243,0.459,0.412,,,,0.263,0.368,0.105,,,
