,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-11,746797,Strikeout,strikeout,True,664314,605182,Estevan Florial,Mike Clevinger,0,1897ae6a-60ef-4fe6-8418-12e43b7e2dbc,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,,,,
1,2024-05-11,746797,Groundout,field_out,True,665926,605182,Andrés Giménez,Mike Clevinger,0,ce84ef22-5568-4f92-b6cd-6f1d6ea27094,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,,,,
2,2024-05-11,746797,Flyout,field_out,True,608070,605182,José Ramírez,Mike Clevinger,0,e81f1cf5-7417-4d9b-98aa-875a54950a8c,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,,,,
3,2024-05-11,746797,Walk,walk,False,502054,663474,Tommy Pham,Triston McKenzie,0,4fa56417-1373-4068-a290-4272750e410e,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,0.266,,-2.21,,,1.46,-0.18,,91.1,,,,85.4,77.7,,,,0.303,0.652,0.103,,,,0.143,0.143,0.376,,,,0.176,0.341,0.373,,,,,,,,,
4,2024-05-11,746797,Walk,walk,False,657757,663474,Gavin Sheets,Triston McKenzie,1,61a6b223-b687-4ae2-928b-d11b3bedbf54,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,0.266,,-2.21,,,1.46,-0.18,,91.1,,,,85.4,77.7,,,,0.303,0.652,0.103,,,,0.143,0.143,0.376,,,,0.176,0.341,0.373,,,,,,,,,
5,2024-05-11,746797,Strikeout,strikeout,True,683734,663474,Andrew Vaughn,Triston McKenzie,0,e77be611-5f3b-4868-88c8-fb2f74787061,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,0.266,,-2.21,,,1.46,-0.18,,91.1,,,,85.4,77.7,,,,0.303,0.652,0.103,,,,0.143,0.143,0.376,,,,0.176,0.341,0.373,,,,,,,,,
6,2024-05-11,746797,Forceout,force_out,True,650391,663474,Eloy Jiménez,Triston McKenzie,1,b3a72383-e72b-4e1d-87b7-3ab3c26bcfd0,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,0.266,,-2.21,,,1.46,-0.18,,91.1,,,,85.4,77.7,,,,0.303,0.652,0.103,,,,0.143,0.143,0.376,,,,0.176,0.341,0.373,,,,,,,,,
7,2024-05-11,746797,Strikeout,strikeout,True,643217,663474,Andrew Benintendi,Triston McKenzie,0,6963bb2e-5401-4a99-a7cb-ba468025841b,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,0.21,0.266,,-2.21,,,1.46,-0.18,,91.1,,,,85.4,77.7,,,,0.303,0.652,0.103,,,,0.143,0.143,0.376,,,,0.176,0.341,0.373,,,,,,,,,
8,2024-05-11,746797,Groundout,field_out,True,647304,605182,Josh Naylor,Mike Clevinger,0,3768bfea-9cb0-4a6e-a5a6-a7eb619669c5,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,,,,
9,2024-05-11,746797,Flyout,field_out,True,686823,605182,Will Brennan,Mike Clevinger,0,3c966033-0e81-4207-b223-d310e2381339,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,,,,
