,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff
0,2024-09-25,745607,Single,single,False,543760,669620,Marcus Semien,Brady Basso,0,605a0733-5c8d-454d-ab21-18cea2177ce9,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
1,2024-09-25,745607,Home Run,home_run,False,694671,669620,Wyatt Langford,Brady Basso,1,de795e5a-b237-489b-8e01-749b71c347f2,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
2,2024-09-25,745607,Walk,walk,False,641680,669620,Jonah Heim,Brady Basso,0,705ca4a7-725e-4025-9b12-baf12d1a6478,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
3,2024-09-25,745607,Single,single,False,666969,669620,Adolis García,Brady Basso,1,809621cd-7679-48e8-8a49-5f897a8b1cce,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
4,2024-09-25,745607,Single,single,False,663993,669620,Nathaniel Lowe,Brady Basso,1,23c0386b-fda4-4901-95a5-0a8f0e37a0b6,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
5,2024-09-25,745607,Pop Out,field_out,True,679822,669620,Justin Foscue,Brady Basso,0,e8bf1f22-b4ea-4ad6-8835-abe24028e30c,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
6,2024-09-25,745607,Flyout,field_out,True,660758,669620,Sandro Fabian,Brady Basso,0,90a84227-7199-4633-ba06-e2b9f9b8f31a,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
7,2024-09-25,745607,Lineout,field_out,True,622110,669620,Matt Duffy,Brady Basso,0,6c06d06b-ec9f-4e5e-9434-39faccdd7eee,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,102.0,107.0,103.0,0.023,0.469,0.18,0.206,0.123,2.37,-2.37,-1.21,1.0,-3.63,92.2,88.1,86.4,92.0,76.4,0.225,0.325,0.165,0.2,0.2,0.385,0.385,0.615,0.308,0.357,0.571,0.227,,,,,,,,,,,,,,,
8,2024-09-25,745607,Single,single,False,671732,674003,Lawrence Butler,Cody Bradford,0,4ee0f30f-2aaf-438b-bf5b-0693227c10ef,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.64,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,70.0,112.0,85.0,,0.523,0.007,0.128,0.273,1.75,-3.68,,-2.32,0.86,89.8,86.4,80.9,,74.9,0.185,0.344,0.213,0.306,0.556,0.129,,,,0.21,0.333,0.338,49.0,114.0,107.0,0.07,-0.79,82.7,0.32,0.48,0.182,,,,,,
9,2024-09-25,745607,Single,single,False,667670,674003,Brent Rooker,Cody Bradford,1,740d94d0-3b14-4d29-9fd9-a61cd5506a14,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.64,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,70.0,112.0,85.0,,0.523,0.007,0.128,0.273,1.75,-3.68,,-2.32,0.86,89.8,86.4,80.9,,74.9,0.185,0.344,0.213,0.306,0.556,0.129,,,,0.21,0.333,0.338,49.0,114.0,107.0,0.07,-0.79,82.7,0.32,0.48,0.182,,,,,,
10,2024-09-25,745607,Strikeout,strikeout,True,669127,674003,Shea Langeliers,Cody Bradford,0,763d3af2-a867-43e7-ac9b-2e0400ff93a1,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.64,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,70.0,112.0,85.0,,0.523,0.007,0.128,0.273,1.75,-3.68,,-2.32,0.86,89.8,86.4,80.9,,74.9,0.185,0.344,0.213,0.306,0.556,0.129,,,,0.21,0.333,0.338,49.0,114.0,107.0,0.07,-0.79,82.7,0.32,0.48,0.182,,,,,,
11,2024-09-25,745607,Lineout,field_out,True,663527,674003,Tyler Nevin,Cody Bradford,0,051a554b-7a60-41c1-b189-d89fb166d94e,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.64,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,70.0,112.0,85.0,,0.523,0.007,0.128,0.273,1.75,-3.68,,-2.32,0.86,89.8,86.4,80.9,,74.9,0.185,0.344,0.213,0.306,0.556,0.129,,,,0.21,0.333,0.338,49.0,114.0,107.0,0.07,-0.79,82.7,0.32,0.48,0.182,,,,,,
