,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-07-28,746364,Flyout,field_out,True,660271,681293,Shohei Ohtani,Spencer Arrighetti,0,655d6fcc-e00f-43b6-add2-c4a5fc1769a8,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,746364,Strikeout,strikeout,True,606192,681293,Teoscar Hernández,Spencer Arrighetti,0,0802e0a5-0ae5-4b7c-a218-d7b8832bcd61,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,746364,Walk,walk,False,666158,681293,Gavin Lux,Spencer Arrighetti,0,c16acfa3-3236-4ac7-a4c9-bc8ec6796fb0,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,746364,Strikeout,strikeout,True,518792,681293,Jason Heyward,Spencer Arrighetti,0,adb87e99-2d3b-471a-9040-04a213367564,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,746364,Walk,walk,False,514888,689981,Jose Altuve,River Ryan,0,007e64f5-d674-4415-9863-0f861bc026f1,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,139.0,98.0,107.0,105.0,109.0,113.0,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,1.0,0.91,0.37,96.3,94.0,89.6,89.9,83.2,0.227,0.409,0.118,,,,0.25,0.25,0.375,,,,0.25,0.25,0.3,92.0,106.0,100.0,0.103,6.79,94.7,0.208,0.25,0.306,0.125,0.125,0.2,,,,,,,,,,,,
5,2024-07-28,746364,Walk,walk,False,608324,689981,Alex Bregman,River Ryan,1,54baf9c8-8524-4b6b-bf2c-7e46f16199e8,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,139.0,98.0,107.0,105.0,109.0,113.0,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,1.0,0.91,0.37,96.3,94.0,89.6,89.9,83.2,0.227,0.409,0.118,,,,0.25,0.25,0.375,,,,0.25,0.25,0.3,92.0,106.0,100.0,0.103,6.79,94.7,0.208,0.25,0.306,0.125,0.125,0.2,,,,,,,,,,,,
6,2024-07-28,746364,Flyout,field_out,True,670541,689981,Yordan Alvarez,River Ryan,0,7683d978-8996-487e-939e-2794cd4212c9,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,139.0,98.0,107.0,105.0,109.0,113.0,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,1.0,0.91,0.37,96.3,94.0,89.6,89.9,83.2,0.227,0.409,0.118,,,,0.25,0.25,0.375,,,,0.25,0.25,0.3,92.0,106.0,100.0,0.103,6.79,94.7,0.208,0.25,0.306,0.125,0.125,0.2,,,,,,,,,,,,
7,2024-07-28,746364,Grounded Into DP,grounded_into_double_play,True,673237,689981,Yainer Diaz,River Ryan,1,7c3d8906-fa12-4728-9f5a-7b886faa254f,689981.0,riverryan,Ryan,Right,River Ryan,LAD,1.33,3.97,20.1,95.0,115.0,96.0,0.768,7.97,3.98,6.64,0.44,1.29,0.296,0.389,0.241,0.259,0.427,97.0,86.0,84.0,124.0,98.0,104.0,110.0,89.0,86.0,139.0,98.0,107.0,105.0,109.0,113.0,0.395,0.031,0.227,0.158,0.086,-0.16,5.77,1.0,0.91,0.37,96.3,94.0,89.6,89.9,83.2,0.227,0.409,0.118,,,,0.25,0.25,0.375,,,,0.25,0.25,0.3,92.0,106.0,100.0,0.103,6.79,94.7,0.208,0.25,0.306,0.125,0.125,0.2,,,,,,,,,,,,
8,2024-07-28,746364,Strikeout,strikeout,True,571771,681293,Enrique Hernández,Spencer Arrighetti,0,3c802a2b-c8b3-4713-bac7-cd64088a5f7a,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-28,746364,Strikeout,strikeout,True,624415,681293,Cavan Biggio,Spencer Arrighetti,0,819cd8c8-2ec7-49c0-9028-60bbf2a268c3,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.63,3.81,124.1,99.0,93.0,99.0,0.731,10.93,4.13,8.25,1.23,0.8,0.255,0.425,0.16,0.305,0.446,88.0,98.0,89.0,113.0,100.0,105.0,89.0,100.0,99.0,116.0,92.0,100.0,63.0,100.0,98.0,0.412,0.194,0.113,0.195,0.086,-0.95,0.98,1.47,0.92,-2.98,94.1,88.2,85.4,81.0,78.4,0.29,0.489,0.209,0.245,0.439,0.239,0.152,0.263,0.419,0.107,0.214,0.413,0.429,0.571,0.38,,,,,,,,,,,,,,,,,,,,,,,,
