,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-28,744809,Field Error,field_error,False,650402,669022,Gleyber Torres,MacKenzie Gore,1,0253fcba-e607-4a30-a7d1-6731664fc522,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-28,744809,Groundout,field_out,True,665742,669022,Juan Soto,MacKenzie Gore,1,1c79e743-5b50-4ddf-b086-11678f768152,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-28,744809,Strikeout,strikeout,True,592450,669022,Aaron Judge,MacKenzie Gore,0,6824b26a-912f-4ad5-8c9b-211973a03ff2,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-28,744809,Flyout,field_out,True,519317,669022,Giancarlo Stanton,MacKenzie Gore,0,e4a9089d-a96b-4bb9-9a7a-8944dcb38611,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.246,0.325,0.308,0.263,0.411,0.327,0.333,0.59,0.509,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-28,744809,Home Run,home_run,False,686611,607074,Dylan Crews,Carlos Rodón,0,a1116a7a-3c74-47f8-9756-1da078f93f2d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,0.492,0.26,0.082,0.125,0.12,-0.91,-0.76,1.72,95.5,85.5,86.9,81.0,0.264,0.524,0.211,0.269,0.423,0.297,0.219,0.393,0.386,0.172,0.188,0.479,,,,100.0,83.0,83.0,0.041,-3.06,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-28,744809,Single,single,False,695578,607074,James Wood,Carlos Rodón,0,cf77bae9-07e5-4468-85cc-7fab94da6079,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,0.492,0.26,0.082,0.125,0.12,-0.91,-0.76,1.72,95.5,85.5,86.9,81.0,0.264,0.524,0.211,0.269,0.423,0.297,0.219,0.393,0.386,0.172,0.188,0.479,,,,100.0,83.0,83.0,0.041,-3.06,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-28,744809,Walk,walk,False,665953,607074,Andrés Chaparro,Carlos Rodón,1,6167406f-5277-4d00-b7e6-25ab7e291fa8,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,0.492,0.26,0.082,0.125,0.12,-0.91,-0.76,1.72,95.5,85.5,86.9,81.0,0.264,0.524,0.211,0.269,0.423,0.297,0.219,0.393,0.386,0.172,0.188,0.479,,,,100.0,83.0,83.0,0.041,-3.06,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-28,744809,Pop Out,field_out,True,660766,607074,Juan Yepez,Carlos Rodón,1,8d387a08-9daf-439d-a48d-0361cbd41f2d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,0.492,0.26,0.082,0.125,0.12,-0.91,-0.76,1.72,95.5,85.5,86.9,81.0,0.264,0.524,0.211,0.269,0.423,0.297,0.219,0.393,0.386,0.172,0.188,0.479,,,,100.0,83.0,83.0,0.041,-3.06,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-28,744809,Strikeout,strikeout,True,677588,607074,José Tena,Carlos Rodón,0,8f400556-4cc8-4fbc-b70d-5a1072b0acb6,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,0.492,0.26,0.082,0.125,0.12,-0.91,-0.76,1.72,95.5,85.5,86.9,81.0,0.264,0.524,0.211,0.269,0.423,0.297,0.219,0.393,0.386,0.172,0.188,0.479,,,,100.0,83.0,83.0,0.041,-3.06,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-28,744809,Strikeout,strikeout,True,660688,607074,Keibert Ruiz,Carlos Rodón,0,7062835a-75af-4eb0-a022-c96532da9d8d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,0.492,0.26,0.082,0.125,0.12,-0.91,-0.76,1.72,95.5,85.5,86.9,81.0,0.264,0.524,0.211,0.269,0.423,0.297,0.219,0.393,0.386,0.172,0.188,0.479,,,,100.0,83.0,83.0,0.041,-3.06,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,,,,
