,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,FS%,wFS/C,vFS
0,2024-07-22,745635,Single,single,False,514888,663687,Jose Altuve,Hogan Harris,0,5bf59221-b873-4a2d-b117-55042627229a,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
1,2024-07-22,745635,Grounded Into DP,grounded_into_double_play,True,608324,663687,Alex Bregman,Hogan Harris,1,49bae8e1-7e60-4e01-9dad-98e84e9171c4,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
2,2024-07-22,745635,Double,double,False,670541,663687,Yordan Alvarez,Hogan Harris,0,81b0714d-6102-4dd9-bad8-ee5d9676fa07,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
3,2024-07-22,745635,Strikeout,strikeout,True,673237,663687,Yainer Diaz,Hogan Harris,0,bc4bd8a6-cf66-436c-b0f8-652280c78c04,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
4,2024-07-22,745635,Flyout,field_out,True,671732,681293,Lawrence Butler,Spencer Arrighetti,0,6ce112ed-b55d-488b-8cda-ce1fe8642546,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.65,4.32,86.0,99.0,92.0,98.0,0.754,10.05,4.71,9.52,1.15,0.88,0.261,0.4,0.151,0.298,0.45,97.0,97.0,89.0,115.0,97.0,103.0,85.0,100.0,97.0,112.0,92.0,99.0,0.416,0.116,0.196,0.078,-1.68,0.59,0.21,-5.7,94.0,85.1,81.2,78.4,0.323,0.534,0.181,0.135,0.216,0.38,0.167,0.306,0.4,0.583,0.792,0.306,61.0,100.0,100.0,0.194,1.65,87.9,0.233,0.356,0.227,,,,,,,,,,,,
5,2024-07-22,745635,Flyout,field_out,True,609280,681293,Miguel Andujar,Spencer Arrighetti,0,ced66490-4dda-4a65-a4f7-380548d01916,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.65,4.32,86.0,99.0,92.0,98.0,0.754,10.05,4.71,9.52,1.15,0.88,0.261,0.4,0.151,0.298,0.45,97.0,97.0,89.0,115.0,97.0,103.0,85.0,100.0,97.0,112.0,92.0,99.0,0.416,0.116,0.196,0.078,-1.68,0.59,0.21,-5.7,94.0,85.1,81.2,78.4,0.323,0.534,0.181,0.135,0.216,0.38,0.167,0.306,0.4,0.583,0.792,0.306,61.0,100.0,100.0,0.194,1.65,87.9,0.233,0.356,0.227,,,,,,,,,,,,
6,2024-07-22,745635,Single,single,False,668709,681293,JJ Bleday,Spencer Arrighetti,0,36558e4c-a276-4ebf-b3f5-af2327277b9b,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.65,4.32,86.0,99.0,92.0,98.0,0.754,10.05,4.71,9.52,1.15,0.88,0.261,0.4,0.151,0.298,0.45,97.0,97.0,89.0,115.0,97.0,103.0,85.0,100.0,97.0,112.0,92.0,99.0,0.416,0.116,0.196,0.078,-1.68,0.59,0.21,-5.7,94.0,85.1,81.2,78.4,0.323,0.534,0.181,0.135,0.216,0.38,0.167,0.306,0.4,0.583,0.792,0.306,61.0,100.0,100.0,0.194,1.65,87.9,0.233,0.356,0.227,,,,,,,,,,,,
7,2024-07-22,745635,Strikeout,strikeout,True,667670,681293,Brent Rooker,Spencer Arrighetti,0,9037fe2b-b1c4-442f-bb6c-4ee74768f002,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.65,4.32,86.0,99.0,92.0,98.0,0.754,10.05,4.71,9.52,1.15,0.88,0.261,0.4,0.151,0.298,0.45,97.0,97.0,89.0,115.0,97.0,103.0,85.0,100.0,97.0,112.0,92.0,99.0,0.416,0.116,0.196,0.078,-1.68,0.59,0.21,-5.7,94.0,85.1,81.2,78.4,0.323,0.534,0.181,0.135,0.216,0.38,0.167,0.306,0.4,0.583,0.792,0.306,61.0,100.0,100.0,0.194,1.65,87.9,0.233,0.356,0.227,,,,,,,,,,,,
8,2024-07-22,745635,Single,single,False,665161,663687,Jeremy Peña,Hogan Harris,0,234efb1f-ac00-4fcc-a604-f7b79902b095,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
9,2024-07-22,745635,Single,single,False,676694,663687,Jake Meyers,Hogan Harris,1,ebe94f54-7e03-4611-8683-b7cd97a6668d,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
10,2024-07-22,745635,Sac Bunt,sac_bunt,True,643289,663687,Mauricio Dubón,Hogan Harris,1,ede4ecac-c2e3-4332-8b92-7eaa4e47e40b,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.98,5.56,54.1,97.0,85.0,94.0,0.813,6.96,4.14,8.78,0.99,0.91,0.238,0.402,0.116,0.372,0.46,116.0,95.0,100.0,58.0,99.0,103.0,83.0,96.0,89.0,88.0,100.0,102.0,0.573,0.115,0.147,0.166,-0.26,-3.33,0.26,0.76,93.0,80.9,79.1,72.6,0.288,0.468,0.161,0.29,0.581,0.222,0.219,0.25,0.358,0.167,0.2,0.262,,,,,,,,,,,,,,,,,,,,,
