,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,CU%,wFS/C,wSL/C,wCU/C,vFS,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-01,745536,Lineout,field_out,True,671739,605400,Michael Harris II,Aaron Nola,0,6f700e07-e9b0-4701-8c93-69a23581c0e5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.41,3.86,177.0,105.0,104.0,104.0,0.778,8.49,2.29,8.34,1.32,1.27,0.204,0.465,0.171,0.302,0.401,79.0,102.0,90.0,90.0,103.0,99.0,100.0,110.0,107.0,135.0,107.0,114.0,69.0,98.0,92.0,0.204,0.276,0.093,0.33,0.098,0.89,-2.61,-0.56,1.26,-1.82,92.5,87.5,85.6,91.5,79.1,0.215,0.348,0.354,0.156,0.312,0.224,0.312,0.494,0.136,0.3,0.45,0.139,0.388,0.796,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,745536,Strikeout,strikeout,True,624585,605400,Jorge Soler,Aaron Nola,0,176f3c97-5131-496e-b65b-4f30b1b00fb0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.41,3.86,177.0,105.0,104.0,104.0,0.778,8.49,2.29,8.34,1.32,1.27,0.204,0.465,0.171,0.302,0.401,79.0,102.0,90.0,90.0,103.0,99.0,100.0,110.0,107.0,135.0,107.0,114.0,69.0,98.0,92.0,0.204,0.276,0.093,0.33,0.098,0.89,-2.61,-0.56,1.26,-1.82,92.5,87.5,85.6,91.5,79.1,0.215,0.348,0.354,0.156,0.312,0.224,0.312,0.494,0.136,0.3,0.45,0.139,0.388,0.796,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,745536,Single,single,False,542303,605400,Marcell Ozuna,Aaron Nola,0,f4c5877c-9ffa-4ef0-b6f3-2ca269ee68c2,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.41,3.86,177.0,105.0,104.0,104.0,0.778,8.49,2.29,8.34,1.32,1.27,0.204,0.465,0.171,0.302,0.401,79.0,102.0,90.0,90.0,103.0,99.0,100.0,110.0,107.0,135.0,107.0,114.0,69.0,98.0,92.0,0.204,0.276,0.093,0.33,0.098,0.89,-2.61,-0.56,1.26,-1.82,92.5,87.5,85.6,91.5,79.1,0.215,0.348,0.354,0.156,0.312,0.224,0.312,0.494,0.136,0.3,0.45,0.139,0.388,0.796,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,745536,Flyout,field_out,True,621566,605400,Matt Olson,Aaron Nola,0,07a95d35-8abc-431d-8eac-127db82fd7d9,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.41,3.86,177.0,105.0,104.0,104.0,0.778,8.49,2.29,8.34,1.32,1.27,0.204,0.465,0.171,0.302,0.401,79.0,102.0,90.0,90.0,103.0,99.0,100.0,110.0,107.0,135.0,107.0,114.0,69.0,98.0,92.0,0.204,0.276,0.093,0.33,0.098,0.89,-2.61,-0.56,1.26,-1.82,92.5,87.5,85.6,91.5,79.1,0.215,0.348,0.354,0.156,0.312,0.224,0.312,0.494,0.136,0.3,0.45,0.139,0.388,0.796,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-01,745536,Single,single,False,656941,680885,Kyle Schwarber,Spencer Schwellenbach,0,10a1090e-7608-43cf-8979-5d4b2d577534,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,,,,109.0,109.0,108.0,93.0,106.0,105.0,,,,94.0,102.0,99.0,0.076,0.272,0.171,,,-0.44,0.42,1.09,,,96.1,92.8,,95.0,,0.255,0.471,0.418,0.278,0.5,0.221,0.217,0.304,0.087,,,,0.302,0.524,0.213,100.0,104.0,109.0,112.0,113.0,118.0,81.0,104.0,107.0,0.138,0.195,0.149,1.41,0.44,0.03,84.4,87.0,80.4,0.211,0.344,0.293,0.155,0.259,0.441,,,
5,2024-09-01,745536,Lineout,field_out,True,607208,680885,Trea Turner,Spencer Schwellenbach,0,f35ad8c2-ee8a-490b-9079-3f381011c450,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,,,,109.0,109.0,108.0,93.0,106.0,105.0,,,,94.0,102.0,99.0,0.076,0.272,0.171,,,-0.44,0.42,1.09,,,96.1,92.8,,95.0,,0.255,0.471,0.418,0.278,0.5,0.221,0.217,0.304,0.087,,,,0.302,0.524,0.213,100.0,104.0,109.0,112.0,113.0,118.0,81.0,104.0,107.0,0.138,0.195,0.149,1.41,0.44,0.03,84.4,87.0,80.4,0.211,0.344,0.293,0.155,0.259,0.441,,,
6,2024-09-01,745536,Lineout,field_out,True,547180,680885,Bryce Harper,Spencer Schwellenbach,0,1e6874c9-0faf-41fc-b827-d1a0fa5fa28d,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,,,,109.0,109.0,108.0,93.0,106.0,105.0,,,,94.0,102.0,99.0,0.076,0.272,0.171,,,-0.44,0.42,1.09,,,96.1,92.8,,95.0,,0.255,0.471,0.418,0.278,0.5,0.221,0.217,0.304,0.087,,,,0.302,0.524,0.213,100.0,104.0,109.0,112.0,113.0,118.0,81.0,104.0,107.0,0.138,0.195,0.149,1.41,0.44,0.03,84.4,87.0,80.4,0.211,0.344,0.293,0.155,0.259,0.441,,,
7,2024-09-01,745536,Groundout,field_out,True,592206,680885,Nick Castellanos,Spencer Schwellenbach,0,da0e4bd8-b0ab-4338-a3d9-c99eb1e661ac,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.78,3.41,97.2,107.0,101.0,108.0,0.736,9.86,1.75,8.29,1.11,1.11,0.237,0.415,0.185,0.296,0.456,,,,109.0,109.0,108.0,93.0,106.0,105.0,,,,94.0,102.0,99.0,0.076,0.272,0.171,,,-0.44,0.42,1.09,,,96.1,92.8,,95.0,,0.255,0.471,0.418,0.278,0.5,0.221,0.217,0.304,0.087,,,,0.302,0.524,0.213,100.0,104.0,109.0,112.0,113.0,118.0,81.0,104.0,107.0,0.138,0.195,0.149,1.41,0.44,0.03,84.4,87.0,80.4,0.211,0.344,0.293,0.155,0.259,0.441,,,
8,2024-09-01,745536,Strikeout,strikeout,True,518595,605400,Travis d'Arnaud,Aaron Nola,0,28e44cdf-ef34-489d-b147-5457e85e42c9,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.41,3.86,177.0,105.0,104.0,104.0,0.778,8.49,2.29,8.34,1.32,1.27,0.204,0.465,0.171,0.302,0.401,79.0,102.0,90.0,90.0,103.0,99.0,100.0,110.0,107.0,135.0,107.0,114.0,69.0,98.0,92.0,0.204,0.276,0.093,0.33,0.098,0.89,-2.61,-0.56,1.26,-1.82,92.5,87.5,85.6,91.5,79.1,0.215,0.348,0.354,0.156,0.312,0.224,0.312,0.494,0.136,0.3,0.45,0.139,0.388,0.796,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-01,745536,Strikeout,strikeout,True,593160,605400,Whit Merrifield,Aaron Nola,0,6a825ae6-d0b0-4907-8403-e30c27133f72,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.41,3.86,177.0,105.0,104.0,104.0,0.778,8.49,2.29,8.34,1.32,1.27,0.204,0.465,0.171,0.302,0.401,79.0,102.0,90.0,90.0,103.0,99.0,100.0,110.0,107.0,135.0,107.0,114.0,69.0,98.0,92.0,0.204,0.276,0.093,0.33,0.098,0.89,-2.61,-0.56,1.26,-1.82,92.5,87.5,85.6,91.5,79.1,0.215,0.348,0.354,0.156,0.312,0.224,0.312,0.494,0.136,0.3,0.45,0.139,0.388,0.796,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
