,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-28,746913,Groundout,field_out,True,543807,678394,George Springer,Brayan Bello,0,0d879cd9-ccec-4896-8573-13e49e9c61c6,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-28,746913,Strikeout,strikeout,True,662139,678394,Daulton Varsho,Brayan Bello,0,dbafbe15-9aff-43da-8d7c-26b0c9509854,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-28,746913,Strikeout,strikeout,True,665489,678394,Vladimir Guerrero Jr.,Brayan Bello,0,386acf51-1367-423e-82d7-ca352c51873f,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-28,746913,Single,single,False,680776,605135,Jarren Duran,Chris Bassitt,0,3a696f51-e27b-42b5-ad2e-e2c57e3a7808,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
4,2024-08-28,746913,Flyout,field_out,True,666152,605135,David Hamilton,Chris Bassitt,0,6d1cc315-bc37-4fd6-8700-48b76e3c6081,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
5,2024-08-28,746913,Groundout,field_out,True,641933,605135,Tyler O'Neill,Chris Bassitt,1,7b6518f4-22ac-4a0c-8c07-e7e4d9b5b8d4,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
6,2024-08-28,746913,Hit By Pitch,hit_by_pitch,False,671213,605135,Triston Casas,Chris Bassitt,0,9e1cea0c-52a7-4648-b828-2ec4ace6bbf7,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
7,2024-08-28,746913,Single,single,False,677800,605135,Wilyer Abreu,Chris Bassitt,1,b4507ffc-c57d-4021-a225-42efb2a6ce75,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
8,2024-08-28,746913,Single,single,False,807799,605135,Masataka Yoshida,Chris Bassitt,1,f7bce1e7-3eea-482c-b162-88a9deacca3c,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
9,2024-08-28,746913,Strikeout,strikeout,True,657136,605135,Connor Wong,Chris Bassitt,0,e4975412-22c1-4cb3-b922-0267ef055c7a,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.054,-2.74,0.09,-0.18,-2.04,92.6,84.6,92.5,77.5,0.332,0.429,0.123,0.292,0.583,0.154,0.333,0.633,0.102,0.286,0.476,0.256,105.0,90.0,101.0,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.142,0.76,-1.95,0.3,89.7,84.1,70.9,0.165,0.303,0.272,0.2,0.286,0.29,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
