,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-05,746276,Strikeout,strikeout,True,680776,663903,Jarren Duran,Brady Singer,0,e4d11900-6940-403f-bc67-9fbddf5e563d,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-05,746276,Single,single,False,677800,663903,Wilyer Abreu,Brady Singer,0,f85f8ca0-b6c4-41ed-a3cf-507c6b4cd9f3,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-05,746276,Single,single,False,807799,663903,Masataka Yoshida,Brady Singer,1,16447cb1-1e0b-4dda-87f6-9f7a683379f5,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-05,746276,Strikeout,strikeout,True,646240,663903,Rafael Devers,Brady Singer,0,cf8d11ea-8fea-4b57-8b8b-3280daf5a456,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-05,746276,Strikeout,strikeout,True,657136,663903,Connor Wong,Brady Singer,0,6cbefe21-5fff-4ac8-806d-bdd25c5993b0,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-05,746276,Single,single,False,672580,572020,Maikel Garcia,James Paxton,0,5d3a44ca-0b0a-43d1-8de6-6de75b862c65,572020.0,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.75,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,70.0,98.0,86.0,65.0,107.0,97.0,,,,0.05,0.551,,0.066,-0.18,-0.97,,-2.1,93.2,82.6,92.8,,,,,0.308,0.423,0.091,0.264,0.431,0.144,,,,0.25,0.375,0.326,83.0,98.0,97.0,82.0,95.0,83.0,0.031,0.303,-3.33,0.59,84.0,80.8,0.2,0.3,0.357,0.308,0.769,0.13,,,,,,,,,,,,,,,
6,2024-08-05,746276,Grounded Into DP,grounded_into_double_play,True,677951,572020,Bobby Witt Jr.,James Paxton,1,7e3d305c-fbc7-47e0-ba5d-ffea23adb03a,572020.0,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.75,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,70.0,98.0,86.0,65.0,107.0,97.0,,,,0.05,0.551,,0.066,-0.18,-0.97,,-2.1,93.2,82.6,92.8,,,,,0.308,0.423,0.091,0.264,0.431,0.144,,,,0.25,0.375,0.326,83.0,98.0,97.0,82.0,95.0,83.0,0.031,0.303,-3.33,0.59,84.0,80.8,0.2,0.3,0.357,0.308,0.769,0.13,,,,,,,,,,,,,,,
7,2024-08-05,746276,Strikeout,strikeout,True,686469,572020,Vinnie Pasquantino,James Paxton,0,9fde6015-bcd9-4e70-a2e3-e10f62d987e9,572020.0,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.75,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,70.0,98.0,86.0,65.0,107.0,97.0,,,,0.05,0.551,,0.066,-0.18,-0.97,,-2.1,93.2,82.6,92.8,,,,,0.308,0.423,0.091,0.264,0.431,0.144,,,,0.25,0.375,0.326,83.0,98.0,97.0,82.0,95.0,83.0,0.031,0.303,-3.33,0.59,84.0,80.8,0.2,0.3,0.357,0.308,0.769,0.13,,,,,,,,,,,,,,,
8,2024-08-05,746276,Single,single,False,642086,663903,Dominic Smith,Brady Singer,0,e8f7fa36-6709-442f-95fe-4591da3f4c3b,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-05,746276,Single,single,False,686765,663903,Nick Sogard,Brady Singer,1,70b01931-7450-44eb-9e8e-5f816b07a698,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.204,0.354,0.363,0.269,0.39,0.119,0.341,0.585,0.167,0.381,0.571,0.364,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
