,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff
0,2024-05-30,745249,Strikeout,strikeout,True,514888,669302,Jose Altuve,Logan Gilbert,0,1cc52f37-dc14-491d-b29d-29fcd246852f,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
1,2024-05-30,745249,Lineout,field_out,True,663656,669302,Kyle Tucker,Logan Gilbert,0,336aae41-1d2c-4982-8fe5-f46666ad05b1,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
2,2024-05-30,745249,Double,double,False,670541,669302,Yordan Alvarez,Logan Gilbert,0,a97769c4-26b8-4284-9ccf-42d6828dc9c4,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
3,2024-05-30,745249,Lineout,field_out,True,665161,669302,Jeremy Peña,Logan Gilbert,0,fc65f1ac-e047-48ae-b83c-562fda9bf2f8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
4,2024-05-30,745249,Walk,walk,False,641487,681293,J.P. Crawford,Spencer Arrighetti,0,19deb055-94cc-47cf-a1d6-fab57d8292d5,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,113.0,98.0,103.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,62.0,100.0,100.0,,,,,0.414,0.197,,0.113,0.202,-1.89,1.2,,,0.49,0.32,94.0,87.8,,,81.2,78.4,0.143,0.229,0.392,0.325,0.553,0.183,0.25,0.382,0.24,,,,0.162,0.294,0.408,98.0,98.0,88.0,0.074,-4.75,85.0,0.55,0.75,0.302,,,
5,2024-05-30,745249,Flyout,field_out,True,668942,681293,Josh Rojas,Spencer Arrighetti,0,f6cb18d2-9d58-433a-8681-c694a7f6f3d7,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,113.0,98.0,103.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,62.0,100.0,100.0,,,,,0.414,0.197,,0.113,0.202,-1.89,1.2,,,0.49,0.32,94.0,87.8,,,81.2,78.4,0.143,0.229,0.392,0.325,0.553,0.183,0.25,0.382,0.24,,,,0.162,0.294,0.408,98.0,98.0,88.0,0.074,-4.75,85.0,0.55,0.75,0.302,,,
6,2024-05-30,745249,Strikeout,strikeout,True,677594,681293,Julio Rodríguez,Spencer Arrighetti,0,62f91c75-cbe9-43b0-9a4d-5c2d121f9372,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,113.0,98.0,103.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,62.0,100.0,100.0,,,,,0.414,0.197,,0.113,0.202,-1.89,1.2,,,0.49,0.32,94.0,87.8,,,81.2,78.4,0.143,0.229,0.392,0.325,0.553,0.183,0.25,0.382,0.24,,,,0.162,0.294,0.408,98.0,98.0,88.0,0.074,-4.75,85.0,0.55,0.75,0.302,,,
7,2024-05-30,745249,Flyout,field_out,True,663728,681293,Cal Raleigh,Spencer Arrighetti,1,4fdc2fbd-a055-4894-84ef-49c1fa03586f,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,113.0,98.0,103.0,83.0,99.0,97.0,,,,111.0,93.0,100.0,62.0,100.0,100.0,,,,,0.414,0.197,,0.113,0.202,-1.89,1.2,,,0.49,0.32,94.0,87.8,,,81.2,78.4,0.143,0.229,0.392,0.325,0.553,0.183,0.25,0.382,0.24,,,,0.162,0.294,0.408,98.0,98.0,88.0,0.074,-4.75,85.0,0.55,0.75,0.302,,,
8,2024-05-30,745249,Groundout,field_out,True,608324,669302,Alex Bregman,Logan Gilbert,0,0090f56b-33ac-45a3-bd39-478327139be7,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
9,2024-05-30,745249,Strikeout,strikeout,True,676694,669302,Jake Meyers,Logan Gilbert,0,16669c36-c936-4849-9416-b9e6a40a63fd,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,
