,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vSC (sc),SC%,wSC/C
0,2024-09-18,745121,Flyout,field_out,True,643396,543243,Isiah Kiner-Falefa,Sonny Gray,0,024627a3-1c59-4682-93b9-e565e80fc093,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
1,2024-09-18,745121,Groundout,field_out,True,668804,543243,Bryan Reynolds,Sonny Gray,0,9dbb53b9-5e0d-47b7-8818-401dfa093bfb,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
2,2024-09-18,745121,Strikeout,strikeout,True,663698,543243,Joey Bart,Sonny Gray,0,f4fd3014-32fd-4189-a561-14419f2f92db,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
3,2024-09-18,745121,Groundout,field_out,True,691026,663765,Masyn Winn,Jake Woodford,0,db036d33-eec9-4d25-a446-41274cf6faf3,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.71,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,86.0,92.0,88.0,0.448,0.029,0.191,0.282,,,0.05,-0.63,-0.82,-2.25,-2.08,,,-0.64,91.3,88.6,85.6,91.5,80.7,,,0.26,0.5,0.261,0.366,0.592,0.046,,,,0.308,0.5,0.13,,,,0.2,0.2,0.091,,,,,,,,,,,,,,,
4,2024-09-18,745121,Strikeout,strikeout,True,676475,663765,Alec Burleson,Jake Woodford,0,1dc5994e-4bfc-4d98-88a0-ddd62eb44b55,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.71,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,86.0,92.0,88.0,0.448,0.029,0.191,0.282,,,0.05,-0.63,-0.82,-2.25,-2.08,,,-0.64,91.3,88.6,85.6,91.5,80.7,,,0.26,0.5,0.261,0.366,0.592,0.046,,,,0.308,0.5,0.13,,,,0.2,0.2,0.091,,,,,,,,,,,,,,,
5,2024-09-18,745121,Lineout,field_out,True,502671,663765,Paul Goldschmidt,Jake Woodford,0,db33c185-5026-4953-bc5a-504e3fd7d3d6,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.71,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,86.0,92.0,88.0,0.448,0.029,0.191,0.282,,,0.05,-0.63,-0.82,-2.25,-2.08,,,-0.64,91.3,88.6,85.6,91.5,80.7,,,0.26,0.5,0.261,0.366,0.592,0.046,,,,0.308,0.5,0.13,,,,0.2,0.2,0.091,,,,,,,,,,,,,,,
6,2024-09-18,745121,Strikeout,strikeout,True,457705,543243,Andrew McCutchen,Sonny Gray,0,9250b904-eca7-4035-bdc0-4f88d5922b17,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
7,2024-09-18,745121,Single,single,False,693304,543243,Nick Gonzales,Sonny Gray,0,68f834a1-8776-47b4-961c-cf9984b27571,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
8,2024-09-18,745121,Field Error,field_error,False,650559,543243,Bryan De La Cruz,Sonny Gray,1,ea8e83d5-b810-4935-8d69-0190001f4d75,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
9,2024-09-18,745121,Flyout,field_out,True,694377,543243,Nick Yorke,Sonny Gray,1,9c7b927b-2022-4421-98d2-c51ede6db6b3,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.7,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,118.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.0,0.064,-0.05,0.2,1.64,0.95,0.7,-2.38,-2.24,92.4,87.7,88.3,92.7,84.8,80.0,75.4,0.142,0.205,0.444,0.2,0.385,0.208,0.333,0.567,0.178,0.287,0.494,0.299,0.21,0.452,0.331,0.357,0.714,0.328,,,,,,,,,,,,,,,
