,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-07,745775,Flyout,field_out,True,663697,500779,Jonathan India,Jose Quintana,0,1259cdc3-03f5-48f8-8af3-e2a173898671,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,745775,Groundout,field_out,True,682829,500779,Elly De La Cruz,Jose Quintana,0,a85b8298-8346-4389-863c-886c4018e514,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,745775,Flyout,field_out,True,663886,500779,Tyler Stephenson,Jose Quintana,0,34ba984e-8cc7-425e-8823-7edb64936b95,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,745775,Flyout,field_out,True,596019,596001,Francisco Lindor,Jakob Junis,0,22649a22-bbb2-4d8e-9632-e5a8ae3ea0f0,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
4,2024-09-07,745775,Strikeout,strikeout,True,607043,596001,Brandon Nimmo,Jakob Junis,0,5c6d46d4-d65e-426e-8d53-220cf25db325,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
5,2024-09-07,745775,Lineout,field_out,True,668901,596001,Mark Vientos,Jakob Junis,0,54c72dfd-5ca9-46cb-94bb-661959d1312a,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
6,2024-09-07,745775,Walk,walk,False,668715,500779,Spencer Steer,Jose Quintana,0,6ff8fa99-ab7f-4311-90c6-5141b878f648,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
7,2024-09-07,745775,Grounded Into DP,grounded_into_double_play,True,664034,500779,Ty France,Jose Quintana,1,c70c959b-63af-4a85-8128-121ed0c417fb,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
8,2024-09-07,745775,Single,single,False,670770,500779,TJ Friedl,Jose Quintana,0,a7dd6ee2-b6b1-4829-af3d-53fbd24f2ccd,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
9,2024-09-07,745775,Single,single,False,669289,500779,Santiago Espinal,Jose Quintana,1,76e139f8-5a3e-4bd3-8db0-7f6b54d5cc39,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
10,2024-09-07,745775,Strikeout,strikeout,True,642708,500779,Amed Rosario,Jose Quintana,0,dc07a326-00d3-400c-a995-8975b655c201,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
11,2024-09-07,745775,Strikeout,strikeout,True,624413,596001,Pete Alonso,Jakob Junis,0,c038225e-f576-42d3-a886-437c24fea7e8,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
12,2024-09-07,745775,Lineout,field_out,True,608385,596001,Jesse Winker,Jakob Junis,0,35d2f8b6-fa7a-4b58-8928-56ee6ae61fb1,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
13,2024-09-07,745775,Strikeout,strikeout,True,502110,596001,J.D. Martinez,Jakob Junis,0,3491736a-577f-496e-a8e8-e61d8e1c4658,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
14,2024-09-07,745775,Single,single,False,641584,500779,Jake Fraley,Jose Quintana,0,9c8ab301-a4d3-49df-98f0-f5d6c0678c0a,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
15,2024-09-07,745775,Grounded Into DP,grounded_into_double_play,True,663697,500779,Jonathan India,Jose Quintana,1,31ef40fd-8fb6-4f30-8315-b928618bd28b,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
16,2024-09-07,745775,Strikeout,strikeout,True,682829,500779,Elly De La Cruz,Jose Quintana,0,87a640e2-02e3-43e9-b602-5a1ec3e618ec,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
17,2024-09-07,745775,Strikeout,strikeout,True,578428,596001,Jose Iglesias,Jakob Junis,0,ef40f190-e2e2-4f5a-89bc-abace34865d1,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
18,2024-09-07,745775,Pop Out,field_out,True,682626,596001,Francisco Alvarez,Jakob Junis,0,2171301e-76f3-43af-b7df-9f840da63dc3,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
19,2024-09-07,745775,Groundout,field_out,True,664056,596001,Harrison Bader,Jakob Junis,0,18a46b2e-768b-400e-a488-346cb5e56078,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.82,4.25,51.0,108.0,100.0,110.0,0.758,6.88,1.24,7.06,1.06,0.9,0.291,0.378,0.101,0.27,0.501,92.0,101.0,106.0,,,,77.0,110.0,102.0,79.0,110.0,103.0,0.361,0.081,,0.083,2.0,1.47,,-4.21,92.8,86.4,92.1,,0.273,0.379,0.191,,,,0.133,0.133,0.31,0.278,0.833,0.241,,,,121.0,108.0,117.0,97.0,119.0,106.0,0.005,0.47,6.03,1.91,90.0,83.0,0.169,0.301,0.321,0.25,0.25,0.0,,,
20,2024-09-07,745775,Double,double,False,663886,500779,Tyler Stephenson,Jose Quintana,0,589810f1-5172-4571-a775-36ebd0a95726,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
21,2024-09-07,745775,Pop Out,field_out,True,668715,500779,Spencer Steer,Jose Quintana,0,5f2edaed-7bdf-4556-9ea8-ada521dca319,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
22,2024-09-07,745775,Groundout,field_out,True,664034,500779,Ty France,Jose Quintana,1,1463a77b-49d0-4b61-aaa3-a4f4d077b890,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
23,2024-09-07,745775,Groundout,field_out,True,670770,500779,TJ Friedl,Jose Quintana,0,b801a9c0-fe86-4c14-9fc8-ed9a4e1c8d69,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,75.0,98.0,91.0,0.292,0.229,0.282,0.198,-0.28,0.14,0.02,0.19,90.6,85.7,90.7,77.6,0.27,0.478,0.132,0.265,0.449,0.258,0.22,0.43,0.17,0.223,0.286,0.345,0.171,0.371,0.27,,,,,,,,,,,,,,,,,,,,,
