,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-06,747074,Groundout,field_out,True,543807,608331,George Springer,Max Fried,0,c4e32c3f-481d-496e-9c9d-d752fab06288,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.35,3.72,147.2,98.0,94.0,99.0,0.775,8.41,3.11,7.62,0.73,2.46,0.251,0.424,0.154,0.253,0.409,93.0,101.0,103.0,114.0,103.0,108.0,78.0,93.0,93.0,93.0,99.0,95.0,98.0,97.0,96.0,92.0,95.0,93.0,0.161,0.332,0.054,0.103,0.212,0.137,0.69,-0.56,1.57,-0.18,1.22,1.58,93.8,89.0,85.7,93.6,82.7,74.5,0.268,0.355,0.195,0.158,0.298,0.346,0.248,0.267,0.135,0.189,0.27,0.251,0.229,0.375,0.299,0.313,0.313,0.341,0.231,0.231,0.355,,,,,,,,,
1,2024-09-06,747074,Walk,walk,False,662139,608331,Daulton Varsho,Max Fried,0,9e0537cf-8f43-4e73-b4b2-ac360dc3f9bd,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.35,3.72,147.2,98.0,94.0,99.0,0.775,8.41,3.11,7.62,0.73,2.46,0.251,0.424,0.154,0.253,0.409,93.0,101.0,103.0,114.0,103.0,108.0,78.0,93.0,93.0,93.0,99.0,95.0,98.0,97.0,96.0,92.0,95.0,93.0,0.161,0.332,0.054,0.103,0.212,0.137,0.69,-0.56,1.57,-0.18,1.22,1.58,93.8,89.0,85.7,93.6,82.7,74.5,0.268,0.355,0.195,0.158,0.298,0.346,0.248,0.267,0.135,0.189,0.27,0.251,0.229,0.375,0.299,0.313,0.313,0.341,0.231,0.231,0.355,,,,,,,,,
2,2024-09-06,747074,Strikeout,strikeout,True,665489,608331,Vladimir Guerrero Jr.,Max Fried,0,bb429723-baa8-4590-abae-87a3730f26d7,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.35,3.72,147.2,98.0,94.0,99.0,0.775,8.41,3.11,7.62,0.73,2.46,0.251,0.424,0.154,0.253,0.409,93.0,101.0,103.0,114.0,103.0,108.0,78.0,93.0,93.0,93.0,99.0,95.0,98.0,97.0,96.0,92.0,95.0,93.0,0.161,0.332,0.054,0.103,0.212,0.137,0.69,-0.56,1.57,-0.18,1.22,1.58,93.8,89.0,85.7,93.6,82.7,74.5,0.268,0.355,0.195,0.158,0.298,0.346,0.248,0.267,0.135,0.189,0.27,0.251,0.229,0.375,0.299,0.313,0.313,0.341,0.231,0.231,0.355,,,,,,,,,
3,2024-09-06,747074,Strikeout,strikeout,True,672386,608331,Alejandro Kirk,Max Fried,0,9d572150-fe6e-4c3e-9ae5-d25325ec6981,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.35,3.72,147.2,98.0,94.0,99.0,0.775,8.41,3.11,7.62,0.73,2.46,0.251,0.424,0.154,0.253,0.409,93.0,101.0,103.0,114.0,103.0,108.0,78.0,93.0,93.0,93.0,99.0,95.0,98.0,97.0,96.0,92.0,95.0,93.0,0.161,0.332,0.054,0.103,0.212,0.137,0.69,-0.56,1.57,-0.18,1.22,1.58,93.8,89.0,85.7,93.6,82.7,74.5,0.268,0.355,0.195,0.158,0.298,0.346,0.248,0.267,0.135,0.189,0.27,0.251,0.229,0.375,0.299,0.313,0.313,0.341,0.231,0.231,0.355,,,,,,,,,
4,2024-09-06,747074,Single,single,False,671739,592332,Michael Harris II,Kevin Gausman,0,c38e0f91-08d1-41eb-bbfd-10eb04fb82e1,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.09,4.87,163.0,105.0,94.0,104.0,0.786,8.28,2.76,8.39,1.1,0.91,0.258,0.43,0.137,0.366,0.418,,,,,,,98.0,106.0,105.0,88.0,102.0,93.0,88.0,89.0,94.0,,,,0.054,0.527,,0.083,,,0.32,,-3.33,-1.43,,,93.9,,,93.4,82.9,,0.279,0.482,0.182,,,,0.314,0.6,0.123,,,,0.27,0.459,0.275,,,,,,,89.0,108.0,107.0,0.336,0.27,85.9,0.176,0.276,0.334
5,2024-09-06,747074,Flyout,field_out,True,593160,592332,Whit Merrifield,Kevin Gausman,0,70932ecb-20e4-4a6e-adfb-0d4934ef5f1b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.09,4.87,163.0,105.0,94.0,104.0,0.786,8.28,2.76,8.39,1.1,0.91,0.258,0.43,0.137,0.366,0.418,,,,,,,98.0,106.0,105.0,88.0,102.0,93.0,88.0,89.0,94.0,,,,0.054,0.527,,0.083,,,0.32,,-3.33,-1.43,,,93.9,,,93.4,82.9,,0.279,0.482,0.182,,,,0.314,0.6,0.123,,,,0.27,0.459,0.275,,,,,,,89.0,108.0,107.0,0.336,0.27,85.9,0.176,0.276,0.334
6,2024-09-06,747074,Single,single,False,542303,592332,Marcell Ozuna,Kevin Gausman,1,239b5b8f-8e6d-4af3-8674-a8b66dbc4782,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.09,4.87,163.0,105.0,94.0,104.0,0.786,8.28,2.76,8.39,1.1,0.91,0.258,0.43,0.137,0.366,0.418,,,,,,,98.0,106.0,105.0,88.0,102.0,93.0,88.0,89.0,94.0,,,,0.054,0.527,,0.083,,,0.32,,-3.33,-1.43,,,93.9,,,93.4,82.9,,0.279,0.482,0.182,,,,0.314,0.6,0.123,,,,0.27,0.459,0.275,,,,,,,89.0,108.0,107.0,0.336,0.27,85.9,0.176,0.276,0.334
7,2024-09-06,747074,Flyout,field_out,True,621566,592332,Matt Olson,Kevin Gausman,0,dd30383a-fd35-4f9d-8d91-d9ac47db8175,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.09,4.87,163.0,105.0,94.0,104.0,0.786,8.28,2.76,8.39,1.1,0.91,0.258,0.43,0.137,0.366,0.418,,,,,,,98.0,106.0,105.0,88.0,102.0,93.0,88.0,89.0,94.0,,,,0.054,0.527,,0.083,,,0.32,,-3.33,-1.43,,,93.9,,,93.4,82.9,,0.279,0.482,0.182,,,,0.314,0.6,0.123,,,,0.27,0.459,0.275,,,,,,,89.0,108.0,107.0,0.336,0.27,85.9,0.176,0.276,0.334
8,2024-09-06,747074,Single,single,False,676391,608331,Ernie Clement,Max Fried,0,90bce5f6-acd3-4099-bc8e-b1ef3f6bdc5a,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.35,3.72,147.2,98.0,94.0,99.0,0.775,8.41,3.11,7.62,0.73,2.46,0.251,0.424,0.154,0.253,0.409,93.0,101.0,103.0,114.0,103.0,108.0,78.0,93.0,93.0,93.0,99.0,95.0,98.0,97.0,96.0,92.0,95.0,93.0,0.161,0.332,0.054,0.103,0.212,0.137,0.69,-0.56,1.57,-0.18,1.22,1.58,93.8,89.0,85.7,93.6,82.7,74.5,0.268,0.355,0.195,0.158,0.298,0.346,0.248,0.267,0.135,0.189,0.27,0.251,0.229,0.375,0.299,0.313,0.313,0.341,0.231,0.231,0.355,,,,,,,,,
9,2024-09-06,747074,Lineout,field_out,True,695238,608331,Will Wagner,Max Fried,0,ba2b52a8-8e80-4a50-8cb9-58fb5bb51cd5,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.35,3.72,147.2,98.0,94.0,99.0,0.775,8.41,3.11,7.62,0.73,2.46,0.251,0.424,0.154,0.253,0.409,93.0,101.0,103.0,114.0,103.0,108.0,78.0,93.0,93.0,93.0,99.0,95.0,98.0,97.0,96.0,92.0,95.0,93.0,0.161,0.332,0.054,0.103,0.212,0.137,0.69,-0.56,1.57,-0.18,1.22,1.58,93.8,89.0,85.7,93.6,82.7,74.5,0.268,0.355,0.195,0.158,0.298,0.346,0.248,0.267,0.135,0.189,0.27,0.251,0.229,0.375,0.299,0.313,0.313,0.341,0.231,0.231,0.355,,,,,,,,,
