,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-20,746066,Strikeout,strikeout,True,661388,677960,William Contreras,Ryan Weathers,0,462ba0cc-0090-4dc1-b5e5-cf84df4af4e1,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-20,746066,Flyout,field_out,True,592885,677960,Christian Yelich,Ryan Weathers,0,f8cd1486-1140-41d3-963d-221d1bcafcbe,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-20,746066,Strikeout,strikeout,True,687401,677960,Joey Ortiz,Ryan Weathers,0,079ce5a6-9d5d-4f50-a66d-ef2784f35628,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-20,746066,Groundout,field_out,True,665862,605452,Jazz Chisholm Jr.,Joe Ross,0,5734151d-c9e2-45f1-be67-a51cd5fe282a,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.087,-2.54,0.25,-0.43,0.99,94.6,90.3,94.5,86.4,0.286,0.514,0.288,0.278,0.333,0.133,0.246,0.386,0.414,0.255,0.333,0.189,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,,,,,,,,,,
4,2024-05-20,746066,Walk,walk,False,650559,605452,Bryan De La Cruz,Joe Ross,0,18833443-9d37-4ee1-aa33-7c93236401eb,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.087,-2.54,0.25,-0.43,0.99,94.6,90.3,94.5,86.4,0.286,0.514,0.288,0.278,0.333,0.133,0.246,0.386,0.414,0.255,0.333,0.189,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,,,,,,,,,,
5,2024-05-20,746066,Single,single,False,605137,605452,Josh Bell,Joe Ross,1,73c4983a-9c7c-4c2d-be65-b6ff476b3adc,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.087,-2.54,0.25,-0.43,0.99,94.6,90.3,94.5,86.4,0.286,0.514,0.288,0.278,0.333,0.133,0.246,0.386,0.414,0.255,0.333,0.189,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,,,,,,,,,,
6,2024-05-20,746066,Double Play,double_play,True,660821,605452,Jesús Sánchez,Joe Ross,1,cb33351f-f1e5-4ec2-a927-f56b3d517e18,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.087,-2.54,0.25,-0.43,0.99,94.6,90.3,94.5,86.4,0.286,0.514,0.288,0.278,0.333,0.133,0.246,0.386,0.414,0.255,0.333,0.189,110.0,105.0,101.0,0.027,1.84,83.2,0.0,0.0,0.333,,,,,,,,,,,,,,,
7,2024-05-20,746066,Flyout,field_out,True,642715,677960,Willy Adames,Ryan Weathers,0,2f6b983e-2c69-4a39-85bb-740021cfe7bc,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-20,746066,Groundout,field_out,True,596142,677960,Gary Sánchez,Ryan Weathers,0,9bed0d22-8256-4e35-8cbd-27c12ed46654,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-20,746066,Flyout,field_out,True,694192,677960,Jackson Chourio,Ryan Weathers,0,9ea7b88e-69cc-4622-a6bd-89f9386518d6,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,0.122,0.402,0.219,0.258,0.13,0.21,0.13,0.93,95.9,86.2,94.5,82.7,0.289,0.389,0.142,0.193,0.398,0.394,0.25,0.5,0.5,0.279,0.442,0.066,,,,,,,,,,,,,,,,,,,,,,,,
